bridge_path_id,end,bridge_index,bridge_position,bridge_node,element,mapping_id,seed_node,annulus_node,selected_pool_index,library_index,mirror,azimuth_deg,x_nm,y_nm,z_nm,coordinate_status
UPPER:BRIDGE4:10,UPPER,10,4,BR4:UPPER:10:4,B,M4:UPPER:P0:O-1:R0,S:1730,A:UPPER:-14:4,4,30284,False,255.0,2.6152633718715745,4.362971362456598,8.260900057431982,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:11,UPPER,11,1,BR4:UPPER:11:1,N,M4:UPPER:P0:O-1:R0,S:1732,A:UPPER:1:9,4,30284,True,210.0,2.4776707803460822,3.3931318767923297,8.213500702579724,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:11,UPPER,11,2,BR4:UPPER:11:2,B,M4:UPPER:P0:O-1:R0,S:1732,A:UPPER:1:9,4,30284,True,210.0,2.4857115329158304,3.24885471062169,8.201760706264178,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:11,UPPER,11,3,BR4:UPPER:11:3,N,M4:UPPER:P0:O-1:R0,S:1732,A:UPPER:1:9,4,30284,True,210.0,2.529598396418127,3.1443368147038475,8.29214089499082,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:11,UPPER,11,4,BR4:UPPER:11:4,B,M4:UPPER:P0:O-1:R0,S:1732,A:UPPER:1:9,4,30284,True,210.0,2.615259417849197,3.0316991828313933,8.260623015966548,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:12,UPPER,12,1,BR4:UPPER:12:1,N,M4:UPPER:P0:O-1:R0,S:1734,A:UPPER:4:8,9,2586,False,285.0,2.636855719559227,2.9047904468690047,8.149701794443887,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:12,UPPER,12,2,BR4:UPPER:12:2,B,M4:UPPER:P0:O-1:R0,S:1734,A:UPPER:4:8,9,2586,False,285.0,2.680070027383781,2.8605262454423297,8.280807592532332,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:12,UPPER,12,3,BR4:UPPER:12:3,N,M4:UPPER:P0:O-1:R0,S:1734,A:UPPER:4:8,9,2586,False,285.0,2.803857715732215,2.7884033525092677,8.302951522697846,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:12,UPPER,12,4,BR4:UPPER:12:4,B,M4:UPPER:P0:O-1:R0,S:1734,A:UPPER:4:8,9,2586,False,285.0,2.93864673374449,2.803972183869756,8.251905734378125,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:13,UPPER,13,1,BR4:UPPER:13:1,N,M4:UPPER:P0:O-1:R0,S:1736,A:UPPER:7:7,1,1878,True,255.0,3.0360270377297236,2.562217699383201,8.169901784144823,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:13,UPPER,13,2,BR4:UPPER:13:2,B,M4:UPPER:P0:O-1:R0,S:1736,A:UPPER:7:7,1,1878,True,255.0,2.957180717266738,2.5855553105171483,8.289304082229897,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:13,UPPER,13,3,BR4:UPPER:13:3,N,M4:UPPER:P0:O-1:R0,S:1736,A:UPPER:7:7,1,1878,True,255.0,3.031239439380568,2.6686763277684156,8.382178411738987,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:13,UPPER,13,4,BR4:UPPER:13:4,B,M4:UPPER:P0:O-1:R0,S:1736,A:UPPER:7:7,1,1878,True,255.0,3.1689450077877805,2.7014672389144962,8.350875932683516,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:14,UPPER,14,1,BR4:UPPER:14:1,N,M4:UPPER:P0:O-1:R0,S:1738,A:UPPER:10:6,6,1853,True,240.0,3.5336639595953505,2.3894715099970996,8.159977942712338,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:14,UPPER,14,2,BR4:UPPER:14:2,B,M4:UPPER:P0:O-1:R0,S:1738,A:UPPER:10:6,6,1853,True,240.0,3.4795655678863646,2.3785855704698964,8.29402632594254,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:14,UPPER,14,3,BR4:UPPER:14:3,N,M4:UPPER:P0:O-1:R0,S:1738,A:UPPER:10:6,6,1853,True,240.0,3.4676800538801547,2.4833522714322394,8.39350489869277,EXACT_GATE3L_SELECTED_CONFORMER
UPPER:BRIDGE4:14,UPPER,14,4,BR4:UPPER:14:4,B,M4:UPPER:P0:O-1:R0,S:1738,A:UPPER:10:6,6,1853,True,240.0,3.3721238526628095,2.5873274506447026,8.360756504219987,EXACT_GATE3L_SELECTED_CONFORMER
