frame,cluster,job,terminated_normally,scf_converged,tddft_finished,has_error_flag,final_single_point_energy_Eh,n_point_charges_file,n_point_charges_orca,point_charge_total,total_runtime_min,out_file,S1_au,S1_eV,S1_cm-1,S2_au,S2_eV,S2_cm-1,S3_au,S3_eV,S3_cm-1,S4_au,S4_eV,S4_cm-1,S5_au,S5_eV,S5_cm-1,S6_au,S6_eV,S6_cm-1,S7_au,S7_eV,S7_cm-1,S8_au,S8_eV,S8_cm-1,S9_au,S9_eV,S9_cm-1,S10_au,S10_eV,S10_cm-1,f1,lambda1_nm,f2,lambda2_nm,f3,lambda3_nm,f4,lambda4_nm,f5,lambda5_nm,f6,lambda6_nm,f7,lambda7_nm,f8,lambda8_nm,f9,lambda9_nm,f10,lambda10_nm,dipole_D
9,PYR2,frame009_PYR2_embedding,True,True,True,False,-615.01450675935,176,176,0.0,9.016666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame009_PYR2_embedding/frame009_PYR2_embedding.out,0.14761,4.017,32396.6,0.150468,4.094,33023.8,0.170776,4.647,37480.9,0.190139,5.174,41730.8,0.202753,5.517,44499.1,0.211228,5.748,46359.2,0.225101,6.125,49404.0,0.227524,6.191,49935.8,0.230585,6.275,50607.6,0.237039,6.45,52024.0,0.008133955,308.7,0.503201742,302.8,0.001067559,266.8,0.00043982,239.6,0.623734665,224.7,0.008508214,215.7,0.032116001,202.4,0.011385468,200.3,1.157815552,197.6,0.003667941,192.2,1.396383505
9,PYR3,frame009_PYR3_embedding,True,True,True,False,-615.014292472645,164,164,0.0,8.7,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame009_PYR3_embedding/frame009_PYR3_embedding.out,0.147067,4.002,32277.5,0.149743,4.075,32864.9,0.172226,4.687,37799.2,0.187125,5.092,41069.2,0.202442,5.509,44430.9,0.210922,5.739,46292.1,0.225165,6.127,49418.1,0.227176,6.182,49859.3,0.230405,6.27,50568.0,0.236443,6.434,51893.1,0.004027262,309.8,0.514855013,304.3,0.001089594,264.6,0.002758056,243.5,0.620642371,225.1,0.003782723,216.0,0.003865351,202.4,0.007574036,200.6,1.181499492,197.8,0.011610343,192.7,1.397275476
9,PYR4,frame009_PYR4_embedding,True,True,True,False,-615.025207354218,168,168,0.0,8.866666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame009_PYR4_embedding/frame009_PYR4_embedding.out,0.147699,4.019,32416.1,0.149922,4.08,32904.0,0.17229,4.688,37813.3,0.187105,5.091,41064.8,0.203056,5.525,44565.6,0.211162,5.746,46344.6,0.224217,6.101,49209.9,0.227767,6.198,49989.1,0.231563,6.301,50822.1,0.237358,6.459,52094.1,0.025502917,308.5,0.510873621,303.9,0.000455381,264.5,0.002398736,243.5,0.602025566,224.4,0.002707921,215.8,0.010518042,203.2,0.02846112,200.0,1.112659338,196.8,0.000430733,192.0,1.544804301
9,PYR5,frame009_PYR5_embedding,True,True,True,False,-615.001913596736,168,168,0.0,8.466666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame009_PYR5_embedding/frame009_PYR5_embedding.out,0.137822,3.75,30248.5,0.141118,3.84,30971.9,0.158339,4.309,34751.3,0.171813,4.675,37708.7,0.194272,5.286,42637.8,0.201501,5.483,44224.4,0.217223,5.911,47674.9,0.218667,5.95,47991.8,0.222292,6.049,48787.4,0.228945,6.23,50247.7,0.62317919,330.6,0.01299225,322.9,0.017404826,287.8,0.016554235,265.2,0.48788316,234.5,0.001199711,226.1,0.033864069,209.8,0.043841652,208.4,0.023181958,205.0,0.586945291,199.0,2.101996777
10,PYR2,frame010_PYR2_embedding,True,True,True,False,-615.010832459363,164,164,0.0,8.866666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame010_PYR2_embedding/frame010_PYR2_embedding.out,0.146916,3.998,32244.3,0.149913,4.079,32902.0,0.170729,4.646,37470.8,0.189092,5.145,41500.9,0.202066,5.498,44348.3,0.210722,5.734,46248.2,0.225298,6.131,49447.1,0.226617,6.167,49736.8,0.230523,6.273,50594.0,0.236292,6.43,51860.0,0.008701298,310.1,0.503064953,303.9,0.000772051,266.9,0.002506172,241.0,0.624941263,225.5,0.002194299,216.2,0.00941689,202.2,0.105801899,201.1,1.12452517,197.7,0.001733618,192.8,0.789775419
10,PYR3,frame010_PYR3_embedding,True,True,True,False,-615.017127260568,160,160,0.0,8.9,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame010_PYR3_embedding/frame010_PYR3_embedding.out,0.146854,3.996,32230.7,0.149399,4.065,32789.4,0.17104,4.654,37538.9,0.18768,5.107,41191.1,0.202244,5.503,44387.5,0.210891,5.739,46285.3,0.225154,6.127,49415.7,0.227209,6.183,49866.7,0.230171,6.263,50516.7,0.236191,6.427,51837.9,0.004807113,310.3,0.507950168,305.0,0.001696472,266.4,0.008643394,242.8,0.611674651,225.3,0.007944272,216.1,0.008236688,202.4,0.004973997,200.5,1.19818542,198.0,0.007235496,192.9,2.585030253
10,PYR4,frame010_PYR4_embedding,True,True,True,False,-615.015452651564,172,172,0.0,8.566666666666666,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame010_PYR4_embedding/frame010_PYR4_embedding.out,0.147729,4.02,32422.7,0.150624,4.099,33058.1,0.174216,4.741,38236.0,0.186589,5.077,40951.5,0.202918,5.522,44535.3,0.211147,5.746,46341.5,0.225268,6.13,49440.6,0.227629,6.194,49958.8,0.23063,6.276,50617.4,0.236775,6.443,51966.0,0.013226282,308.4,0.501788253,302.5,3.9799e-05,261.5,0.000487672,244.2,0.627825553,224.5,6.2545e-05,215.8,0.000918947,202.3,0.056192129,200.2,1.138148361,197.6,0.000276086,192.4,0.652228375
10,PYR5,frame010_PYR5_embedding,True,True,True,False,-614.992078436593,152,152,0.0,8.7,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame010_PYR5_embedding/frame010_PYR5_embedding.out,0.139305,3.791,30573.8,0.141802,3.859,31121.9,0.161622,4.398,35472.0,0.168403,4.582,36960.3,0.196213,5.339,43063.7,0.201493,5.483,44222.5,0.216986,5.904,47622.9,0.21826,5.939,47902.5,0.221322,6.022,48574.6,0.229005,6.232,50260.8,0.663968719,327.1,0.010302342,321.3,0.001023365,281.9,0.003468508,270.6,0.542643813,232.2,0.000801439,226.1,0.008572012,210.0,0.003533895,208.8,0.001625025,205.9,0.583145388,199.0,1.004213697
11,PYR2,frame011_PYR2_embedding,True,True,True,False,-615.008287010425,152,152,0.0,8.533333333333333,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame011_PYR2_embedding/frame011_PYR2_embedding.out,0.147286,4.008,32325.6,0.15059,4.098,33050.8,0.171332,4.662,37603.0,0.189029,5.144,41487.0,0.20254,5.511,44452.3,0.210822,5.737,46270.0,0.225296,6.131,49446.8,0.226956,6.176,49811.1,0.230145,6.263,50511.0,0.236848,6.445,51982.1,0.014138215,309.4,0.495368741,302.6,0.000275659,265.9,0.004974732,241.0,0.62611111,225.0,0.004050075,216.1,0.000697004,202.2,0.001560793,200.8,1.218194107,198.0,0.000551199,192.4,0.490892794
11,PYR3,frame011_PYR3_embedding,True,True,True,False,-615.014499532515,164,164,0.0,8.566666666666666,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame011_PYR3_embedding/frame011_PYR3_embedding.out,0.14621,3.979,32089.4,0.149609,4.071,32835.4,0.168661,4.59,37016.9,0.193044,5.253,42368.2,0.202043,5.498,44343.4,0.210596,5.731,46220.4,0.224212,6.101,49208.9,0.226716,6.169,49758.4,0.229901,6.256,50457.3,0.236835,6.445,51979.3,0.007325384,311.6,0.504426624,304.5,8.2198e-05,270.1,0.000107955,236.0,0.633744359,225.5,0.000525032,216.4,0.003024333,203.2,0.000910077,201.0,1.244724383,198.2,0.001251687,192.4,0.725962842
11,PYR4,frame011_PYR4_embedding,True,True,True,False,-615.015644403865,184,184,0.0,8.633333333333333,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame011_PYR4_embedding/frame011_PYR4_embedding.out,0.147596,4.016,32393.5,0.150292,4.09,32985.2,0.169919,4.624,37293.0,0.190898,5.195,41897.3,0.202915,5.522,44534.7,0.211113,5.745,46334.0,0.224278,6.103,49223.3,0.227287,6.185,49883.7,0.230901,6.283,50676.9,0.236776,6.443,51966.4,0.004866256,308.7,0.518575837,303.2,7.3945e-05,268.1,0.001108166,238.7,0.624246183,224.5,0.002807413,215.8,0.001798398,203.2,0.016006831,200.5,1.157865703,197.3,0.009279578,192.4,1.138836799
11,PYR5,frame011_PYR5_embedding,True,True,True,False,-614.995851374024,188,188,0.0,8.483333333333333,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame011_PYR5_embedding/frame011_PYR5_embedding.out,0.139166,3.787,30543.5,0.141625,3.854,31083.2,0.160409,4.365,35205.7,0.16903,4.6,37097.8,0.195831,5.329,42979.9,0.201553,5.485,44235.8,0.216889,5.902,47601.6,0.218292,5.94,47909.5,0.221803,6.036,48680.1,0.228747,6.225,50204.3,0.659752246,327.4,0.009241939,321.7,0.000391598,284.0,0.000782171,269.6,0.557651726,232.7,5.6191e-05,226.1,0.00045023,210.1,0.000833337,208.7,7.7869e-05,205.4,0.586509763,199.2,0.605486211
12,PYR2,frame012_PYR2_embedding,True,True,True,False,-615.015763438277,164,164,0.0,8.833333333333334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame012_PYR2_embedding/frame012_PYR2_embedding.out,0.146715,3.992,32200.2,0.149917,4.079,32902.9,0.170945,4.652,37518.1,0.188636,5.133,41400.9,0.202141,5.501,44364.9,0.210558,5.73,46212.1,0.224938,6.121,49368.1,0.226973,6.176,49814.7,0.229861,6.255,50448.7,0.236997,6.449,52014.9,0.003766033,310.6,0.505777416,303.9,0.000192318,266.5,0.001916193,241.5,0.63158184,225.4,0.001558019,216.4,0.003152365,202.6,0.01054752,200.7,1.201222977,198.2,0.000389016,192.3,1.517883722
12,PYR3,frame012_PYR3_embedding,True,True,True,False,-615.025188707855,184,184,0.0,8.983333333333333,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame012_PYR3_embedding/frame012_PYR3_embedding.out,0.147436,4.012,32358.6,0.150161,4.086,32956.5,0.169924,4.624,37294.0,0.189771,5.164,41649.9,0.202442,5.509,44430.9,0.210687,5.733,46240.4,0.224265,6.103,49220.5,0.22696,6.176,49812.0,0.230867,6.282,50669.5,0.237427,6.461,52109.2,0.001832472,309.0,0.511610394,303.4,0.000256415,268.1,0.006130813,240.1,0.619118396,225.1,0.001536943,216.3,0.012544221,203.2,0.07628629,200.8,1.106771405,197.4,0.001713254,191.9,1.583738316
12,PYR4,frame012_PYR4_embedding,True,True,True,False,-615.010615173025,132,132,0.0,8.833333333333334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame012_PYR4_embedding/frame012_PYR4_embedding.out,0.148271,4.035,32541.7,0.150832,4.104,33103.8,0.168254,4.578,36927.6,0.191548,5.212,42040.0,0.203521,5.538,44667.7,0.210856,5.738,46277.5,0.224428,6.107,49256.2,0.227314,6.186,49889.8,0.231323,6.295,50769.5,0.23689,6.446,51991.3,0.008868421,307.3,0.513306446,302.1,0.000831826,270.8,0.025892409,237.9,0.587396897,223.9,0.01278239,216.1,0.011149706,203.0,0.014432685,200.4,1.128754819,197.0,0.001622323,192.3,0.974499369
12,PYR5,frame012_PYR5_embedding,True,True,True,False,-614.999096177536,160,160,0.0,9.066666666666666,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame012_PYR5_embedding/frame012_PYR5_embedding.out,0.139542,3.797,30625.9,0.142202,3.87,31209.8,0.161709,4.4,35491.1,0.169203,4.604,37135.8,0.195799,5.328,42973.0,0.202089,5.499,44353.3,0.217413,5.916,47716.7,0.2185,5.946,47955.3,0.221647,6.031,48645.8,0.229025,6.232,50265.2,0.644718639,326.5,0.014434251,320.4,0.002417271,281.8,0.005060237,269.3,0.542149285,232.7,0.011746961,225.5,0.002449768,209.6,0.010748542,208.5,0.001035062,205.6,0.609642749,198.9,1.476673901
13,PYR2,frame013_PYR2_embedding,True,True,True,False,-615.013478437578,156,156,0.0,8.7,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame013_PYR2_embedding/frame013_PYR2_embedding.out,0.147679,4.019,32411.8,0.150796,4.103,33095.8,0.172556,4.695,37871.6,0.187829,5.111,41223.8,0.202735,5.517,44495.2,0.211065,5.743,46323.4,0.225979,6.149,49596.8,0.227676,6.195,49969.1,0.230243,6.265,50532.5,0.237129,6.453,52043.7,0.002870416,308.5,0.505300314,302.2,0.000376851,264.1,0.000149135,242.6,0.630945229,224.7,0.001769595,215.9,0.001436702,201.6,0.005669282,200.1,1.196686751,197.9,3.8579e-05,192.1,0.978905328
13,PYR3,frame013_PYR3_embedding,True,True,True,False,-615.013453375526,152,152,0.0,8.683333333333334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame013_PYR3_embedding/frame013_PYR3_embedding.out,0.147252,4.007,32318.1,0.149727,4.074,32861.2,0.170649,4.644,37453.0,0.188166,5.12,41297.7,0.202158,5.501,44368.5,0.210867,5.738,46280.0,0.224723,6.115,49321.0,0.22721,6.183,49866.8,0.230829,6.281,50661.2,0.236805,6.444,51972.8,0.020813077,309.4,0.499481109,304.3,0.002661332,267.0,0.0054272,242.1,0.604937587,225.4,0.01150046,216.1,0.010632464,202.8,0.003906727,200.5,1.168292922,197.4,0.00315509,192.4,1.398413637
13,PYR4,frame013_PYR4_embedding,True,True,True,False,-615.013969429622,140,140,0.0,8.683333333333334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame013_PYR4_embedding/frame013_PYR4_embedding.out,0.148132,4.031,32511.2,0.150739,4.102,33083.3,0.173221,4.714,38017.6,0.187568,5.104,41166.4,0.202936,5.522,44539.2,0.211199,5.747,46352.8,0.225762,6.143,49549.1,0.227823,6.199,50001.3,0.23081,6.281,50657.0,0.236293,6.43,51860.2,0.001159019,307.6,0.510445336,302.3,0.000466778,263.0,0.003118701,242.9,0.62476105,224.5,0.004329729,215.7,0.004892955,201.8,0.012923554,200.0,1.175105813,197.4,0.00502785,192.8,0.9233503
13,PYR5,frame013_PYR5_embedding,True,True,True,False,-614.997621179929,172,172,0.0,8.716666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame013_PYR5_embedding/frame013_PYR5_embedding.out,0.139029,3.783,30513.4,0.140987,3.836,30943.1,0.161226,4.387,35385.0,0.169023,4.599,37096.3,0.195963,5.332,43008.8,0.201223,5.476,44163.3,0.216763,5.898,47574.0,0.217981,5.932,47841.3,0.221371,6.024,48585.3,0.22861,6.221,50174.0,0.661990456,327.7,0.010824666,323.2,1.1526e-05,282.6,0.000125126,269.6,0.553559156,232.5,0.000558241,226.4,0.000187151,210.2,0.000386071,209.0,0.000145493,205.8,0.63527961,199.3,0.875972956
14,PYR2,frame014_PYR2_embedding,True,True,True,False,-615.021255547319,176,176,0.0,8.783333333333333,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame014_PYR2_embedding/frame014_PYR2_embedding.out,0.147265,4.007,32320.9,0.150396,4.092,33008.0,0.170648,4.644,37452.9,0.189391,5.154,41566.5,0.202442,5.509,44430.8,0.210723,5.734,46248.4,0.225288,6.13,49445.1,0.227413,6.188,49911.3,0.230187,6.264,50520.3,0.237302,6.457,52081.8,0.001843934,309.4,0.504494792,303.0,2.0829e-05,267.0,0.000496746,240.6,0.635864601,225.1,0.000394936,216.2,0.000854189,202.2,0.004406917,200.4,1.19956453,197.9,0.002284658,192.0,1.247467541
14,PYR3,frame014_PYR3_embedding,True,True,True,False,-615.013482371127,180,180,0.0,9.2,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame014_PYR3_embedding/frame014_PYR3_embedding.out,0.147521,4.014,32377.1,0.150519,4.096,33035.2,0.169038,4.6,37099.5,0.189769,5.164,41649.6,0.20247,5.509,44436.9,0.210352,5.724,46167.0,0.224845,6.118,49347.7,0.227354,6.187,49898.4,0.230326,6.267,50550.7,0.237353,6.459,52093.0,0.010112929,308.9,0.500472478,302.7,4.7734e-05,269.5,0.00081021,240.1,0.630294107,225.0,0.002268623,216.6,0.004091367,202.6,0.001838258,200.4,1.14962141,197.8,0.00110131,192.0,1.454746814
14,PYR4,frame014_PYR4_embedding,True,True,True,False,-615.01082816368,144,144,0.0,8.866666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame014_PYR4_embedding/frame014_PYR4_embedding.out,0.1462,3.978,32087.1,0.14954,4.069,32820.3,0.168884,4.596,37065.8,0.19315,5.256,42391.6,0.202856,5.52,44521.8,0.210875,5.738,46281.8,0.224156,6.1,49196.6,0.226781,6.171,49772.6,0.230051,6.26,50490.5,0.236368,6.432,51876.9,0.005349326,311.7,0.50755834,304.7,0.000577584,269.8,0.036599853,235.9,0.596021423,224.6,0.005263054,216.1,0.001204625,203.3,0.003716575,200.9,1.26661043,198.1,0.003071366,192.8,1.906278268
14,PYR5,frame014_PYR5_embedding,True,True,True,False,-615.002673130364,180,180,0.0,9.216666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame014_PYR5_embedding/frame014_PYR5_embedding.out,0.139109,3.785,30530.8,0.141238,3.843,30998.1,0.158767,4.32,34845.4,0.171878,4.677,37722.8,0.195987,5.333,43014.1,0.201916,5.494,44315.5,0.216973,5.904,47620.1,0.218642,5.95,47986.5,0.221205,6.019,48549.0,0.229073,6.233,50275.8,0.634868449,327.5,0.037666572,322.6,4.966e-06,287.0,0.000375711,265.1,0.559365537,232.5,0.000453739,225.7,0.000111385,210.0,5.1706e-05,208.4,0.000247895,206.0,0.684595152,198.9,1.779593472
15,PYR2,frame015_PYR2_embedding,True,True,True,False,-615.017533404528,180,180,0.0,9.233333333333333,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR2_embedding/frame015_PYR2_embedding.out,0.147327,4.009,32334.6,0.150644,4.099,33062.6,0.169011,4.599,37093.7,0.192686,5.243,42289.7,0.202316,5.505,44403.3,0.211125,5.745,46336.6,0.225768,6.143,49550.4,0.227482,6.19,49926.4,0.230565,6.274,50603.1,0.23625,6.429,51850.9,0.00869891,309.3,0.488877754,302.5,0.003875857,269.6,0.003785428,236.5,0.618720872,225.2,0.010270469,215.8,0.011459724,201.8,0.013551309,200.3,1.266512978,197.6,0.004818216,192.9,0.592796154
15,PYR3,frame015_PYR3_embedding,True,True,True,False,-615.018289040466,172,172,0.0,8.733333333333333,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR3_embedding/frame015_PYR3_embedding.out,0.147267,4.007,32321.4,0.150182,4.087,32961.1,0.170017,4.626,37314.4,0.190169,5.175,41737.2,0.203066,5.526,44567.9,0.211018,5.742,46313.2,0.224876,6.119,49354.6,0.227402,6.188,49909.0,0.230741,6.279,50641.9,0.23706,6.451,52028.7,0.013687733,309.4,0.510482168,303.4,0.000797916,268.0,0.010429359,239.6,0.605012478,224.4,0.007496664,215.9,0.012170551,202.6,0.025030244,200.4,1.137904024,197.5,0.000702516,192.2,1.403129057
15,PYR4,frame015_PYR4_embedding,True,True,True,False,-615.010376110066,172,172,0.0,8.933333333333334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR4_embedding/frame015_PYR4_embedding.out,0.147954,4.026,32472.1,0.150488,4.095,33028.3,0.169464,4.611,37193.1,0.190473,5.183,41803.9,0.203313,5.532,44622.0,0.210902,5.739,46287.7,0.224097,6.098,49183.7,0.227459,6.189,49921.5,0.231051,6.287,50709.8,0.236989,6.449,52013.0,0.01826039,308.0,0.498507322,302.8,0.000779122,268.9,0.025207686,239.2,0.600318588,224.1,0.005217477,216.0,0.007425493,203.3,0.020333948,200.3,1.157328472,197.2,0.002648006,192.3,2.121050863
15,PYR5,frame015_PYR5_embedding,True,True,True,False,-614.999340295711,188,188,0.0,8.55,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame015_PYR5_embedding/frame015_PYR5_embedding.out,0.139528,3.797,30622.8,0.14189,3.861,31141.4,0.161337,4.39,35409.4,0.168999,4.599,37091.0,0.196201,5.339,43061.0,0.201629,5.487,44252.5,0.216841,5.901,47591.1,0.218267,5.939,47904.0,0.222344,6.05,48798.8,0.228638,6.222,50180.2,0.617289556,326.6,0.048610659,321.1,0.000125649,282.4,0.000165499,269.6,0.553573054,232.2,0.000379476,226.0,0.000264233,210.1,0.001187636,208.8,0.000151181,204.9,0.599887979,199.3,0.821102185
16,PYR2,frame016_PYR2_embedding,True,True,True,False,-615.015560049023,176,176,0.0,9.166666666666666,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR2_embedding/frame016_PYR2_embedding.out,0.147197,4.005,32306.0,0.150505,4.095,33032.0,0.16897,4.598,37084.7,0.191463,5.21,42021.4,0.201992,5.496,44332.2,0.210208,5.72,46135.4,0.22446,6.108,49263.2,0.227101,6.18,49843.0,0.229949,6.257,50467.9,0.238052,6.478,52246.5,0.007980509,309.5,0.484549816,302.7,0.001211751,269.7,0.002497903,238.0,0.635446811,225.6,0.003195921,216.8,0.004176741,203.0,0.006214962,200.6,1.220027351,198.1,0.007356986,191.4,1.794603305
16,PYR3,frame016_PYR3_embedding,True,True,True,False,-615.015205501102,192,192,0.0,8.983333333333333,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR3_embedding/frame016_PYR3_embedding.out,0.146227,3.979,32093.1,0.149665,4.073,32847.7,0.167825,4.567,36833.2,0.194014,5.279,42581.1,0.201759,5.49,44281.0,0.210615,5.731,46224.6,0.224194,6.101,49204.9,0.226661,6.168,49746.4,0.229845,6.254,50445.1,0.2371,6.452,52037.5,0.004160358,311.6,0.500972655,304.4,0.000782458,271.5,0.000634913,234.8,0.625781784,225.8,0.006019274,216.3,0.005576501,203.2,0.002438099,201.0,1.272886121,198.2,0.000639981,192.2,1.467140872
16,PYR4,frame016_PYR4_embedding,True,True,True,False,-615.010018508853,164,164,0.0,8.983333333333333,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR4_embedding/frame016_PYR4_embedding.out,0.147781,4.021,32434.2,0.150244,4.088,32974.7,0.1712,4.659,37574.1,0.189475,5.156,41585.0,0.202457,5.509,44434.2,0.211068,5.743,46324.2,0.22532,6.131,49451.9,0.227501,6.191,49930.8,0.230903,6.283,50677.3,0.235706,6.414,51731.5,0.00075086,308.3,0.514035631,303.3,0.001890997,266.1,0.000588639,240.5,0.621975688,225.1,0.008120157,215.9,0.009506013,202.2,0.002188791,200.3,1.20617377,197.3,0.002440535,193.3,1.524839004
16,PYR5,frame016_PYR5_embedding,True,True,True,False,-615.003272196361,196,196,0.0,8.683333333333334,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame016_PYR5_embedding/frame016_PYR5_embedding.out,0.139165,3.787,30543.3,0.141399,3.848,31033.5,0.157434,4.284,34552.8,0.172356,4.69,37827.8,0.195957,5.332,43007.7,0.201685,5.488,44264.7,0.21706,5.907,47639.2,0.218074,5.934,47861.7,0.222296,6.049,48788.4,0.228978,6.231,50254.9,0.64087199,327.4,0.027434139,322.2,0.000301962,289.4,0.000749647,264.4,0.556852069,232.5,8.0324e-05,225.9,0.001647905,209.9,0.000770054,208.9,0.000357651,205.0,0.61899069,199.0,1.472436675
17,PYR2,frame017_PYR2_embedding,True,True,True,False,-615.011749701918,184,184,0.0,8.85,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR2_embedding/frame017_PYR2_embedding.out,0.146877,3.997,32235.8,0.150295,4.09,32985.9,0.168392,4.582,36957.8,0.192141,5.228,42170.1,0.202356,5.506,44412.1,0.210591,5.73,46219.5,0.224943,6.121,49369.2,0.226891,6.174,49796.8,0.230112,6.262,50503.6,0.236386,6.432,51880.8,0.003950877,310.2,0.503383394,303.2,0.000251217,270.6,0.003856791,237.1,0.629653431,225.2,0.00237361,216.4,0.001487802,202.6,0.001178915,200.8,1.253450711,198.0,0.001283984,192.7,0.640084277
17,PYR3,frame017_PYR3_embedding,True,True,True,False,-615.014898530342,164,164,0.0,8.616666666666667,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR3_embedding/frame017_PYR3_embedding.out,0.147511,4.014,32375.0,0.150354,4.091,32998.9,0.171648,4.671,37672.3,0.188303,5.124,41327.7,0.202513,5.511,44446.5,0.210884,5.738,46283.8,0.22493,6.121,49366.3,0.227056,6.178,49832.9,0.230658,6.277,50623.7,0.237234,6.455,52066.9,0.015689894,308.9,0.499303464,303.0,0.000600353,265.4,0.001030148,242.0,0.629799045,225.0,0.003500236,216.1,0.003200825,202.6,0.029208241,200.7,1.145208777,197.5,0.003585776,192.1,1.127828353
17,PYR4,frame017_PYR4_embedding,True,True,True,False,-615.012804660352,192,192,0.0,8.566666666666666,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR4_embedding/frame017_PYR4_embedding.out,0.147843,4.023,32447.9,0.150499,4.095,33030.7,0.171341,4.662,37605.0,0.188705,5.135,41416.0,0.203081,5.526,44571.1,0.211173,5.746,46347.1,0.224813,6.117,49340.8,0.227777,6.198,49991.2,0.231003,6.286,50699.3,0.236943,6.448,52003.0,0.004235391,308.2,0.516236756,302.7,9.4402e-05,265.9,0.005502507,241.5,0.618445118,224.4,0.003940246,215.8,0.002276316,202.7,0.003965779,200.0,1.176490082,197.2,0.000628813,192.3,1.135567031
17,PYR5,frame017_PYR5_embedding,True,True,True,False,-614.993282486661,192,192,0.0,8.816666666666666,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame017_PYR5_embedding/frame017_PYR5_embedding.out,0.138043,3.756,30296.9,0.140199,3.815,30770.1,0.158649,4.317,34819.4,0.170413,4.637,37401.3,0.195323,5.315,42868.5,0.200897,5.467,44091.8,0.215825,5.873,47368.0,0.218183,5.937,47885.7,0.220789,6.008,48457.6,0.228474,6.217,50144.3,0.658947702,330.1,0.01916748,325.0,0.000420918,287.2,0.001309858,267.4,0.552730081,233.3,0.000340101,226.8,0.002594387,211.1,0.005590556,208.8,0.000613811,206.4,0.644496007,199.4,1.746649842
18,PYR2,frame018_PYR2_embedding,True,True,True,False,-615.01551794189,164,164,0.0,8.85,runs/phase1A/day016_md_bath_extraction/orca_embedding_pilot_inputs/frame018_PYR2_embedding/frame018_PYR2_embedding.out,0.147417,4.011,32354.2,0.150185,4.087,32961.8,0.172256,4.687,37805.8,0.187277,5.096,41102.6,0.202157,5.501,44368.4,0.210923,5.74,46292.2,0.225677,6.141,49530.4,0.227499,6.191,49930.3,0.230325,6.267,50550.4,0.23714,6.453,52046.1,0.004740677,309.1,0.501314575,303.4,0.00137389,264.5,0.000312976,243.3,0.619728345,225.4,0.006896861,216.0,0.010616003,201.9,0.086362696,200.3,1.09227086,197.8,0.006534992,192.1,1.719812576
