end,cycle_id,cycle_length,node_ids,layer_sequence,element_sequence
LOWER,LOWER_C00148,8,LOWER:L2:7 | LOWER:L3:6 | LOWER:L4:4 | LOWER:L5:3 | LOWER:L4:3 | LOWER:L5:4 | LOWER:L4:5 | LOWER:L3:7,2 | 3 | 4 | 5 | 4 | 5 | 4 | 3,BNBNBNBN
LOWER,LOWER_C00149,10,LOWER:L1:10 | LOWER:L2:10 | LOWER:L3:10 | LOWER:L4:7 | LOWER:L5:6 | LOWER:L4:8 | LOWER:L3:11 | LOWER:L2:11 | LOWER:L1:11 | LOWER:P:6,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00150,10,LOWER:L1:10 | LOWER:L2:10 | LOWER:L3:10 | LOWER:L4:7 | LOWER:L5:6 | LOWER:L4:8 | LOWER:L3:11 | LOWER:L2:11 | LOWER:L1:11 | LOWER:P:8,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00151,10,LOWER:L1:10 | LOWER:L2:10 | LOWER:L3:11 | LOWER:L4:8 | LOWER:L5:6 | LOWER:L4:7 | LOWER:L3:10 | LOWER:L2:11 | LOWER:L1:11 | LOWER:P:6,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00152,10,LOWER:L1:10 | LOWER:L2:10 | LOWER:L3:11 | LOWER:L4:8 | LOWER:L5:6 | LOWER:L4:7 | LOWER:L3:10 | LOWER:L2:11 | LOWER:L1:11 | LOWER:P:8,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00153,10,LOWER:L1:14 | LOWER:L2:14 | LOWER:L3:14 | LOWER:L4:10 | LOWER:L5:10 | LOWER:L4:11 | LOWER:L3:15 | LOWER:L2:15 | LOWER:L1:15 | LOWER:P:14,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00154,10,LOWER:L1:14 | LOWER:L2:14 | LOWER:L3:14 | LOWER:L4:10 | LOWER:L5:10 | LOWER:L4:11 | LOWER:L3:15 | LOWER:L2:15 | LOWER:L1:15 | LOWER:P:16,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00155,10,LOWER:L1:14 | LOWER:L2:14 | LOWER:L3:14 | LOWER:L4:10 | LOWER:L5:9 | LOWER:L4:11 | LOWER:L3:15 | LOWER:L2:15 | LOWER:L1:15 | LOWER:P:14,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00156,10,LOWER:L1:14 | LOWER:L2:14 | LOWER:L3:14 | LOWER:L4:10 | LOWER:L5:9 | LOWER:L4:11 | LOWER:L3:15 | LOWER:L2:15 | LOWER:L1:15 | LOWER:P:16,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00157,10,LOWER:L1:14 | LOWER:L2:14 | LOWER:L3:15 | LOWER:L4:11 | LOWER:L5:10 | LOWER:L4:10 | LOWER:L3:14 | LOWER:L2:15 | LOWER:L1:15 | LOWER:P:14,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00158,10,LOWER:L1:14 | LOWER:L2:14 | LOWER:L3:15 | LOWER:L4:11 | LOWER:L5:10 | LOWER:L4:10 | LOWER:L3:14 | LOWER:L2:15 | LOWER:L1:15 | LOWER:P:16,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00159,10,LOWER:L1:14 | LOWER:L2:14 | LOWER:L3:15 | LOWER:L4:11 | LOWER:L5:9 | LOWER:L4:10 | LOWER:L3:14 | LOWER:L2:15 | LOWER:L1:15 | LOWER:P:14,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00160,10,LOWER:L1:14 | LOWER:L2:14 | LOWER:L3:15 | LOWER:L4:11 | LOWER:L5:9 | LOWER:L4:10 | LOWER:L3:14 | LOWER:L2:15 | LOWER:L1:15 | LOWER:P:16,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00161,10,LOWER:L1:22 | LOWER:L2:22 | LOWER:L3:22 | LOWER:L4:16 | LOWER:L5:15 | LOWER:L4:17 | LOWER:L3:23 | LOWER:L2:23 | LOWER:L1:23 | LOWER:P:30,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00162,10,LOWER:L1:22 | LOWER:L2:22 | LOWER:L3:22 | LOWER:L4:16 | LOWER:L5:15 | LOWER:L4:17 | LOWER:L3:23 | LOWER:L2:23 | LOWER:L1:23 | LOWER:P:32,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00163,10,LOWER:L1:22 | LOWER:L2:22 | LOWER:L3:23 | LOWER:L4:17 | LOWER:L5:15 | LOWER:L4:16 | LOWER:L3:22 | LOWER:L2:23 | LOWER:L1:23 | LOWER:P:30,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00164,10,LOWER:L1:22 | LOWER:L2:22 | LOWER:L3:23 | LOWER:L4:17 | LOWER:L5:15 | LOWER:L4:16 | LOWER:L3:22 | LOWER:L2:23 | LOWER:L1:23 | LOWER:P:32,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00165,10,LOWER:L1:26 | LOWER:L2:26 | LOWER:L3:26 | LOWER:L4:19 | LOWER:L5:18 | LOWER:L4:20 | LOWER:L3:27 | LOWER:L2:27 | LOWER:L1:27 | LOWER:P:38,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00166,10,LOWER:L1:26 | LOWER:L2:26 | LOWER:L3:26 | LOWER:L4:19 | LOWER:L5:18 | LOWER:L4:20 | LOWER:L3:27 | LOWER:L2:27 | LOWER:L1:27 | LOWER:P:40,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00167,10,LOWER:L1:26 | LOWER:L2:26 | LOWER:L3:27 | LOWER:L4:20 | LOWER:L5:18 | LOWER:L4:19 | LOWER:L3:26 | LOWER:L2:27 | LOWER:L1:27 | LOWER:P:38,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00168,10,LOWER:L1:26 | LOWER:L2:26 | LOWER:L3:27 | LOWER:L4:20 | LOWER:L5:18 | LOWER:L4:19 | LOWER:L3:26 | LOWER:L2:27 | LOWER:L1:27 | LOWER:P:40,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00169,10,LOWER:L1:4 | LOWER:L2:4 | LOWER:L3:4 | LOWER:L4:3 | LOWER:L5:3 | LOWER:L4:4 | LOWER:L3:5 | LOWER:L2:5 | LOWER:L1:5 | LOWER:P:54,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00170,10,LOWER:L1:4 | LOWER:L2:4 | LOWER:L3:4 | LOWER:L4:3 | LOWER:L5:3 | LOWER:L4:4 | LOWER:L3:5 | LOWER:L2:5 | LOWER:L1:5 | LOWER:P:56,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00171,10,LOWER:L1:4 | LOWER:L2:4 | LOWER:L3:5 | LOWER:L4:4 | LOWER:L5:3 | LOWER:L4:3 | LOWER:L3:4 | LOWER:L2:5 | LOWER:L1:5 | LOWER:P:54,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00172,10,LOWER:L1:4 | LOWER:L2:4 | LOWER:L3:5 | LOWER:L4:4 | LOWER:L5:3 | LOWER:L4:3 | LOWER:L3:4 | LOWER:L2:5 | LOWER:L1:5 | LOWER:P:56,1 | 2 | 3 | 4 | 5 | 4 | 3 | 2 | 1 | 0,NBNBNBNBNB
LOWER,LOWER_C00173,10,LOWER:L2:0 | LOWER:L3:0 | LOWER:L4:0 | LOWER:L5:1 | LOWER:L4:2 | LOWER:L3:3 | LOWER:L2:2 | LOWER:L3:2 | LOWER:L4:1 | LOWER:L3:1,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00174,10,LOWER:L2:0 | LOWER:L3:0 | LOWER:L4:0 | LOWER:L5:1 | LOWER:L4:2 | LOWER:L3:3 | LOWER:L2:3 | LOWER:L3:2 | LOWER:L4:1 | LOWER:L3:1,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00175,10,LOWER:L2:1 | LOWER:L3:0 | LOWER:L4:0 | LOWER:L5:1 | LOWER:L4:2 | LOWER:L3:3 | LOWER:L2:2 | LOWER:L3:2 | LOWER:L4:1 | LOWER:L3:1,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00176,10,LOWER:L2:1 | LOWER:L3:0 | LOWER:L4:0 | LOWER:L5:1 | LOWER:L4:2 | LOWER:L3:3 | LOWER:L2:3 | LOWER:L3:2 | LOWER:L4:1 | LOWER:L3:1,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00177,10,LOWER:L2:2 | LOWER:L3:2 | LOWER:L4:1 | LOWER:L5:0 | LOWER:L4:21 | LOWER:L5:19 | LOWER:L4:0 | LOWER:L5:1 | LOWER:L4:2 | LOWER:L3:3,2 | 3 | 4 | 5 | 4 | 5 | 4 | 5 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00178,10,LOWER:L2:26 | LOWER:L3:26 | LOWER:L4:19 | LOWER:L5:16 | LOWER:L4:18 | LOWER:L5:17 | LOWER:L6:10 | LOWER:L5:18 | LOWER:L4:20 | LOWER:L3:27,2 | 3 | 4 | 5 | 4 | 5 | 6 | 5 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00179,10,LOWER:L2:27 | LOWER:L3:26 | LOWER:L4:19 | LOWER:L5:16 | LOWER:L4:18 | LOWER:L5:17 | LOWER:L6:10 | LOWER:L5:18 | LOWER:L4:20 | LOWER:L3:27,2 | 3 | 4 | 5 | 4 | 5 | 6 | 5 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00180,10,LOWER:L2:28 | LOWER:L3:28 | LOWER:L4:20 | LOWER:L5:18 | LOWER:L6:10 | LOWER:L5:17 | LOWER:L6:11 | LOWER:L5:19 | LOWER:L4:21 | LOWER:L3:29,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00181,10,LOWER:L2:29 | LOWER:L3:28 | LOWER:L4:20 | LOWER:L5:18 | LOWER:L6:10 | LOWER:L5:17 | LOWER:L6:11 | LOWER:L5:19 | LOWER:L4:21 | LOWER:L3:29,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00182,10,LOWER:L2:3 | LOWER:L3:2 | LOWER:L4:1 | LOWER:L5:0 | LOWER:L4:21 | LOWER:L5:19 | LOWER:L4:0 | LOWER:L5:1 | LOWER:L4:2 | LOWER:L3:3,2 | 3 | 4 | 5 | 4 | 5 | 4 | 5 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00183,10,LOWER:L2:4 | LOWER:L3:4 | LOWER:L4:3 | LOWER:L5:4 | LOWER:L4:5 | LOWER:L3:7 | LOWER:L2:6 | LOWER:L3:6 | LOWER:L4:4 | LOWER:L3:5,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00184,10,LOWER:L2:4 | LOWER:L3:4 | LOWER:L4:3 | LOWER:L5:4 | LOWER:L4:5 | LOWER:L3:7 | LOWER:L2:7 | LOWER:L3:6 | LOWER:L4:4 | LOWER:L3:5,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00185,10,LOWER:L2:4 | LOWER:L3:4 | LOWER:L4:3 | LOWER:L5:4 | LOWER:L6:2 | LOWER:L5:2 | LOWER:L6:1 | LOWER:L5:3 | LOWER:L4:4 | LOWER:L3:5,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00186,10,LOWER:L2:5 | LOWER:L3:4 | LOWER:L4:3 | LOWER:L5:4 | LOWER:L4:5 | LOWER:L3:7 | LOWER:L2:6 | LOWER:L3:6 | LOWER:L4:4 | LOWER:L3:5,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00187,10,LOWER:L2:5 | LOWER:L3:4 | LOWER:L4:3 | LOWER:L5:4 | LOWER:L4:5 | LOWER:L3:7 | LOWER:L2:7 | LOWER:L3:6 | LOWER:L4:4 | LOWER:L3:5,2 | 3 | 4 | 5 | 4 | 3 | 2 | 3 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00188,10,LOWER:L2:5 | LOWER:L3:4 | LOWER:L4:3 | LOWER:L5:4 | LOWER:L6:2 | LOWER:L5:2 | LOWER:L6:1 | LOWER:L5:3 | LOWER:L4:4 | LOWER:L3:5,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00189,10,LOWER:L2:6 | LOWER:L3:6 | LOWER:L4:4 | LOWER:L5:3 | LOWER:L6:1 | LOWER:L5:2 | LOWER:L6:2 | LOWER:L5:4 | LOWER:L4:5 | LOWER:L3:7,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,BNBNBNBNBN
LOWER,LOWER_C00190,10,LOWER:L2:7 | LOWER:L3:6 | LOWER:L4:4 | LOWER:L5:3 | LOWER:L6:1 | LOWER:L5:2 | LOWER:L6:2 | LOWER:L5:4 | LOWER:L4:5 | LOWER:L3:7,2 | 3 | 4 | 5 | 6 | 5 | 6 | 5 | 4 | 3,BNBNBNBNBN
UPPER,UPPER_C00001,4,UPPER:L1:0 | UPPER:P:1641 | UPPER:L1:1 | UPPER:P:1643,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00002,4,UPPER:L1:10 | UPPER:P:1661 | UPPER:L1:11 | UPPER:P:1663,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00003,4,UPPER:L1:12 | UPPER:P:1665 | UPPER:L1:13 | UPPER:P:1667,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00004,4,UPPER:L1:14 | UPPER:P:1669 | UPPER:L1:15 | UPPER:P:1671,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00005,4,UPPER:L1:16 | UPPER:P:1673 | UPPER:L1:17 | UPPER:P:1675,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00006,4,UPPER:L1:18 | UPPER:P:1677 | UPPER:L1:19 | UPPER:P:1679,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00007,4,UPPER:L1:2 | UPPER:P:1645 | UPPER:L1:3 | UPPER:P:1647,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00008,4,UPPER:L1:20 | UPPER:P:1621 | UPPER:L1:21 | UPPER:P:1623,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00009,4,UPPER:L1:22 | UPPER:P:1625 | UPPER:L1:23 | UPPER:P:1627,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00010,4,UPPER:L1:24 | UPPER:P:1629 | UPPER:L1:25 | UPPER:P:1631,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00011,4,UPPER:L1:26 | UPPER:P:1633 | UPPER:L1:27 | UPPER:P:1635,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00012,4,UPPER:L1:28 | UPPER:P:1637 | UPPER:L1:29 | UPPER:P:1639,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00013,4,UPPER:L1:4 | UPPER:P:1649 | UPPER:L1:5 | UPPER:P:1651,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00014,4,UPPER:L1:6 | UPPER:P:1653 | UPPER:L1:7 | UPPER:P:1655,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00015,4,UPPER:L1:8 | UPPER:P:1657 | UPPER:L1:9 | UPPER:P:1659,1 | 0 | 1 | 0,BNBN
UPPER,UPPER_C00016,4,UPPER:L2:0 | UPPER:L3:0 | UPPER:L2:1 | UPPER:L3:1,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00017,4,UPPER:L2:10 | UPPER:L3:10 | UPPER:L2:11 | UPPER:L3:11,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00018,4,UPPER:L2:12 | UPPER:L3:12 | UPPER:L2:13 | UPPER:L3:13,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00019,4,UPPER:L2:12 | UPPER:L3:12 | UPPER:L4:9 | UPPER:L3:13,2 | 3 | 4 | 3,NBNB
UPPER,UPPER_C00020,4,UPPER:L2:13 | UPPER:L3:12 | UPPER:L4:9 | UPPER:L3:13,2 | 3 | 4 | 3,NBNB
UPPER,UPPER_C00021,4,UPPER:L2:14 | UPPER:L3:14 | UPPER:L2:15 | UPPER:L3:15,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00022,4,UPPER:L2:16 | UPPER:L3:16 | UPPER:L2:17 | UPPER:L3:17,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00023,4,UPPER:L2:16 | UPPER:L3:16 | UPPER:L4:12 | UPPER:L3:17,2 | 3 | 4 | 3,NBNB
UPPER,UPPER_C00024,4,UPPER:L2:17 | UPPER:L3:16 | UPPER:L4:12 | UPPER:L3:17,2 | 3 | 4 | 3,NBNB
UPPER,UPPER_C00025,4,UPPER:L2:18 | UPPER:L3:18 | UPPER:L2:19 | UPPER:L3:19,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00026,4,UPPER:L2:2 | UPPER:L3:2 | UPPER:L2:3 | UPPER:L3:3,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00027,4,UPPER:L2:20 | UPPER:L3:20 | UPPER:L2:21 | UPPER:L3:21,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00028,4,UPPER:L2:20 | UPPER:L3:20 | UPPER:L4:15 | UPPER:L3:21,2 | 3 | 4 | 3,NBNB
UPPER,UPPER_C00029,4,UPPER:L2:21 | UPPER:L3:20 | UPPER:L4:15 | UPPER:L3:21,2 | 3 | 4 | 3,NBNB
UPPER,UPPER_C00030,4,UPPER:L2:22 | UPPER:L3:22 | UPPER:L2:23 | UPPER:L3:23,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00031,4,UPPER:L2:24 | UPPER:L3:24 | UPPER:L2:25 | UPPER:L3:25,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00032,4,UPPER:L2:26 | UPPER:L3:26 | UPPER:L2:27 | UPPER:L3:27,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00033,4,UPPER:L2:28 | UPPER:L3:28 | UPPER:L2:29 | UPPER:L3:29,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00034,4,UPPER:L2:4 | UPPER:L3:4 | UPPER:L2:5 | UPPER:L3:5,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00035,4,UPPER:L2:6 | UPPER:L3:6 | UPPER:L2:7 | UPPER:L3:7,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00036,4,UPPER:L2:8 | UPPER:L3:8 | UPPER:L2:9 | UPPER:L3:9,2 | 3 | 2 | 3,NBNB
UPPER,UPPER_C00037,4,UPPER:L2:8 | UPPER:L3:8 | UPPER:L4:6 | UPPER:L3:9,2 | 3 | 4 | 3,NBNB
UPPER,UPPER_C00038,4,UPPER:L2:9 | UPPER:L3:8 | UPPER:L4:6 | UPPER:L3:9,2 | 3 | 4 | 3,NBNB
UPPER,UPPER_C00039,4,UPPER:L4:10 | UPPER:L5:10 | UPPER:L4:11 | UPPER:L5:9,4 | 5 | 4 | 5,NBNB
UPPER,UPPER_C00040,6,UPPER:L1:0 | UPPER:L2:0 | UPPER:L3:0 | UPPER:L2:1 | UPPER:L1:1 | UPPER:P:1641,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00041,6,UPPER:L1:0 | UPPER:L2:0 | UPPER:L3:0 | UPPER:L2:1 | UPPER:L1:1 | UPPER:P:1643,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00042,6,UPPER:L1:0 | UPPER:L2:0 | UPPER:L3:1 | UPPER:L2:1 | UPPER:L1:1 | UPPER:P:1641,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00043,6,UPPER:L1:0 | UPPER:L2:0 | UPPER:L3:1 | UPPER:L2:1 | UPPER:L1:1 | UPPER:P:1643,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00044,6,UPPER:L1:10 | UPPER:L2:10 | UPPER:L3:10 | UPPER:L2:11 | UPPER:L1:11 | UPPER:P:1661,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00045,6,UPPER:L1:10 | UPPER:L2:10 | UPPER:L3:10 | UPPER:L2:11 | UPPER:L1:11 | UPPER:P:1663,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00046,6,UPPER:L1:10 | UPPER:L2:10 | UPPER:L3:11 | UPPER:L2:11 | UPPER:L1:11 | UPPER:P:1661,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00047,6,UPPER:L1:10 | UPPER:L2:10 | UPPER:L3:11 | UPPER:L2:11 | UPPER:L1:11 | UPPER:P:1663,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00048,6,UPPER:L1:12 | UPPER:L2:12 | UPPER:L3:12 | UPPER:L2:13 | UPPER:L1:13 | UPPER:P:1665,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00049,6,UPPER:L1:12 | UPPER:L2:12 | UPPER:L3:12 | UPPER:L2:13 | UPPER:L1:13 | UPPER:P:1667,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00050,6,UPPER:L1:12 | UPPER:L2:12 | UPPER:L3:13 | UPPER:L2:13 | UPPER:L1:13 | UPPER:P:1665,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00051,6,UPPER:L1:12 | UPPER:L2:12 | UPPER:L3:13 | UPPER:L2:13 | UPPER:L1:13 | UPPER:P:1667,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00052,6,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:14 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1669,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00053,6,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:14 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1671,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00054,6,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:15 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1669,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00055,6,UPPER:L1:14 | UPPER:L2:14 | UPPER:L3:15 | UPPER:L2:15 | UPPER:L1:15 | UPPER:P:1671,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00056,6,UPPER:L1:16 | UPPER:L2:16 | UPPER:L3:16 | UPPER:L2:17 | UPPER:L1:17 | UPPER:P:1673,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00057,6,UPPER:L1:16 | UPPER:L2:16 | UPPER:L3:16 | UPPER:L2:17 | UPPER:L1:17 | UPPER:P:1675,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00058,6,UPPER:L1:16 | UPPER:L2:16 | UPPER:L3:17 | UPPER:L2:17 | UPPER:L1:17 | UPPER:P:1673,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00059,6,UPPER:L1:16 | UPPER:L2:16 | UPPER:L3:17 | UPPER:L2:17 | UPPER:L1:17 | UPPER:P:1675,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00060,6,UPPER:L1:18 | UPPER:L2:18 | UPPER:L3:18 | UPPER:L2:19 | UPPER:L1:19 | UPPER:P:1677,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00061,6,UPPER:L1:18 | UPPER:L2:18 | UPPER:L3:18 | UPPER:L2:19 | UPPER:L1:19 | UPPER:P:1679,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00062,6,UPPER:L1:18 | UPPER:L2:18 | UPPER:L3:19 | UPPER:L2:19 | UPPER:L1:19 | UPPER:P:1677,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00063,6,UPPER:L1:18 | UPPER:L2:18 | UPPER:L3:19 | UPPER:L2:19 | UPPER:L1:19 | UPPER:P:1679,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00064,6,UPPER:L1:2 | UPPER:L2:2 | UPPER:L3:2 | UPPER:L2:3 | UPPER:L1:3 | UPPER:P:1645,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00065,6,UPPER:L1:2 | UPPER:L2:2 | UPPER:L3:2 | UPPER:L2:3 | UPPER:L1:3 | UPPER:P:1647,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00066,6,UPPER:L1:2 | UPPER:L2:2 | UPPER:L3:3 | UPPER:L2:3 | UPPER:L1:3 | UPPER:P:1645,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00067,6,UPPER:L1:2 | UPPER:L2:2 | UPPER:L3:3 | UPPER:L2:3 | UPPER:L1:3 | UPPER:P:1647,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00068,6,UPPER:L1:20 | UPPER:L2:20 | UPPER:L3:20 | UPPER:L2:21 | UPPER:L1:21 | UPPER:P:1621,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00069,6,UPPER:L1:20 | UPPER:L2:20 | UPPER:L3:20 | UPPER:L2:21 | UPPER:L1:21 | UPPER:P:1623,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
UPPER,UPPER_C00070,6,UPPER:L1:20 | UPPER:L2:20 | UPPER:L3:21 | UPPER:L2:21 | UPPER:L1:21 | UPPER:P:1621,1 | 2 | 3 | 2 | 1 | 0,BNBNBN
