temperature_K,frame,site_i,site_j,lower_energy_character,higher_energy_character,gap_eV,gap_meV,site_projector_overlap_weight,bose_population,downward_rate_at_kappa1_ps_inv,upward_rate_at_kappa1_ps_inv
200.0,0,PYR2_bright,PYR4_bright,PYR2_bright,PYR4_bright,0.022274481307894167,22.274481307894167,0.0004621195552705968,0.3785584679935179,0.0006370588261436798,0.00017493927087308293
200.0,0,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.011128349479698985,11.128349479698985,0.022011423483139635,1.1021549741294914,0.046271423362752674,0.024259999879613043
250.0,0,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.28886930859248866,288.86930859248866,3.113066428330607e-07,1.5019369192369138e-06,3.113071103960008e-07,4.675629400746734e-13
250.0,0,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.30001544042068384,300.01544042068383,3.1392610343978493e-06,8.952726169087058e-07,3.1392638448922906e-06,2.8104944414248935e-12
250.0,0,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.31114378990038283,311.14378990038284,4.258324935681521e-05,5.340937459750064e-07,4.258327210026237e-05,2.2743447164769214e-11
250.0,0,PYR2_bright,PYR3_bright,PYR2_bright,PYR3_bright,0.011146131828195183,11.146131828195182,0.02391405606113543,1.4757320615633587,0.05920479531257655,0.03529073925144112
250.0,0,PYR2_bright,PYR4_bright,PYR2_bright,PYR4_bright,0.022274481307894167,22.274481307894167,0.0004621195552705968,0.551839970467602,0.0007171355970036243,0.0002550160417330275
250.0,0,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.011128349479698985,11.128349479698985,0.022011423483139635,1.4787526821649335,0.05456087499710057,0.032549451513960936
300.0,0,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.28886930859248866,288.86930859248866,3.113066428330607e-07,1.403509303468571e-05,3.113110120507552e-07,4.3692176944776826e-12
300.0,0,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.30001544042068384,300.01544042068383,3.1392610343978493e-06,9.119402564264715e-06,3.139289662582976e-06,2.8628185126984048e-11
300.0,0,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.31114378990038283,311.14378990038284,4.258324935681521e-05,5.929484784839349e-06,4.258350185354436e-05,2.524967291502558e-10
300.0,0,PYR2_bright,PYR3_bright,PYR2_bright,PYR3_bright,0.011146131828195183,11.146131828195182,0.02391405606113543,1.8551881186992378,0.06827912873566137,0.04436507267452594
300.0,0,PYR2_bright,PYR4_bright,PYR2_bright,PYR4_bright,0.022274481307894167,22.274481307894167,0.0004621195552705968,0.7315389324203194,0.000800178001383802,0.00033805844611320516
300.0,0,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.011128349479698985,11.128349479698985,0.022011423483139635,1.85883752128127,0.06292708335041125,0.040915659867271616
150.0,1,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3088746771870472,308.8746771870472,2.179151935306961e-06,4.190516928476464e-11,2.1791519353982788e-06,9.131773074626068e-17
150.0,1,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.32707634064354696,327.076340643547,1.7512877623343134e-07,1.024987627810465e-11,1.7512877623522638e-07,1.795048289128545e-18
150.0,1,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3330768051892744,333.0768051892744,3.960486015461298e-05,6.4433524494605714e-12,3.9604860154868165e-05,2.5518807268776893e-16
150.0,1,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.01820166345649976,18.201663456499762,0.008470351201202486,0.3237966009784746,0.011213022129245792,0.0027426709280433045
150.0,1,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.024202128002227208,24.20212800222721,0.004575707086542373,0.18169831736640998,0.00540710536492868,0.0008313982783863073
150.0,1,PYR2_bright,PYR4_bright,PYR2_bright,PYR4_bright,0.006000464545727446,6.000464545727446,0.0019358330057122556,1.6927130210089292,0.005212642740980243,0.003276809735267988
200.0,1,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3088746771870472,308.8746771870472,2.179151935306961e-06,1.647026954531195e-08,2.179151971198181e-06,3.589121975469384e-14
200.0,1,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.32707634064354696,327.076340643547,1.7512877623343134e-07,5.728474311637972e-09,1.7512877723665205e-07,1.003220695881806e-15
200.0,1,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3330768051892744,333.0768051892744,3.960486015461298e-05,4.0442120381293265e-09,3.960486031478343e-05,1.601704522057143e-13
200.0,1,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.01820166345649976,18.201663456499762,0.008470351201202486,0.5332883639440043,0.012987490935322891,0.004517139734120405
200.0,1,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.024202128002227208,24.20212800222721,0.004575707086542373,0.325462207333334,0.006064926815039232,0.0014892197284968594
200.0,1,PYR2_bright,PYR4_bright,PYR2_bright,PYR4_bright,0.006000464545727446,6.000464545727446,0.0019358330057122556,2.401177135477616,0.006584110957131433,0.004648277951419177
250.0,1,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3088746771870472,308.8746771870472,2.179151935306961e-06,5.934181391428616e-07,2.179153228455247e-06,1.2931482863594224e-12
250.0,1,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.32707634064354696,327.076340643547,1.7512877623343134e-07,2.549360688590895e-07,1.751288208800731e-07,4.464664175705413e-14
250.0,1,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3330768051892744,333.0768051892744,3.960486015461298e-05,1.9295996712337248e-07,3.960486779676549e-05,7.642152513359885e-12
250.0,1,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.01820166345649976,18.201663456499762,0.008470351201202486,0.7531749611701657,0.014850007638265834,0.006379656437063349
250.0,1,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.024202128002227208,24.20212800222721,0.004575707086542373,0.48184828057379847,0.006780503678602161,0.0022047965920597872
250.0,1,PYR2_bright,PYR4_bright,PYR2_bright,PYR4_bright,0.006000464545727446,6.000464545727446,0.0019358330057122556,3.113458428519141,0.007962968593552621,0.006027135587840365
300.0,1,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3088746771870472,308.8746771870472,2.179151935306961e-06,6.473462120675202e-06,2.179166041964469e-06,1.410665750840567e-11
300.0,1,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.32707634064354696,327.076340643547,1.7512877623343134e-07,3.201553046436979e-06,1.7512933691749842e-07,5.606840670689221e-13
300.0,1,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3330768051892744,333.0768051892744,3.960486015461298e-05,2.5383823905876274e-06,3.9604960686892575e-05,1.0053227959815517e-10
300.0,1,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.01820166345649976,18.201663456499762,0.008470351201202486,0.978503283229151,0.016758617661683104,0.008288266460480616
300.0,1,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.024202128002227208,24.20212800222721,0.004575707086542373,0.6450692226897747,0.0075273549001143554,0.0029516478135719823
300.0,1,PYR2_bright,PYR4_bright,PYR2_bright,PYR4_bright,0.006000464545727446,6.000464545727446,0.0019358330057122556,3.8276580770940045,0.009345539845931936,0.00740970684021968
150.0,2,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3066214520129363,306.6214520129363,4.173730963908644e-06,4.988530516468976e-11,4.173730964116851e-06,2.0820784280989743e-16
150.0,2,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3142091064451485,314.2091064451485,3.810656625698305e-05,2.7735670209303892e-11,3.810656625803996e-05,1.0569111545126698e-15
150.0,2,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.31519608678181527,315.19608678181527,2.55165479560195e-07,2.5696713643874547e-11,2.5516547956675195e-07,6.556914260060255e-18
150.0,2,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.00758765443221221,7.58765443221221,0.054173256812047293,1.2521953642375159,0.12200875785774136,0.06783550104569405
150.0,2,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.008574634768878986,8.574634768878987,0.03907027689951327,1.0623484886684469,0.08057652651556893,0.04150624961605565
150.0,2,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.0009869803366667762,0.9869803366667762,0.00919982298552581,12.602874470342991,0.12514403722148368,0.11594421423595787
200.0,2,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3066214520129363,306.6214520129363,4.173730963908644e-06,1.8770657401062235e-08,4.173731042252318e-06,7.83436740077344e-14
200.0,2,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3142091064451485,314.2091064451485,3.810656625698305e-05,1.2085900201459262e-08,3.8106566717535215e-05,4.605521568021922e-13
200.0,2,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.31519608678181527,315.19608678181527,2.55165479560195e-07,1.1413220127867194e-08,2.551654824724548e-07,2.912259787253303e-15
200.0,2,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.00758765443221221,7.58765443221221,0.054173256812047293,1.8079789687854884,0.152117365798844,0.0979441089867967
200.0,2,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.008574634768878986,8.574634768878987,0.03907027689951327,1.5512494253511298,0.09967802148819276,0.06060774458867948
200.0,2,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.0009869803366667762,0.9869803366667762,0.00919982298552581,16.96678809714108,0.16529127011215003,0.15609144712662423
250.0,2,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3066214520129363,306.6214520129363,4.173730963908644e-06,6.588459279506902e-07,4.173733713754294e-06,2.749845649932919e-12
250.0,2,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3142091064451485,314.2091064451485,3.810656625698305e-05,4.6325850360803345e-07,3.810658391017391e-05,1.7653190861850348e-11
250.0,2,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.31519608678181527,315.19608678181527,2.55165479560195e-07,4.4251372276027106e-07,2.551655924744213e-07,1.1291422628009175e-13
250.0,2,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.00758765443221221,7.58765443221221,0.054173256812047293,2.3685510987271425,0.18248538375584958,0.12831212694380228
250.0,2,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.008574634768878986,8.574634768878987,0.03907027689951327,2.045529993646238,0.11898970015753141,0.07991942325801814
250.0,2,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.0009869803366667762,0.9869803366667762,0.00919982298552581,21.331337795561527,0.2054443547491482,0.19624453176362242
300.0,2,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3066214520129363,306.6214520129363,4.173730963908644e-06,7.063002891461888e-06,4.17376044298251e-06,2.9479073866270764e-11
300.0,2,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3142091064451485,314.2091064451485,3.810656625698305e-05,5.266494312994436e-06,3.810676694499754e-05,2.0068801448014692e-10
300.0,2,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.31519608678181527,315.19608678181527,2.55165479560195e-07,5.069218299538562e-06,2.5516677304971344e-07,1.2934895183970735e-12
300.0,2,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.00758765443221221,7.58765443221221,0.054173256812047293,2.9315370788553126,0.21298416783891508,0.15881091102686778
300.0,2,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.008574634768878986,8.574634768878987,0.03907027689951327,2.5425284777388906,0.13840756854966968,0.09933729165015642
300.0,2,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.0009869803366667762,0.9869803366667762,0.00919982298552581,25.696205573830984,0.24560036566445254,0.2364005426789267
150.0,3,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.32090422001686114,320.90422001686113,1.9585212266851502e-06,1.65231463364649e-11,1.958521226717511e-06,3.236093283159148e-17
150.0,3,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.34706173995728784,347.06173995728784,3.1499310573949484e-05,2.183930230702148e-12,3.1499310574018276e-05,6.87922966087241e-17
150.0,3,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.3540572056040981,354.0572056040981,8.880262777410065e-08,1.271163631108542e-12,8.880262777421353e-08,1.1288267077330603e-19
150.0,3,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.0261575199404267,26.1575199404267,0.0044214661481377015,0.15230471558766298,0.005094876292310294,0.0006734101441725924
150.0,3,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.03315298558723695,33.15298558723695,0.002658354144075554,0.08334415634257997,0.0028799124274733324,0.00022155828339777832
150.0,3,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.0069954656468102505,6.995465646810251,0.0016920666103617224,1.3926491522337527,0.004048521740805015,0.0023564551304432924
200.0,3,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.32090422001686114,320.90422001686113,1.9585212266851502e-06,8.195388866957033e-09,1.958521242735993e-06,1.6050843056874512e-14
200.0,3,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.34706173995728784,347.06173995728784,3.1499310573949484e-05,1.7965076495417081e-09,3.149931063053824e-05,5.658875240139026e-14
200.0,3,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.3540572056040981,354.0572056040981,8.880262777410065e-08,1.197156959824689e-09,8.880262788041134e-08,1.0631068389048581e-16
200.0,3,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.0261575199404267,26.1575199404267,0.0044214661481377015,0.2807534009813118,0.005662807806551102,0.0012413416584134002
200.0,3,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.03315298558723695,33.15298558723695,0.002658354144075554,0.1710656327944433,0.0031131071779235695,0.00045475303384801533
200.0,3,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.0069954656468102505,6.995465646810251,0.0016920666103617224,1.9974231823118869,0.005071839683914121,0.003379773073552399
250.0,3,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.32090422001686114,320.90422001686113,1.9585212266851502e-06,3.395125222095921e-07,1.958521891627632e-06,6.649424814728996e-13
250.0,3,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.34706173995728784,347.06173995728784,3.1499310573949484e-05,1.00819212254739e-07,3.1499313749685166e-05,3.1757356786329577e-12
250.0,3,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.3540572056040981,354.0572056040981,8.880262777410065e-08,7.286532511219962e-08,8.880263424473299e-08,6.470632343577492e-15
250.0,3,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.0261575199404267,26.1575199404267,0.0044214661481377015,0.4223798585020796,0.006289004394159838,0.0018675382460221373
250.0,3,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.03315298558723695,33.15298558723695,0.002658354144075554,0.27326501326123415,0.003384789324509417,0.000726435180433863
250.0,3,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.0069954656468102505,6.995465646810251,0.0016920666103617224,2.60662612275987,0.0061026516383803344,0.0044105850280186125
300.0,3,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.32090422001686114,320.90422001686113,1.9585212266851502e-06,4.06488384407305e-06,1.9585291878464426e-06,7.961161292626598e-12
300.0,3,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.34706173995728784,347.06173995728784,3.1499310573949484e-05,1.4778148346769069e-06,3.149935712409793e-05,4.6550148448277704e-11
300.0,3,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.3540572056040981,354.0572056040981,8.880262777410065e-08,1.1274601977370819e-06,8.880272789552891e-08,1.0012142826975999e-13
300.0,3,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.0261575199404267,26.1575199404267,0.0044214661481377015,0.5712336379335687,0.006947156340938524,0.0025256901928008228
300.0,3,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.03315298558723695,33.15298558723695,0.002658354144075554,0.38382777443021615,0.003678704298843416,0.001020350154767862
300.0,3,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.0069954656468102505,6.995465646810251,0.0016920666103617224,3.218058918135958,0.007137236655916344,0.005445170045554622
150.0,4,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3258106670413195,325.8106670413195,4.09115880466995e-05,1.1304292453957069e-11,4.091158804716197e-05,4.624765560357053e-16
150.0,4,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3339637499982237,333.9637499982237,1.2638110988641344e-06,6.0160557724995826e-12,1.2638110988717376e-06,7.603158056670617e-18
150.0,4,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.3402531280030293,340.2531280030293,9.312650030059156e-08,3.698265220696236e-12,9.312650030093597e-08,3.444064971868353e-19
150.0,4,PYR3_bright,PYR4_bright,PYR4_bright,PYR3_bright,0.0081530829569042,8.1530829569042,0.04670607510630298,1.1376298253938015,0.09984029917431624,0.05313422406801324
150.0,4,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.014442460961709813,14.442460961709813,0.0018576642373908223,0.48622823812221977,0.0027609130465600187,0.0009032488091691965
150.0,4,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.0062893780048056125,6.289378004805613,0.07100531796700789,1.5955994029922438,0.18430136092444013,0.11329604295743223
200.0,4,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3258106670413195,325.8106670413195,4.09115880466995e-05,6.164992337638121e-09,4.091158829891912e-05,2.5221962682850975e-13
200.0,4,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3339637499982237,333.9637499982237,1.2638110988641344e-06,3.841350113301767e-09,1.2638111037188754e-06,4.854740907813773e-15
200.0,4,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.3402531280030293,340.2531280030293,9.312650030059156e-08,2.666849706214576e-09,9.312650054894593e-08,2.483543799674242e-16
200.0,4,PYR3_bright,PYR4_bright,PYR4_bright,PYR3_bright,0.0081530829569042,8.1530829569042,0.04670607510630298,1.653159034877149,0.12391864515193844,0.07721257004563546
200.0,4,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.014442460961709813,14.442460961709813,0.0018576642373908223,0.7623616311981037,0.003273876175626471,0.0014162119382356486
200.0,4,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.0062893780048056125,6.289378004805613,0.07100531796700789,2.2706247697885047,0.23223175172960475,0.16122643376259688
250.0,4,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3258106670413195,325.8106670413195,4.09115880466995e-05,2.703623098507959e-07,4.091159910765094e-05,1.1060951443969887e-11
250.0,4,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3339637499982237,333.9637499982237,1.2638110988641344e-06,1.8517706342447495e-07,1.2638113328929626e-06,2.340288280109192e-13
250.0,4,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.3402531280030293,340.2531280030293,9.312650030059156e-08,1.3829258417484698e-07,9.312651317929594e-08,1.287870438172847e-14
250.0,4,PYR3_bright,PYR4_bright,PYR4_bright,PYR3_bright,0.0081530829569042,8.1530829569042,0.04670607510630298,2.1738167259930172,0.1482365223778705,0.10153044727156751
250.0,4,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.014442460961709813,14.442460961709813,0.0018576642373908223,1.0471182616315065,0.003802858384342518,0.001945194146951696
250.0,4,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.0062893780048056125,6.289378004805613,0.07100531796700789,2.9496458528876435,0.2804458596413612,0.2094405416743533
300.0,4,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.3258106670413195,325.8106670413195,4.09115880466995e-05,3.3621969705049638e-06,4.0911725599516894e-05,1.3755281738916014e-10
300.0,4,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.3339637499982237,333.9637499982237,1.2638110988641344e-06,2.4527709400824875e-06,1.2638141987032715e-06,3.0998391370476644e-12
300.0,4,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.3402531280030293,340.2531280030293,9.312650030059156e-08,1.923091117159617e-06,9.312667939133707e-08,1.7909074550023004e-13
300.0,4,PYR3_bright,PYR4_bright,PYR4_bright,PYR3_bright,0.0081530829569042,8.1530829569042,0.04670607510630298,2.697062877826426,0.1726752964444857,0.12596922133818272
300.0,4,PYR2_bright,PYR4_bright,PYR4_bright,PYR2_bright,0.014442460961709813,14.442460961709813,0.0018576642373908223,1.3363141971108727,0.00434008733128132,0.0024824230938904983
300.0,4,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.0062893780048056125,6.289378004805613,0.07100531796700789,3.6306760250931043,0.328802623563936,0.2577973055969282
150.0,5,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.25488928966921276,254.88928966921276,2.997382644980502e-06,2.729586047205716e-09,2.997382653162116e-06,8.181613845875342e-15
150.0,5,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.27108533039939453,271.08533039939454,1.573923027742409e-07,7.797111958065886e-10,1.5739230289696143e-07,1.2272054060685603e-16
150.0,5,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.292054150565935,292.054150565935,4.6541971780863746e-05,1.5396160163744608e-10,4.654197178802942e-05,7.165676518746601e-15
150.0,5,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.01619604073018177,16.19604073018177,0.009859742374357272,0.39987756002668445,0.013802432097506966,0.003942689723149695
150.0,5,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.03716486089672222,37.16486089672222,0.002055848392616449,0.05977641745193485,0.0021787396443513794,0.00012289125173493013
150.0,5,PYR2_bright,PYR4_bright,PYR2_bright,PYR4_bright,0.020968820166540447,20.968820166540446,0.00014502069168595536,0.24604347041074526,0.00018070208594973453,3.568139426377917e-05
200.0,5,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.25488928966921276,254.88928966921276,2.997382644980502e-06,3.7763544906517246e-07,2.9973837768984435e-06,1.1319179411573663e-12
200.0,5,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.27108533039939453,271.08533039939454,1.573923027742409e-07,1.4755379762881418e-07,1.5739232599807287e-07,2.322383199188339e-14
200.0,5,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.292054150565935,292.054150565935,4.6541971780863746e-05,4.370783895222019e-08,4.654197381511275e-05,2.0342490071167695e-12
200.0,5,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.01619604073018177,16.19604073018177,0.009859742374357272,0.6413108234803029,0.01618290187575997,0.006323159501402699
200.0,5,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.03716486089672222,37.16486089672222,0.002055848392616449,0.13089021133372353,0.0023249388231961123,0.00026909043057966284
200.0,5,PYR2_bright,PYR4_bright,PYR2_bright,PYR4_bright,0.020968820166540447,20.968820166540446,0.00014502069168595536,0.42089115415262796,0.0002060586179856695,6.103792629971417e-05
250.0,5,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.25488928966921276,254.88928966921276,2.997382644980502e-06,7.272123256819832e-06,2.9974044423165444e-06,2.179733604215085e-11
250.0,5,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.27108533039939453,271.08533039939454,1.573923027742409e-07,3.4289547272373046e-06,1.5739284246532151e-07,5.396910806284984e-13
250.0,5,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.292054150565935,292.054150565935,4.6541971780863746e-05,1.2955316126708114e-06,4.6542032077459506e-05,6.02965957581418e-11
250.0,5,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.01619604073018177,16.19604073018177,0.009859742374357272,0.8922272433863851,0.018656873133529994,0.008797130759172721
250.0,5,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.03716486089672222,37.16486089672222,0.002055848392616449,0.21676920744697276,0.0025014930193150496,0.0004456446266986006
250.0,5,PYR2_bright,PYR4_bright,PYR2_bright,PYR4_bright,0.020968820166540447,20.968820166540446,0.00014502069168595536,0.607256969395548,0.00023308551741881473,8.806482573285938e-05
300.0,5,PYR3_bright,PYR5_bright,PYR5_bright,PYR3_bright,0.25488928966921276,254.88928966921276,2.997382644980502e-06,5.2248170101525264e-05,2.9975392527387963e-06,1.56607758294301e-10
300.0,5,PYR2_bright,PYR5_bright,PYR5_bright,PYR2_bright,0.27108533039939453,271.08533039939454,1.573923027742409e-07,2.7924088906463804e-05,1.5739669781089675e-07,4.395036655860972e-12
300.0,5,PYR4_bright,PYR5_bright,PYR5_bright,PYR4_bright,0.292054150565935,292.054150565935,4.6541971780863746e-05,1.2408280397979944e-05,4.654254928669988e-05,5.775058361318274e-10
300.0,5,PYR2_bright,PYR3_bright,PYR3_bright,PYR2_bright,0.01619604073018177,16.19604073018177,0.009859742374357272,1.1480617773418982,0.021179335728795108,0.011319593354437838
300.0,5,PYR3_bright,PYR4_bright,PYR3_bright,PYR4_bright,0.03716486089672222,37.16486089672222,0.002055848392616449,0.31146995637441655,0.002696183401777109,0.0006403350091606598
