axial_coordinate_nm,raw_density_nm^-3,smoothed_density_nm^-3
-1.077415,32.24659825308423,32.69178725111732
-1.0273050000000001,33.300707036295684,32.82515703715999
-0.9771935,34.58900648363591,32.91556986398555
-0.927081,33.22261691098649,32.95369873595104
-0.8769685,32.91030123278678,32.94944402432026
-0.826856,31.1535307106709,32.9165390121117
-0.7767435,31.4658267989381,32.86147570639469
-0.726631,35.447871086354596,32.7838619634597
-0.6765185,35.8772567797524,32.68719739147886
-0.626406,30.021386266014616,32.58757497407698
-0.5762935,31.387750691365564,32.50965532639136
-0.526181,29.78713241245939,32.47247351967657
-0.4760685,34.54995893631356,32.47720947981208
-0.425956,33.41781938983151,32.506836082749935
-0.3758435,33.14451886686737,32.537965298238824
-0.325731,30.763119650698634,32.55441965191869
-0.2756185,33.886265215046684,32.5532329640488
-0.22550599999999998,32.28566051479266,32.54163943392587
-0.17539349999999998,32.48086090732411,32.53041544604091
-0.125281,32.28565951673549,32.52932508410751
-0.0751686,31.426776984396646,32.54681482177592
-0.0250561,34.1595483380732,32.59173312938024
0.02505635,33.45683592319424,32.672643062457176
0.07516885,29.94328349554834,32.79224527086227
0.1252815,32.44181486190913,32.9394954762348
0.175394,33.378756250507294,33.08537259608282
0.2255065,35.01840093587045,33.19020546910106
0.275619,34.08148301175151,33.22033979508128
0.3257315,33.53491376991505,33.16622218891242
0.37584399999999996,34.35475899112711,33.049682639099096
0.42595649999999996,31.93431511847939,32.91533333601852
0.476069,30.60695472877414,32.80935736068152
0.5261815000000001,32.05141886653153,32.75923978414463
0.5762940000000001,33.45688759689571,32.7652261251104
0.6264065000000001,32.98837065346577,32.807576532603846
0.676519,33.73012738861024,32.862993578722765
0.7266315,33.5349319181938,32.917448739290435
0.776744,31.81719623333674,32.96828463548068
0.826856,31.504860604884936,33.016679027136554
0.8769685,34.237633630615626,33.057897860352504
0.927081,34.27668893347468,33.07843725412078
0.9771935,32.44183632756854,33.061820063525175
1.0273050000000001,33.22260072225201,32.999526339184285
1.07742,33.65206094457483,32.90032775333412
1.127535,33.76916775344213,32.79290185456833
1.177645,31.973344254804434,32.7186581490403
1.2277550000000002,30.06041913466641,32.71615682649788
1.27787,32.441820999201205,32.80271599926423
1.327985,32.98836749838271,32.9631726878626
1.378095,32.75411422960926,33.15248383115702
1.428205,34.27665676395236,33.314034858758696
1.47832,35.525956614445334,33.4054603638179
1.528435,34.43284239152665,33.41949372183218
1.578545,32.754116280432456,33.389097958173906
1.628655,33.14454635099713,33.37148345979431
1.6787649999999998,30.91926326501496,33.41916234830861
1.72888,32.1294987015579,33.551825766318224
1.778995,33.534933406293156,33.74515471128894
1.829105,35.99441120550173,33.9432219017972
1.8792149999999999,34.549973570151636,34.086844346017735
1.92933,37.55599889281006,34.14014745414743
1.9794450000000001,33.30068391233594,34.09855793330221
2.029555,30.997370892828524,33.975870324624985
2.07967,34.276673373711596,33.782141554596194
2.129785,34.12053515771146,33.51206023750679
2.179895,36.775218712395734,33.151540049755766
2.2300050000000002,32.44181943969265,32.69577753725628
2.28012,31.973346649746578,32.162762729499036
2.330235,31.1144572876895,31.59092230653569
2.380345,30.450803191138835,31.022906088103042
2.4304550000000003,29.670037495218168,30.487458476942056
2.48057,29.279618988468815,29.989814141376407
2.530685,31.73912201586687,29.51474256136402
2.580795,27.366712547520684,29.037522535518644
2.6309050000000003,29.865193503730843,28.5364571874512
2.68102,27.991315654515034,28.000718765820633
2.731135,27.678998840160112,27.433001178970912
2.781245,27.21049273962271,26.84628289271711
2.831355,25.45375663627994,26.256933581610717
2.88147,25.492775417141967,25.67735157231888
2.931585,24.790062811459286,25.110552448065413
2.981695,24.555811727878208,24.55019285730548
3.031805,24.94620347284036,23.98540992966076
3.08192,23.54082010672324,23.40792460667255
3.132035,22.096354980979118,22.81714644138538
3.1821450000000002,22.838113018813797,22.220623543027266
3.232255,22.135379528791027,21.62980451295911
3.2823700000000002,19.090311259885063,21.053440331534876
3.332485,20.847094772093044,20.493539674915226
3.3825950000000002,20.49572445159736,19.945575808627467
3.432705,19.83205091426871,19.40375847899267
3.482815,18.387599336404392,18.86750373843917
3.5329300000000003,18.817023160973996,18.34484902121084
3.5830450000000003,17.255443023068732,17.850769208332686
3.633155,16.513700762156624,17.401506420341224
3.6832700000000003,16.982165564813286,17.008938986592124
3.733385,16.47465570973236,16.67799957667922
3.783495,16.39658341577104,16.407576852858757
3.833605,15.498666476786006,16.193262252857686
3.8837200000000003,16.279445935616383,16.029629960228924
3.933835,15.38154718949581,15.910831883199641
3.9839450000000003,15.732916441617778,15.830165509407319
