bridge_path_id,end,bridge_index,seed_node,annulus_node,library_angle_deg,library_phi1_deg,library_phi2_deg,library_distance_nm,library_distance_error_nm,selected_mirror,selected_azimuth_deg,local_angle_violations,local_heavy_clashes,local_minimum_clearance_nm,bond_1_nm,bond_2_nm,bond_3_nm,bond_4_nm,internal_angle_1_deg,internal_angle_2_deg,internal_angle_3_deg,seed_junction_angle_1_deg,seed_junction_angle_2_deg,annulus_junction_angle_1_deg,annulus_junction_angle_2_deg
UPPER:BRIDGE:01,UPPER,1,S:1713,A:UPPER:14:-2,119.0,40.0,30.0,0.30302773243371306,8.628471260879733e-05,True,250.0,0,0,0.1410944266111704,0.1449663723415265,0.14495708542036873,0.1449562960454941,0.14496716166153345,118.99475177565203,118.99240538558564,118.99475179968827,115.6706423783571,117.82332755205326,114.22150401819827,125.54040661338962
UPPER:BRIDGE:02,UPPER,2,S:1715,A:UPPER:14:-4,123.0,120.0,80.0,0.47538961544138425,4.635998666846497e-05,False,180.0,1,0,0.14043347649772775,0.1449619984866566,0.1449649990768532,0.14496332427602093,0.14496367330280618,122.9959220617204,122.99620659010444,122.99592205385873,73.26194962973447,154.79484215496637,102.44724667276088,58.1441888753237
UPPER:BRIDGE:03,UPPER,3,S:1717,A:UPPER:-1:-9,132.0,130.0,270.0,0.47518958216590584,0.0001209160455870606,True,210.0,1,0,0.1383561593535436,0.14494915275826928,0.1449473072842382,0.14494403281848606,0.14495242710836234,131.99128122280325,131.99037996370328,131.99128130510783,71.63237905990944,124.85759465231968,58.16644332836409,71.85828095847914
UPPER:BRIDGE:04,UPPER,4,S:1719,A:UPPER:-4:-8,119.0,40.0,30.0,0.30302773243371306,0.000149486146856892,False,350.0,0,0,0.14181593513975563,0.14496151958878833,0.14494542930960141,0.14494406162430054,0.14496288710937819,118.99090774475141,118.98684165134064,118.99090781690143,115.4736630749218,117.95779701980571,125.3466220225272,114.42983540434737
UPPER:BRIDGE:05,UPPER,5,S:1721,A:UPPER:-7:-7,119.0,20.0,340.0,0.24999806413728878,0.0009221846508326303,False,30.0,0,0,0.23574751695220902,0.1449733201859281,0.14517169245312922,0.14517169245312966,0.1449733201859279,119.04633847582869,119.09236288880038,119.04633847582853,112.65668267907999,108.96926249165752,108.79453033766035,112.66666598053553
UPPER:BRIDGE:06,UPPER,6,S:1723,A:UPPER:-10:-6,119.0,30.0,40.0,0.30302773243371306,0.0001607654979146611,True,260.0,0,0,0.15891180438130725,0.14496212441203116,0.14494187826012292,0.1449433491645966,0.14496065369806826,118.99022181137292,118.9858486331079,118.99022172792272,120.1609879721793,109.992896827891,116.91212513062567,123.04603722701141
UPPER:BRIDGE:07,UPPER,7,S:1725,A:UPPER:-13:-5,134.0,220.0,30.0,0.47505019142645194,0.00015054589436169774,True,280.0,1,0,0.14082731262056045,0.14493917531422476,0.1449451638939942,0.14493546189096007,0.14494887706870582,133.98965346797436,133.9890303014254,133.98965365767054,138.1783340702495,70.14132362726475,73.76930014399821,66.0951269138283
UPPER:BRIDGE:08,UPPER,8,S:1727,A:UPPER:-13:5,128.0,130.0,50.0,0.4746963725010362,8.897455643114283e-05,True,280.0,1,0,0.14366384697080883,0.14499439584235127,0.14498802225241253,0.1449934445795216,0.14498897355081894,128.00701902812054,128.0068356977226,128.00701900614746,70.10833622433981,153.4050632758304,63.75861045006886,86.56943828984366
UPPER:BRIDGE:09,UPPER,9,S:1729,A:UPPER:-10:6,119.0,40.0,30.0,0.30302773243371306,0.00022544208646102515,False,160.0,0,0,0.14801625919924988,0.14495568957927257,0.14493142195034994,0.14492935912129226,0.14495775203363376,118.9862881452374,118.98015414692254,118.98628830934902,112.7967550984233,120.05575873558462,116.38373103448154,123.56264893666427
UPPER:BRIDGE:10,UPPER,10,S:1731,A:UPPER:-7:7,119.0,20.0,340.0,0.24999806413728878,0.0009196318390971847,False,220.0,0,0,0.23639809750198074,0.14497331879353184,0.14517114229833067,0.1451711422983319,0.14497331879353184,119.0462100302449,119.09210755683328,119.04621003024425,109.28638308010513,112.29006727252036,112.2413022594249,109.23739182250078
UPPER:BRIDGE:11,UPPER,11,S:1733,A:UPPER:-4:8,119.0,320.0,330.0,0.3030277324337131,0.0004773789086676694,False,260.0,0,0,0.1530605105444446,0.14493636826316653,0.14488496932725667,0.14488059980303972,0.144940736106134,118.97096693026151,118.95796491973277,118.97096766632856,121.3771694194355,110.69019422569887,122.1196031631942,117.87820548761799
UPPER:BRIDGE:12,UPPER,12,S:1735,A:UPPER:-1:9,134.0,140.0,330.0,0.475050191426452,9.107975964073312e-05,False,340.0,1,0,0.13961394463363727,0.1449934647332157,0.14498984289911898,0.14499571045444815,0.1449875970870034,134.00625785756742,134.00663452427966,134.0062579269459,138.40684348859597,70.65366727195325,73.16279549400443,65.64853428410277
UPPER:BRIDGE:13,UPPER,13,S:1737,A:UPPER:14:4,135.0,250.0,330.0,0.47498306800390766,8.39675303959675e-06,False,250.0,1,0,0.14159510366860653,0.1449748491206571,0.1449745897326003,0.14497497673027715,0.1449744621226404,135.00056294758184,135.00058383740023,135.00056294785065,135.37823884331112,70.44836141537274,87.24611437267282,66.07343912914472
UPPER:BRIDGE:14,UPPER,14,S:1739,A:UPPER:14:2,119.0,330.0,320.0,0.30302773243371306,0.00023305851608695916,True,270.0,0,0,0.15584039596760194,0.14498878445568794,0.14501812448107923,0.14501599323502723,0.14499091610168566,119.01417713496372,119.02050654438175,119.01417695966406,111.46951865768914,119.31741641833214,115.99338848983875,124.00136503186768
