time_ps,temperature_K,potential_kJ_mol,total_energy_kJ_mol,CAP_SOL_LJ_kJ_mol
40.7,299.729797363281,-770840.75,-647000.0,22.340282440186
40.75,297.305053710938,-769875.0,-647036.0625,22.815919876099
40.8,297.908905029297,-768811.125,-645722.6875,20.068115234375
40.85,300.604675292969,-769664.1875,-645461.9375,17.27693939209
40.9,299.453033447266,-768825.125,-645098.6875,16.80525970459
40.95,299.344848632812,-768669.4375,-644987.6875,20.081287384033
41.0,300.902465820312,-768682.75,-644357.4375,26.642560958862
41.05,301.699340820312,-768963.75,-644309.1875,25.73454284668
41.1,299.84814453125,-768456.6875,-644567.0,26.744079589844
41.15,300.453826904297,-769290.25,-645150.3125,18.961597442627
41.2,300.768127441406,-768986.9375,-644717.125,15.283415794373
41.25,299.890716552734,-769020.5,-645113.25,21.35142326355
41.3,296.323669433594,-768119.875,-645686.4375,22.985889434814
41.35,298.650726318359,-769225.875,-645830.9375,28.830255508423
41.4,297.573669433594,-768641.125,-645691.1875,21.645950317383
41.45,298.851623535156,-769156.4375,-645678.5,15.847366333008
41.5,297.047637939453,-768607.625,-645875.0625,18.366668701172
41.55,299.202209472656,-768849.6875,-645226.875,17.009330749512
41.6,300.093444824219,-769404.6875,-645413.625,21.331136703491
41.65,299.013092041016,-769629.8125,-646085.125,21.472812652588
41.7,300.192077636719,-770414.75,-646383.0,27.808275222778
41.75,299.294891357422,-770580.6875,-646919.625,24.215690612793
41.8,297.342498779297,-770329.25,-647474.875,21.22939491272
41.85,297.112396240234,-770255.875,-647496.5625,18.197137832642
41.9,299.08154296875,-770383.0,-646810.0625,21.22013092041
41.95,300.101104736328,-769855.1875,-645861.0,20.484313964844
42.0,300.508087158203,-769131.9375,-644969.5625,18.840200424194
42.05,300.643859863281,-769401.5,-645183.0625,20.444755554199
42.1,298.180938720703,-768267.3125,-645066.5,30.676769256592
42.15,300.056335449219,-768470.6875,-644495.0,39.580272674561
42.2,300.425140380859,-767869.6875,-643741.625,41.406879425049
