lag_ps,autocorrelation,autocorrelation_normalized
3.34,-1.686783449499585e-06,-0.04399860075549894
3.35,-1.7364484423027293e-06,-0.045294078364387355
3.36,-1.7024418955072531e-06,-0.04440704068567926
3.37,-1.450613873835382e-06,-0.0378382777612654
3.38,-1.2568911912578988e-06,-0.03278515314675748
3.39,-8.985740937117206e-07,-0.023438694996791295
3.4,-3.6591498509603003e-07,-0.009544643886843243
3.41,-1.5741144997867605e-07,-0.004105970771773134
3.42,3.2258057168563704e-07,0.008414295142205474
3.43,6.547288174990339e-07,0.017078156566455574
3.44,8.298766298009694e-07,0.02164676830435123
3.45,1.0126188672140556e-06,0.02641347546376183
3.46,9.973076534954504e-07,0.026014092852030084
3.47,9.226507284578235e-07,0.024066717663271706
3.48,8.323259043753988e-07,0.02171065596827921
3.49,6.512746403756602e-07,0.016988056701985606
3.5,4.543295029361224e-07,0.011850876540827508
3.51,2.533051847212262e-07,0.0066072937193885385
3.52,2.24696753812584e-07,0.005861062227631817
3.53,1.6623576001568555e-07,0.004336146906342338
3.54,1.8890738723009013e-07,0.004927520905524049
3.5500000000000003,1.679481973896553e-07,0.004380814672295604
3.56,1.5283511738325952e-08,0.0003986600243890706
3.5700000000000003,-3.629598577850272e-07,-0.009467561397815348
3.58,-6.805171381534186e-07,-0.017750827397417117
3.59,-9.266647854396511e-07,-0.024171421613625056
3.6,-1.415322437949574e-06,-0.03691772462322707
3.61,-1.8642610071871485e-06,-0.0486279823196071
3.62,-2.1889026691053317e-06,-0.057096039600805434
3.63,-2.3620295309596517e-06,-0.0616119362187385
3.64,-2.3006396367294693e-06,-0.06001062251871528
3.65,-2.404292396822641e-06,-0.06271433437330927
3.66,-2.4009564724655658e-06,-0.06262731905194065
3.67,-2.2175288658909363e-06,-0.057842734503397594
