dataset,frame,time_ps,pyrene,cutoff_nm,waterO_count
frozen,14,51.0,2,0.5,24
frozen,14,51.0,3,0.35,5
frozen,14,51.0,3,0.5,18
frozen,14,51.0,4,0.35,7
frozen,14,51.0,4,0.5,34
frozen,15,51.5,1,0.35,5
frozen,15,51.5,1,0.5,27
frozen,15,51.5,2,0.35,6
frozen,15,51.5,2,0.5,23
frozen,15,51.5,3,0.35,3
frozen,15,51.5,3,0.5,22
frozen,15,51.5,4,0.35,9
frozen,15,51.5,4,0.5,31
frozen,16,52.0,1,0.35,5
frozen,16,52.0,1,0.5,26
frozen,16,52.0,2,0.35,6
frozen,16,52.0,2,0.5,24
frozen,16,52.0,3,0.35,4
frozen,16,52.0,3,0.5,24
frozen,16,52.0,4,0.35,9
frozen,16,52.0,4,0.5,30
frozen,17,52.5,1,0.35,5
frozen,17,52.5,1,0.5,26
frozen,17,52.5,2,0.35,5
frozen,17,52.5,2,0.5,25
frozen,17,52.5,3,0.35,7
frozen,17,52.5,3,0.5,26
frozen,17,52.5,4,0.35,7
frozen,17,52.5,4,0.5,33
frozen,18,53.0,1,0.35,10
frozen,18,53.0,1,0.5,28
frozen,18,53.0,2,0.35,5
frozen,18,53.0,2,0.5,27
frozen,18,53.0,3,0.35,7
frozen,18,53.0,3,0.5,29
frozen,18,53.0,4,0.35,8
frozen,18,53.0,4,0.5,32
frozen,19,53.5,1,0.35,4
frozen,19,53.5,1,0.5,27
frozen,19,53.5,2,0.35,6
frozen,19,53.5,2,0.5,25
frozen,19,53.5,3,0.35,6
frozen,19,53.5,3,0.5,27
frozen,19,53.5,4,0.35,6
frozen,19,53.5,4,0.5,32
frozen,20,54.0,1,0.35,5
frozen,20,54.0,1,0.5,28
frozen,20,54.0,2,0.35,3
frozen,20,54.0,2,0.5,24
frozen,20,54.0,3,0.35,5
frozen,20,54.0,3,0.5,27
frozen,20,54.0,4,0.35,8
frozen,20,54.0,4,0.5,32
frozen,21,54.5,1,0.35,4
frozen,21,54.5,1,0.5,29
frozen,21,54.5,2,0.35,6
frozen,21,54.5,2,0.5,28
frozen,21,54.5,3,0.35,6
frozen,21,54.5,3,0.5,29
frozen,21,54.5,4,0.35,6
frozen,21,54.5,4,0.5,35
frozen,22,55.0,1,0.35,5
frozen,22,55.0,1,0.5,28
frozen,22,55.0,2,0.35,4
frozen,22,55.0,2,0.5,30
frozen,22,55.0,3,0.35,7
frozen,22,55.0,3,0.5,33
frozen,22,55.0,4,0.35,10
frozen,22,55.0,4,0.5,32
frozen,23,55.5,1,0.35,9
frozen,23,55.5,1,0.5,27
frozen,23,55.5,2,0.35,5
frozen,23,55.5,2,0.5,29
frozen,23,55.5,3,0.35,6
frozen,23,55.5,3,0.5,28
frozen,23,55.5,4,0.35,5
frozen,23,55.5,4,0.5,34
frozen,24,56.0,1,0.35,2
frozen,24,56.0,1,0.5,29
frozen,24,56.0,2,0.35,8
frozen,24,56.0,2,0.5,28
frozen,24,56.0,3,0.35,4
frozen,24,56.0,3,0.5,29
frozen,24,56.0,4,0.35,9
frozen,24,56.0,4,0.5,36
frozen,25,56.5,1,0.35,3
frozen,25,56.5,1,0.5,29
frozen,25,56.5,2,0.35,3
frozen,25,56.5,2,0.5,27
frozen,25,56.5,3,0.35,3
frozen,25,56.5,3,0.5,29
frozen,25,56.5,4,0.35,11
frozen,25,56.5,4,0.5,32
frozen,26,57.0,1,0.35,4
frozen,26,57.0,1,0.5,26
frozen,26,57.0,2,0.35,5
frozen,26,57.0,2,0.5,24
frozen,26,57.0,3,0.35,8
frozen,26,57.0,3,0.5,24
frozen,26,57.0,4,0.35,10
frozen,26,57.0,4,0.5,38
frozen,27,57.5,1,0.35,3
frozen,27,57.5,1,0.5,26
frozen,27,57.5,2,0.35,5
frozen,27,57.5,2,0.5,24
frozen,27,57.5,3,0.35,6
frozen,27,57.5,3,0.5,26
frozen,27,57.5,4,0.35,8
frozen,27,57.5,4,0.5,37
frozen,28,58.0,1,0.35,5
frozen,28,58.0,1,0.5,27
frozen,28,58.0,2,0.35,2
frozen,28,58.0,2,0.5,25
frozen,28,58.0,3,0.35,5
frozen,28,58.0,3,0.5,26
frozen,28,58.0,4,0.35,7
frozen,28,58.0,4,0.5,37
frozen,29,58.5,1,0.35,3
frozen,29,58.5,1,0.5,24
frozen,29,58.5,2,0.35,6
frozen,29,58.5,2,0.5,28
frozen,29,58.5,3,0.35,4
frozen,29,58.5,3,0.5,29
frozen,29,58.5,4,0.35,9
frozen,29,58.5,4,0.5,33
frozen,30,59.0,1,0.35,7
frozen,30,59.0,1,0.5,22
frozen,30,59.0,2,0.35,5
frozen,30,59.0,2,0.5,26
frozen,30,59.0,3,0.35,4
frozen,30,59.0,3,0.5,30
frozen,30,59.0,4,0.35,4
frozen,30,59.0,4,0.5,33
frozen,31,59.5,1,0.35,6
frozen,31,59.5,1,0.5,28
frozen,31,59.5,2,0.35,4
frozen,31,59.5,2,0.5,23
frozen,31,59.5,3,0.35,3
frozen,31,59.5,3,0.5,22
frozen,31,59.5,4,0.35,4
frozen,31,59.5,4,0.5,36
frozen,32,60.0,1,0.35,5
frozen,32,60.0,1,0.5,30
frozen,32,60.0,2,0.35,4
frozen,32,60.0,2,0.5,25
frozen,32,60.0,3,0.35,4
frozen,32,60.0,3,0.5,20
frozen,32,60.0,4,0.35,7
frozen,32,60.0,4,0.5,36
frozen,33,60.5,1,0.35,4
frozen,33,60.5,1,0.5,25
frozen,33,60.5,2,0.35,3
frozen,33,60.5,2,0.5,21
frozen,33,60.5,3,0.35,5
frozen,33,60.5,3,0.5,25
frozen,33,60.5,4,0.35,9
frozen,33,60.5,4,0.5,40
frozen,34,61.0,1,0.35,4
frozen,34,61.0,1,0.5,27
frozen,34,61.0,2,0.35,6
frozen,34,61.0,2,0.5,23
frozen,34,61.0,3,0.35,4
frozen,34,61.0,3,0.5,22
frozen,34,61.0,4,0.35,12
frozen,34,61.0,4,0.5,36
frozen,35,61.5,1,0.35,4
frozen,35,61.5,1,0.5,28
frozen,35,61.5,2,0.35,4
frozen,35,61.5,2,0.5,27
frozen,35,61.5,3,0.35,3
frozen,35,61.5,3,0.5,20
frozen,35,61.5,4,0.35,5
frozen,35,61.5,4,0.5,36
frozen,36,62.0,1,0.35,6
frozen,36,62.0,1,0.5,26
frozen,36,62.0,2,0.35,7
frozen,36,62.0,2,0.5,26
frozen,36,62.0,3,0.35,5
frozen,36,62.0,3,0.5,24
frozen,36,62.0,4,0.35,6
frozen,36,62.0,4,0.5,35
frozen,37,62.5,1,0.35,7
frozen,37,62.5,1,0.5,25
frozen,37,62.5,2,0.35,2
frozen,37,62.5,2,0.5,25
frozen,37,62.5,3,0.35,6
frozen,37,62.5,3,0.5,25
frozen,37,62.5,4,0.35,8
frozen,37,62.5,4,0.5,34
frozen,38,63.0,1,0.35,3
frozen,38,63.0,1,0.5,28
frozen,38,63.0,2,0.35,5
frozen,38,63.0,2,0.5,23
frozen,38,63.0,3,0.35,3
frozen,38,63.0,3,0.5,26
frozen,38,63.0,4,0.35,9
frozen,38,63.0,4,0.5,37
frozen,39,63.5,1,0.35,4
frozen,39,63.5,1,0.5,25
frozen,39,63.5,2,0.35,3
frozen,39,63.5,2,0.5,23
frozen,39,63.5,3,0.35,4
frozen,39,63.5,3,0.5,23
frozen,39,63.5,4,0.35,7
frozen,39,63.5,4,0.5,38
frozen,40,64.0,1,0.35,4
frozen,40,64.0,1,0.5,26
frozen,40,64.0,2,0.35,5
frozen,40,64.0,2,0.5,25
frozen,40,64.0,3,0.35,5
frozen,40,64.0,3,0.5,24
frozen,40,64.0,4,0.35,5
frozen,40,64.0,4,0.5,36
frozen,41,64.5,1,0.35,1
frozen,41,64.5,1,0.5,24
frozen,41,64.5,2,0.35,9
frozen,41,64.5,2,0.5,26
frozen,41,64.5,3,0.35,2
frozen,41,64.5,3,0.5,21
frozen,41,64.5,4,0.35,4
frozen,41,64.5,4,0.5,27
frozen,42,65.0,1,0.35,3
frozen,42,65.0,1,0.5,20
frozen,42,65.0,2,0.35,5
frozen,42,65.0,2,0.5,25
frozen,42,65.0,3,0.35,5
frozen,42,65.0,3,0.5,22
frozen,42,65.0,4,0.35,12
frozen,42,65.0,4,0.5,31
frozen,43,65.5,1,0.35,5
frozen,43,65.5,1,0.5,19
frozen,43,65.5,2,0.35,8
frozen,43,65.5,2,0.5,28
frozen,43,65.5,3,0.35,3
frozen,43,65.5,3,0.5,24
frozen,43,65.5,4,0.35,8
frozen,43,65.5,4,0.5,34
frozen,44,66.0,1,0.35,6
frozen,44,66.0,1,0.5,23
frozen,44,66.0,2,0.35,6
frozen,44,66.0,2,0.5,30
frozen,44,66.0,3,0.35,5
frozen,44,66.0,3,0.5,23
frozen,44,66.0,4,0.35,7
frozen,44,66.0,4,0.5,34
frozen,45,66.5,1,0.35,5
frozen,45,66.5,1,0.5,20
frozen,45,66.5,2,0.35,2
frozen,45,66.5,2,0.5,29
frozen,45,66.5,3,0.35,7
frozen,45,66.5,3,0.5,22
frozen,45,66.5,4,0.35,7
frozen,45,66.5,4,0.5,32
frozen,46,67.0,1,0.35,3
frozen,46,67.0,1,0.5,24
frozen,46,67.0,2,0.35,2
frozen,46,67.0,2,0.5,29
frozen,46,67.0,3,0.35,6
frozen,46,67.0,3,0.5,23
frozen,46,67.0,4,0.35,6
frozen,46,67.0,4,0.5,30
frozen,47,67.5,1,0.35,2
frozen,47,67.5,1,0.5,23
frozen,47,67.5,2,0.35,6
frozen,47,67.5,2,0.5,32
frozen,47,67.5,3,0.35,5
frozen,47,67.5,3,0.5,22
frozen,47,67.5,4,0.35,5
frozen,47,67.5,4,0.5,33
frozen,48,68.0,1,0.35,3
frozen,48,68.0,1,0.5,23
frozen,48,68.0,2,0.35,4
frozen,48,68.0,2,0.5,27
frozen,48,68.0,3,0.35,4
frozen,48,68.0,3,0.5,22
frozen,48,68.0,4,0.35,6
frozen,48,68.0,4,0.5,31
frozen,49,68.5,1,0.35,3
frozen,49,68.5,1,0.5,19
frozen,49,68.5,2,0.35,3
frozen,49,68.5,2,0.5,25
frozen,49,68.5,3,0.35,2
frozen,49,68.5,3,0.5,22
frozen,49,68.5,4,0.35,5
frozen,49,68.5,4,0.5,32
frozen,50,69.0,1,0.35,4
frozen,50,69.0,1,0.5,25
frozen,50,69.0,2,0.35,3
frozen,50,69.0,2,0.5,26
frozen,50,69.0,3,0.35,5
frozen,50,69.0,3,0.5,21
frozen,50,69.0,4,0.35,7
frozen,50,69.0,4,0.5,33
frozen,51,69.5,1,0.35,3
frozen,51,69.5,1,0.5,19
frozen,51,69.5,2,0.35,5
frozen,51,69.5,2,0.5,25
frozen,51,69.5,3,0.35,4
frozen,51,69.5,3,0.5,18
frozen,51,69.5,4,0.35,5
frozen,51,69.5,4,0.5,29
frozen,52,70.0,1,0.35,4
frozen,52,70.0,1,0.5,24
frozen,52,70.0,2,0.35,4
frozen,52,70.0,2,0.5,27
frozen,52,70.0,3,0.35,4
frozen,52,70.0,3,0.5,22
frozen,52,70.0,4,0.35,7
frozen,52,70.0,4,0.5,31
frozen,53,70.5,1,0.35,4
frozen,53,70.5,1,0.5,28
frozen,53,70.5,2,0.35,6
frozen,53,70.5,2,0.5,27
frozen,53,70.5,3,0.35,5
frozen,53,70.5,3,0.5,20
frozen,53,70.5,4,0.35,6
frozen,53,70.5,4,0.5,27
frozen,54,71.0,1,0.35,8
frozen,54,71.0,1,0.5,26
frozen,54,71.0,2,0.35,5
frozen,54,71.0,2,0.5,32
frozen,54,71.0,3,0.35,3
frozen,54,71.0,3,0.5,27
frozen,54,71.0,4,0.35,5
frozen,54,71.0,4,0.5,27
frozen,55,71.5,1,0.35,6
frozen,55,71.5,1,0.5,26
frozen,55,71.5,2,0.35,7
frozen,55,71.5,2,0.5,31
frozen,55,71.5,3,0.35,4
frozen,55,71.5,3,0.5,27
frozen,55,71.5,4,0.35,5
frozen,55,71.5,4,0.5,26
frozen,56,72.0,1,0.35,7
frozen,56,72.0,1,0.5,24
frozen,56,72.0,2,0.35,5
frozen,56,72.0,2,0.5,31
frozen,56,72.0,3,0.35,6
frozen,56,72.0,3,0.5,29
frozen,56,72.0,4,0.35,4
frozen,56,72.0,4,0.5,30
frozen,57,72.5,1,0.35,8
frozen,57,72.5,1,0.5,22
frozen,57,72.5,2,0.35,4
frozen,57,72.5,2,0.5,28
frozen,57,72.5,3,0.35,5
frozen,57,72.5,3,0.5,28
frozen,57,72.5,4,0.35,7
frozen,57,72.5,4,0.5,30
frozen,58,73.0,1,0.35,5
frozen,58,73.0,1,0.5,20
frozen,58,73.0,2,0.35,7
frozen,58,73.0,2,0.5,26
frozen,58,73.0,3,0.35,4
frozen,58,73.0,3,0.5,27
frozen,58,73.0,4,0.35,6
frozen,58,73.0,4,0.5,29
frozen,59,73.5,1,0.35,6
frozen,59,73.5,1,0.5,24
frozen,59,73.5,2,0.35,5
frozen,59,73.5,2,0.5,27
frozen,59,73.5,3,0.35,6
frozen,59,73.5,3,0.5,27
frozen,59,73.5,4,0.35,5
frozen,59,73.5,4,0.5,29
frozen,60,74.0,1,0.35,7
frozen,60,74.0,1,0.5,22
frozen,60,74.0,2,0.35,10
frozen,60,74.0,2,0.5,24
frozen,60,74.0,3,0.35,7
frozen,60,74.0,3,0.5,27
frozen,60,74.0,4,0.35,5
frozen,60,74.0,4,0.5,28
frozen,61,74.5,1,0.35,6
frozen,61,74.5,1,0.5,21
frozen,61,74.5,2,0.35,7
frozen,61,74.5,2,0.5,26
frozen,61,74.5,3,0.35,2
frozen,61,74.5,3,0.5,24
frozen,61,74.5,4,0.35,7
frozen,61,74.5,4,0.5,28
frozen,62,75.0,1,0.35,5
frozen,62,75.0,1,0.5,23
frozen,62,75.0,2,0.35,6
frozen,62,75.0,2,0.5,25
frozen,62,75.0,3,0.35,3
frozen,62,75.0,3,0.5,27
frozen,62,75.0,4,0.35,9
frozen,62,75.0,4,0.5,30
frozen,63,75.5,1,0.35,3
frozen,63,75.5,1,0.5,25
frozen,63,75.5,2,0.35,9
frozen,63,75.5,2,0.5,24
frozen,63,75.5,3,0.35,5
frozen,63,75.5,3,0.5,27
frozen,63,75.5,4,0.35,6
frozen,63,75.5,4,0.5,29
frozen,64,76.0,1,0.35,5
frozen,64,76.0,1,0.5,24
frozen,64,76.0,2,0.35,6
frozen,64,76.0,2,0.5,23
frozen,64,76.0,3,0.35,9
frozen,64,76.0,3,0.5,28
frozen,64,76.0,4,0.35,2
frozen,64,76.0,4,0.5,27
frozen,65,76.5,1,0.35,3
frozen,65,76.5,1,0.5,23
frozen,65,76.5,2,0.35,8
frozen,65,76.5,2,0.5,26
frozen,65,76.5,3,0.35,3
frozen,65,76.5,3,0.5,21
frozen,65,76.5,4,0.35,4
frozen,65,76.5,4,0.5,25
frozen,66,77.0,1,0.35,6
frozen,66,77.0,1,0.5,27
frozen,66,77.0,2,0.35,9
frozen,66,77.0,2,0.5,23
frozen,66,77.0,3,0.35,4
frozen,66,77.0,3,0.5,26
frozen,66,77.0,4,0.35,6
frozen,66,77.0,4,0.5,27
frozen,67,77.5,1,0.35,2
frozen,67,77.5,1,0.5,30
frozen,67,77.5,2,0.35,7
frozen,67,77.5,2,0.5,28
frozen,67,77.5,3,0.35,4
frozen,67,77.5,3,0.5,29
frozen,67,77.5,4,0.35,6
frozen,67,77.5,4,0.5,26
frozen,68,78.0,1,0.35,3
frozen,68,78.0,1,0.5,28
frozen,68,78.0,2,0.35,6
frozen,68,78.0,2,0.5,25
frozen,68,78.0,3,0.35,4
frozen,68,78.0,3,0.5,25
frozen,68,78.0,4,0.35,4
frozen,68,78.0,4,0.5,27
frozen,69,78.5,1,0.35,4
frozen,69,78.5,1,0.5,27
frozen,69,78.5,2,0.35,4
frozen,69,78.5,2,0.5,20
frozen,69,78.5,3,0.35,5
frozen,69,78.5,3,0.5,25
frozen,69,78.5,4,0.35,5
frozen,69,78.5,4,0.5,27
frozen,70,79.0,1,0.35,6
frozen,70,79.0,1,0.5,28
frozen,70,79.0,2,0.35,6
frozen,70,79.0,2,0.5,22
frozen,70,79.0,3,0.35,5
frozen,70,79.0,3,0.5,24
frozen,70,79.0,4,0.35,3
frozen,70,79.0,4,0.5,28
frozen,71,79.5,1,0.35,4
frozen,71,79.5,1,0.5,31
frozen,71,79.5,2,0.35,5
frozen,71,79.5,2,0.5,24
frozen,71,79.5,3,0.35,4
frozen,71,79.5,3,0.5,23
frozen,71,79.5,4,0.35,7
frozen,71,79.5,4,0.5,32
frozen,72,80.0,1,0.35,6
frozen,72,80.0,1,0.5,29
frozen,72,80.0,2,0.35,6
frozen,72,80.0,2,0.5,26
frozen,72,80.0,3,0.35,4
frozen,72,80.0,3,0.5,27
frozen,72,80.0,4,0.35,1
frozen,72,80.0,4,0.5,31
frozen,73,80.5,1,0.35,8
frozen,73,80.5,1,0.5,31
frozen,73,80.5,2,0.35,5
frozen,73,80.5,2,0.5,24
frozen,73,80.5,3,0.35,4
frozen,73,80.5,3,0.5,23
frozen,73,80.5,4,0.35,6
frozen,73,80.5,4,0.5,30
frozen,74,81.0,1,0.35,7
frozen,74,81.0,1,0.5,28
frozen,74,81.0,2,0.35,6
frozen,74,81.0,2,0.5,23
frozen,74,81.0,3,0.35,5
frozen,74,81.0,3,0.5,26
frozen,74,81.0,4,0.35,10
frozen,74,81.0,4,0.5,30
frozen,75,81.5,1,0.35,6
frozen,75,81.5,1,0.5,29
frozen,75,81.5,2,0.35,5
frozen,75,81.5,2,0.5,20
frozen,75,81.5,3,0.35,7
frozen,75,81.5,3,0.5,27
frozen,75,81.5,4,0.35,3
frozen,75,81.5,4,0.5,30
frozen,76,82.0,1,0.35,6
frozen,76,82.0,1,0.5,28
frozen,76,82.0,2,0.35,4
frozen,76,82.0,2,0.5,19
frozen,76,82.0,3,0.35,3
frozen,76,82.0,3,0.5,21
frozen,76,82.0,4,0.35,9
frozen,76,82.0,4,0.5,30
frozen,77,82.5,1,0.35,5
frozen,77,82.5,1,0.5,30
frozen,77,82.5,2,0.35,3
frozen,77,82.5,2,0.5,21
frozen,77,82.5,3,0.35,6
frozen,77,82.5,3,0.5,24
frozen,77,82.5,4,0.35,10
frozen,77,82.5,4,0.5,34
frozen,78,83.0,1,0.35,5
frozen,78,83.0,1,0.5,30
frozen,78,83.0,2,0.35,4
frozen,78,83.0,2,0.5,25
frozen,78,83.0,3,0.35,5
frozen,78,83.0,3,0.5,23
frozen,78,83.0,4,0.35,7
frozen,78,83.0,4,0.5,30
frozen,79,83.5,1,0.35,7
frozen,79,83.5,1,0.5,30
frozen,79,83.5,2,0.35,3
frozen,79,83.5,2,0.5,24
frozen,79,83.5,3,0.35,4
frozen,79,83.5,3,0.5,21
frozen,79,83.5,4,0.35,9
frozen,79,83.5,4,0.5,28
frozen,80,84.0,1,0.35,8
frozen,80,84.0,1,0.5,31
frozen,80,84.0,2,0.35,5
frozen,80,84.0,2,0.5,22
frozen,80,84.0,3,0.35,3
frozen,80,84.0,3,0.5,21
frozen,80,84.0,4,0.35,6
frozen,80,84.0,4,0.5,27
frozen,81,84.5,1,0.35,11
frozen,81,84.5,1,0.5,27
frozen,81,84.5,2,0.35,3
frozen,81,84.5,2,0.5,23
frozen,81,84.5,3,0.35,4
frozen,81,84.5,3,0.5,17
frozen,81,84.5,4,0.35,7
frozen,81,84.5,4,0.5,27
frozen,82,85.0,1,0.35,5
frozen,82,85.0,1,0.5,27
frozen,82,85.0,2,0.35,2
frozen,82,85.0,2,0.5,23
frozen,82,85.0,3,0.35,5
frozen,82,85.0,3,0.5,21
frozen,82,85.0,4,0.35,7
frozen,82,85.0,4,0.5,27
frozen,83,85.5,1,0.35,6
frozen,83,85.5,1,0.5,30
frozen,83,85.5,2,0.35,3
frozen,83,85.5,2,0.5,21
frozen,83,85.5,3,0.35,5
frozen,83,85.5,3,0.5,22
frozen,83,85.5,4,0.35,4
frozen,83,85.5,4,0.5,33
frozen,84,86.0,1,0.35,3
frozen,84,86.0,1,0.5,29
frozen,84,86.0,2,0.35,3
frozen,84,86.0,2,0.5,23
frozen,84,86.0,3,0.35,4
frozen,84,86.0,3,0.5,22
frozen,84,86.0,4,0.35,4
frozen,84,86.0,4,0.5,31
frozen,85,86.5,1,0.35,5
frozen,85,86.5,1,0.5,28
frozen,85,86.5,2,0.35,4
frozen,85,86.5,2,0.5,25
frozen,85,86.5,3,0.35,5
frozen,85,86.5,3,0.5,22
frozen,85,86.5,4,0.35,5
frozen,85,86.5,4,0.5,31
frozen,86,87.0,1,0.35,4
frozen,86,87.0,1,0.5,28
frozen,86,87.0,2,0.35,4
frozen,86,87.0,2,0.5,23
frozen,86,87.0,3,0.35,6
frozen,86,87.0,3,0.5,27
frozen,86,87.0,4,0.35,6
frozen,86,87.0,4,0.5,28
frozen,87,87.5,1,0.35,6
frozen,87,87.5,1,0.5,22
frozen,87,87.5,2,0.35,3
frozen,87,87.5,2,0.5,21
frozen,87,87.5,3,0.35,6
frozen,87,87.5,3,0.5,23
frozen,87,87.5,4,0.35,7
frozen,87,87.5,4,0.5,30
frozen,88,88.0,1,0.35,9
frozen,88,88.0,1,0.5,24
frozen,88,88.0,2,0.35,5
frozen,88,88.0,2,0.5,21
frozen,88,88.0,3,0.35,5
frozen,88,88.0,3,0.5,26
frozen,88,88.0,4,0.35,6
frozen,88,88.0,4,0.5,27
frozen,89,88.5,1,0.35,8
frozen,89,88.5,1,0.5,25
frozen,89,88.5,2,0.35,5
frozen,89,88.5,2,0.5,23
frozen,89,88.5,3,0.35,4
frozen,89,88.5,3,0.5,26
frozen,89,88.5,4,0.35,3
frozen,89,88.5,4,0.5,28
frozen,90,89.0,1,0.35,2
frozen,90,89.0,1,0.5,27
frozen,90,89.0,2,0.35,4
frozen,90,89.0,2,0.5,23
frozen,90,89.0,3,0.35,4
frozen,90,89.0,3,0.5,24
frozen,90,89.0,4,0.35,4
frozen,90,89.0,4,0.5,29
frozen,91,89.5,1,0.35,4
frozen,91,89.5,1,0.5,26
frozen,91,89.5,2,0.35,3
frozen,91,89.5,2,0.5,25
frozen,91,89.5,3,0.35,4
frozen,91,89.5,3,0.5,29
frozen,91,89.5,4,0.35,7
frozen,91,89.5,4,0.5,32
frozen,92,90.0,1,0.35,3
frozen,92,90.0,1,0.5,25
frozen,92,90.0,2,0.35,5
frozen,92,90.0,2,0.5,26
frozen,92,90.0,3,0.35,4
frozen,92,90.0,3,0.5,28
frozen,92,90.0,4,0.35,4
frozen,92,90.0,4,0.5,30
frozen,93,90.5,1,0.35,5
frozen,93,90.5,1,0.5,32
frozen,93,90.5,2,0.35,4
frozen,93,90.5,2,0.5,21
frozen,93,90.5,3,0.35,4
frozen,93,90.5,3,0.5,31
frozen,93,90.5,4,0.35,4
frozen,93,90.5,4,0.5,35
frozen,94,91.0,1,0.35,4
frozen,94,91.0,1,0.5,30
frozen,94,91.0,2,0.35,8
frozen,94,91.0,2,0.5,23
frozen,94,91.0,3,0.35,4
frozen,94,91.0,3,0.5,29
frozen,94,91.0,4,0.35,8
frozen,94,91.0,4,0.5,35
frozen,95,91.5,1,0.35,4
frozen,95,91.5,1,0.5,31
frozen,95,91.5,2,0.35,2
frozen,95,91.5,2,0.5,17
frozen,95,91.5,3,0.35,8
frozen,95,91.5,3,0.5,30
frozen,95,91.5,4,0.35,8
frozen,95,91.5,4,0.5,35
frozen,96,92.0,1,0.35,6
frozen,96,92.0,1,0.5,31
frozen,96,92.0,2,0.35,3
frozen,96,92.0,2,0.5,22
frozen,96,92.0,3,0.35,6
frozen,96,92.0,3,0.5,27
