hydrogen_node,end,hydrogen_role,attached_heavy_node,attached_heavy_element,direction_x,direction_y,direction_z,local_angle_violations,local_heavy_clashes,minimum_heavy_clearance_nm,heavy_neighbor_angle_1_deg,heavy_neighbor_angle_2_deg,preferred_alignment,selected_pool_index
H4:LOWER:0182:0,LOWER,SEED_PASSIVANT_H,S:1697,N,0.6267406697535883,-0.6643662304086276,0.407202216066482,0,0,0.22339709255919069,72.36306903263652,84.05222578339105,-0.7311173658647376,1
H4:LOWER:0183:0,LOWER,SEED_PASSIVANT_H,S:1699,N,-0.8110214564614726,0.3651533382196082,0.45706371191135736,0,0,0.22597106108830328,81.14104932028839,72.138535483986,-0.0715085929257418,41
H4:LOWER:0184:0,LOWER,SEED_PASSIVANT_H,S:1701,N,0.8615604391999687,-0.027211088674608083,0.5069252077562328,0,0,0.22221198992936897,78.52646357213109,72.15118614077291,-0.8045847737869366,1
H4:LOWER:0185:0,LOWER,SEED_PASSIVANT_H,S:1703,N,0.841955002319568,0.27768584051185535,0.4626038781163435,0,0,0.2302350117398096,76.6064715963876,76.43710429203254,-0.7744314506918717,0
H4:LOWER:0186:0,LOWER,SEED_PASSIVANT_H,S:1705,N,0.5809193874085452,0.5426883336150014,0.6066481994459834,0,0,0.21527096850211302,72.93529229500447,71.54687245695709,-0.8707001380647977,37
H4:LOWER:0187:0,LOWER,SEED_PASSIVANT_H,S:1707,N,0.1892022045249941,0.9249540903489674,0.32963988919667586,0,0,0.21432777189510985,90.59183177313324,70.026550401034,-0.6661684130892063,3
H4:LOWER:0188:0,LOWER,SEED_PASSIVANT_H,S:1709,N,0.04857481151635337,-0.8670515251581086,0.4958448753462604,0,0,0.22420028883062162,78.10200066297367,73.1258577473505,-0.11420235288362257,47
H4:UPPER:0027:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-10:-6,B,0.13911835567200795,-0.29728784545782,0.9445983379501385,0,0,0.2438155970854123,97.99689981804329,70.9121132389124,-0.20691688587442286,10
H4:UPPER:0028:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-10:6,B,-0.05129153866554862,-0.39581326387029914,0.9168975069252078,0,0,0.2314258637130362,111.61879368380944,71.50997688068823,0.022456628211207412,17
H4:UPPER:0029:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-13:-5,B,-0.33798345006027875,-0.5370895093000178,0.7728531855955678,0,0,0.2089769594772016,72.77387288105962,70.24606545786719,-0.6249418039736304,7
H4:UPPER:0030:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-13:5,B,0.13911835567200795,-0.29728784545782,0.9445983379501385,0,0,0.20934588423903044,100.83017396661943,70.9121132389123,-0.17827385169710075,4
H4:UPPER:0031:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-1:-9,B,-0.33798345006027875,-0.5370895093000178,0.7728531855955678,0,0,0.2089769594772016,70.24606545786719,72.77387288105962,-0.6315147199505494,1
H4:UPPER:0032:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-1:9,B,0.102881304301159,0.32800180990955563,0.9390581717451524,0,0,0.2073813108116866,103.45126753476477,70.39716034715202,-0.1465503210987265,4
H4:UPPER:0033:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-2:-4,N,0.2318783079083965,-0.029441065400703632,-0.9722991689750693,0,0,0.2496401291523113,98.13089991195919,76.59231236836276,-0.10583239656666676,39
H4:UPPER:0034:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-2:4,N,-0.007034585481879788,-0.18142566208451683,-0.9833795013850415,0,0,0.25308137035637557,98.83574429489832,80.75617489317638,-0.020169593275571593,34
H4:UPPER:0035:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-4:-8,B,-0.20615638158138158,-0.03646616113466159,0.9778393351800554,0,0,0.25583813865596877,94.0999629252719,78.10280745340638,-0.14592776346950287,3
H4:UPPER:0036:0,UPPER,ANNULUS_OUTER_PASSIVANT_H,A:UPPER:-4:8,B,-0.20311122851713567,0.48532389700952844,0.850415512465374,0,0,0.21956470689154226,121.45701215732608,71.4129206591538,0.16739030031301738,23
H4:UPPER:0037:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-5:-3,N,-0.06637804930665009,0.2469230348372513,0.9667590027700831,0,0,0.24643054962959712,75.6981143445757,93.8060359435461,-0.1932959691274258,46
H4:UPPER:0038:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-5:3,N,-0.20615638158138158,-0.03646616113466159,0.9778393351800554,0,0,0.2515390223440116,82.26107257976038,85.90003707472826,-0.20296961936798855,34
H4:UPPER:0039:0,UPPER,ANNULUS_INNER_PASSIVANT_H,A:UPPER:-7:-1,B,0.058522976386306026,0.26950586165671697,-0.9612188365650969,0,0,0.24719689420054375,93.3549760193952,74.77203927741904,-0.21704577115460347,47
