model,initial_state,time_ps,mean_PYR2_bright,sd_PYR2_bright,q05_PYR2_bright,q50_PYR2_bright,q95_PYR2_bright,mean_PYR3_bright,sd_PYR3_bright,q05_PYR3_bright,q50_PYR3_bright,q95_PYR3_bright,mean_PYR4_bright,sd_PYR4_bright,q05_PYR4_bright,q50_PYR4_bright,q95_PYR4_bright,mean_PYR5_bright,sd_PYR5_bright,q05_PYR5_bright,q50_PYR5_bright,q95_PYR5_bright
point_dipole,PYR2_bright,0.05,0.9927811304086489,0.0011748568997369307,0.9915580985499719,0.9924886668010774,0.9950784219537259,0.006893745553836021,0.0011484510749797596,0.004632730664595462,0.007176544621658352,0.008087946022433271,0.00032496308027070913,5.0377260051725206e-05,0.0002477086622954523,0.00031835044181371074,0.0004042045152452355,1.6095724487019346e-07,1.1463297825788725e-07,9.012302512978822e-09,1.6579677673217236e-07,3.2454412736018335e-07
point_dipole,PYR2_bright,0.055,0.9914929802797329,0.001624860543125632,0.9898215090101273,0.9910534665674534,0.9947216133320708,0.008124855689585899,0.0015896050108484075,0.004945318063132043,0.008548116640349346,0.00972801156978746,0.00038205227908223944,6.919058465797871e-05,0.0002742482480711958,0.00037059933956873554,0.0004952850502438676,1.1175159911820278e-07,1.0357203677016381e-07,2.5604749130981244e-09,9.438240317496483e-08,3.037499598778941e-07
point_dipole,PYR2_bright,0.06,0.9901563574754807,0.0021767774225234706,0.9879672451910853,0.9895353678325136,0.9945133451558736,0.009402458243098103,0.002131003591298678,0.00510925024790836,0.00999871403596087,0.011530476192264761,0.0004410578951618167,9.218795508878462e-05,0.0002961063621211256,0.00042275804924049934,0.0005970110549585506,1.263862593377818e-07,8.476136919641547e-08,1.2812761057057458e-08,1.4079285415279575e-07,2.7350701141397415e-07
point_dipole,PYR2_bright,0.065,0.9887836943674535,0.002835374406402259,0.9859793800128673,0.9879525683637863,0.9944633691648953,0.010714689354705388,0.0027773415545388797,0.005114441932284945,0.011515334032821591,0.013506510452015369,0.0005014627010225618,0.00011972900544203631,0.0003124227945633973,0.00047327586415908966,0.0007097973444596897,1.5357681888068824e-07,1.2493828182578557e-07,1.2385467819011914e-08,1.0832418938025304e-07,3.9008595997837607e-07
point_dipole,PYR2_bright,0.07,0.987385853617762,0.0036022795541224666,0.9837880994156051,0.9864151459852735,0.9945722563903507,0.012051107637405491,0.0035304812944624503,0.004960494627423938,0.013084838339704908,0.01563189517818646,0.0005629130475796383,0.00015194475024284812,0.0003230939015513699,0.0005201732101721522,0.0008341775494087565,1.2569725301626675e-07,1.0834248061280778e-07,7.3408770995025384e-09,9.684946683047746e-08,3.112573777187173e-07
point_dipole,PYR2_bright,0.075,0.9859720497269752,0.004476529604632518,0.981405933386377,0.9848709887588626,0.9948289043992803,0.013402780274262031,0.00438954185570487,0.004657330356525609,0.014693246469550385,0.01784642525981347,0.0006250435780915081,0.00018896678872720358,0.0003279639746543996,0.0005639778713252647,0.0009700260868522444,1.2642067153547574e-07,1.0872042483404438e-07,2.3991952418285643e-08,1.1532355327982947e-07,2.7396733095232477e-07
point_dipole,PYR2_bright,0.08,0.9845498181387653,0.005454383193393812,0.9788636961331132,0.9831963025887845,0.9952142539906035,0.01476238569107194,0.005350881080719574,0.004223805475712359,0.01632623132215404,0.020164937600017148,0.0006876375464732464,0.00023091336589404777,0.0003272007121301495,0.000607454929485832,0.001117856760261163,1.5862369004526488e-07,1.4339055132249652e-07,1.4767447954112589e-08,1.0978294671641765e-07,4.536035603379356e-07
point_dipole,PYR2_bright,0.085,0.9831248360111754,0.006529409546147505,0.9761631415146758,0.9814899701889691,0.9956995580432678,0.01612438347396712,0.006408547684688966,0.003687156811841676,0.017841397767319796,0.02268230167043353,0.0007506508889021585,0.00027775587086295274,0.00032159211790804557,0.0006576756859829766,0.0012777049955098032,1.2962595570198233e-07,8.389408413287531e-08,2.5319911338855374e-08,1.0933692430492177e-07,2.723663953406391e-07
point_dipole,PYR2_bright,0.09,0.9817011612307661,0.0076938394014001476,0.9733045365037498,0.9797842248508136,0.9962504956628893,0.017484707036244912,0.007554739125176591,0.003080952743190597,0.019408625845396894,0.025396659231604158,0.0008139982003727797,0.00032955110708948314,0.00031166457173884395,0.0007023302863159343,0.0014492583908037918,1.335326165496648e-07,1.181435748622903e-07,2.6619645792837333e-08,8.596764720209746e-08,3.1103879699190034e-07
point_dipole,PYR2_bright,0.095,0.9802813192325246,0.008938025865531938,0.9702892552591209,0.9780932834937908,0.9968281719770632,0.01884075792795823,0.008780178168042066,0.0024429256894973194,0.021048153275131803,0.02825825048794612,0.0008777589607015838,0.00038629713939209234,0.0002983652695462514,0.0007456260907447959,0.0016328998520226466,1.6387881592961366e-07,1.6882861101797317e-07,6.781058417633506e-09,1.1599517720727596e-07,5.076311951669928e-07
point_dipole,PYR2_bright,0.1,0.9788664741132143,0.010251826301390203,0.9671185425260892,0.9764311891085687,0.9973914089799785,0.020191267950603192,0.01007497378055687,0.0018129698568483809,0.022662314985051325,0.03126631688871566,0.0009421262087918184,0.00044802094081544176,0.0002828549273957449,0.0007954618612376278,0.001827943658849524,1.3172739096409222e-07,1.015873923744652e-07,8.483807717604273e-09,1.1331502695552162e-07,2.863189507496007e-07
point_dipole,PYR2_bright,0.105,0.9774569429585822,0.011625287392099075,0.9637929577133397,0.9748127503092163,0.997900845465351,0.02153573929017273,0.011429060537863895,0.0012301134129940217,0.024237143783887142,0.03441917861422631,0.0010071702418067406,0.0005147512454313184,0.00026588598714984065,0.0008690286334692298,0.002034058706470283,1.4750943859949077e-07,1.310193642179782e-07,1.2488186609406955e-08,1.025341810443002e-07,3.9723990621824487e-07
point_dipole,PYR2_bright,0.11,0.9760521115043755,0.01304846528668985,0.9603145195347565,0.9732509311066001,0.998318924193391,0.02287454135431615,0.012832833417499561,0.0007305512442457737,0.025759660554079262,0.03771558581164894,0.0010731842248238518,0.0005865886701899829,0.0002485757815584586,0.0009503904532626769,0.0022510941372993554,1.6291648461340526e-07,1.5311555844769468e-07,1.6442640036815643e-08,9.319652246349117e-08,5.085844874096642e-07
point_dipole,PYR2_bright,0.115,0.9746511548339317,0.014513086322433786,0.9566837349590437,0.9717591836936476,0.9986152955213287,0.024208325617898176,0.014277726795011448,0.00034507155118481433,0.027216445397852847,0.04112530026705004,0.0011403769690251006,0.0006636003155047161,0.00023178375466481333,0.0009798926654972847,0.002477718502370548,1.4257914516536226e-07,1.3351520048877623e-07,1.0256352135682468e-08,1.0843332191832123e-07,2.904709677229391e-07
point_dipole,PYR2_bright,0.12,0.9732531744808884,0.01601200546700716,0.9529023410452758,0.970350354121029,0.9987658165266737,0.02553778193478358,0.015756526640694386,9.722722681045531e-05,0.028563615994953762,0.04461723607117655,0.0012088842113620946,0.0007458508838778094,0.00021598547674423025,0.0009650605176827025,0.0027136222614406826,1.5937296601967908e-07,1.5745762971793516e-07,1.7970097627639313e-08,9.833998579780071e-08,4.908676320421488e-07
point_dipole,PYR2_bright,0.125,0.9718572429181084,0.017539914937090124,0.9489717596304306,0.9690355102424599,0.9987563327531322,0.026863571318638854,0.017263704221391854,2.2058261406577034e-06,0.02978619032234667,0.04823053552021991,0.00127902723892539,0.0008335316740454437,0.0002018641595989924,0.0010152427329329862,0.0029577387091466838,1.5852432745434825e-07,1.459944624372952e-07,1.8423391853644146e-08,9.589384317460538e-08,4.4849460364040104e-07
point_dipole,PYR2_bright,0.13,0.9704632299712908,0.019093525225588822,0.9448929021543313,0.9678263206132771,0.9985824738251157,0.028185744950342158,0.01879539177990497,6.555990925020779e-05,0.030900405213971634,0.051961342323230096,0.0013508557453096226,0.0009265777893806686,0.00018954478706634175,0.0010746468008926064,0.0032084551211577768,1.693330579999241e-07,1.6664370763391886e-07,3.2340614610808337e-09,9.430753835590374e-08,4.1541731431287877e-07
point_dipole,PYR2_bright,0.135,0.9690713360808383,0.020671053825319103,0.940668027466122,0.9667325150866718,0.9982496952961603,0.029503971652301158,0.02034959154808293,0.00027138770080055127,0.03189612504555121,0.05580652894335757,0.0014245406116798714,0.0010251255668572972,0.00017898076866806667,0.0011293106928790672,0.003465255476416078,1.516551807927056e-07,1.4382344864210012e-07,2.2122974792201116e-09,1.5885347274435804e-07,3.4205463678343936e-07
point_dipole,PYR2_bright,0.14,0.9676825113182701,0.022272664441433526,0.9362978833312968,0.9657627755067719,0.9981632277439332,0.030817097561165546,0.02192565144252484,0.0005249473962495747,0.032765025339824484,0.05976268160083613,0.0015002170019999853,0.0011291792845448442,0.00017016311687479023,0.0011951149628635352,0.0037260745750748595,1.741185644569363e-07,1.6091794561422832e-07,2.505358365460537e-08,1.4479850385437772e-07,4.995446988266538e-07
point_dipole,PYR2_bright,0.145,0.966298744695479,0.02389946550508803,0.9317845482424113,0.9649528666343846,0.9979355713028639,0.03212326826274222,0.023524194959088775,0.00020187351878543427,0.033499230186746366,0.06382569896875924,0.0015777967986530812,0.00123854666868145,0.00016253285835341402,0.0012674658634248843,0.003989445497277741,1.90243126040197e-07,1.8450371161564364e-07,4.73044609458478e-08,1.3159514733214858e-07,5.938644205496219e-07
point_dipole,PYR2_bright,0.15,0.9649223461891145,0.025553734883963182,0.9271296090956527,0.9643324110709681,0.9976092474098073,0.03342007183451697,0.025146914699541466,0.00016006133005806237,0.03409212610611721,0.0679925823396042,0.0016574489573808245,0.0013533549650807108,0.0001556689434545417,0.001347222409871918,0.004254224068025827,1.330189876136286e-07,1.3954316820449797e-07,1.9993383546260324e-08,1.1651018119970922e-07,3.218798858366625e-07
point_dipole,PYR2_bright,0.155,0.9635565753957774,0.027238205338685702,0.922334322088611,0.9638643929223484,0.9971243874057235,0.034704181025587685,0.026795619826898126,0.00045983204121892565,0.03453894792389902,0.0722588156093565,0.0017390225385968047,0.0014732817691311564,0.00014907963030227168,0.0014347414884471772,0.004517724141562821,2.2104003830001246e-07,2.0944794758837005e-07,9.820791529810815e-09,1.370371087414886e-07,6.714250620209785e-07
point_dipole,PYR2_bright,0.16,0.9622051839083877,0.028955527291337782,0.91740115984204,0.9635532719076737,0.9968412157947882,0.035972156234519756,0.028472633390083706,0.0008984686966746322,0.03483538956527531,0.07662094248174067,0.0018224882477973076,0.001598263190652501,0.00014200705513524743,0.0015299417282382468,0.004778803374197223,1.7160929560615684e-07,1.3888811055863736e-07,2.6212725820153068e-08,1.5563339364864772e-07,4.2464374526188687e-07
point_dipole,PYR2_bright,0.165,0.9608718934036927,0.03070853927988727,0.9123311095144829,0.9634016452670041,0.9974505031549747,0.03722006443665649,0.03017992557014247,0.0014057358195175144,0.034978916474668074,0.08107497373818784,0.0019078932461233477,0.001728268659000728,0.00013408486845750296,0.001600056220928171,0.0050353771686426005,1.48913527377612e-07,1.4682101618323964e-07,1.3619694079094592e-08,1.058020811536949e-07,2.937668707333757e-07
point_dipole,PYR2_bright,0.17,0.9595609562593802,0.03249919567516122,0.9071265656749589,0.9634102916635916,0.9975006659284235,0.03844383052221479,0.03191884066571816,0.0008942311191843076,0.03496862698863334,0.0856163762114923,0.001994955805705119,0.0018629578170475012,0.0001248536601767471,0.0016210763917793374,0.005284848571962136,2.5741270012751755e-07,2.507337525291137e-07,6.521109182383791e-09,1.665340050974444e-07,7.248159350644501e-07
point_dipole,PYR2_bright,0.17500000000000002,0.9582761392929268,0.03432895230736444,0.9018713465279601,0.9635795594118335,0.9968465857641666,0.0396398950932439,0.03369048402123448,0.001447855847444113,0.034804176620930695,0.09024179451365676,0.0020838339572346533,0.0020025774706265947,0.00011396644143287413,0.0017041684453908239,0.005526179218750881,1.3165659500308602e-07,1.1298439697493426e-07,6.139255882100511e-09,1.047607931253915e-07,3.29779426216972e-07
point_dipole,PYR2_bright,0.18,0.957020771951613,0.03619852804087177,0.8965253865553625,0.9639074466264108,0.9966570766508861,0.04080466881204229,0.03549473812341751,0.002096156298846023,0.0344873040228723,0.09494614923115309,0.00217434460655688,0.002146943389265983,0.00010153369796017133,0.0017411990783940494,0.005756481252826743,2.1462978811075346e-07,2.0504977022591717e-07,3.137763068123597e-08,1.3562992985243817e-07,6.485883346126596e-07
point_dipole,PYR2_bright,0.185,0.9557979280393608,0.03810750826370488,0.8910668333908148,0.9643907665550742,0.9975450351560887,0.041935426911534436,0.037330898560316905,0.0023580897234189596,0.03402098660441112,0.0997257626694949,0.002266410428805954,0.00229623186840926,8.760630177417966e-05,0.0017668744121417971,0.005980407056144368,2.3462029930237522e-07,2.2063680552793676e-07,1.4317773613555305e-08,1.2769963211908238e-07,7.672484139230924e-07
point_dipole,PYR2_bright,0.19,0.9546094053545595,0.040054784595338615,0.8854978226258452,0.9650255712757544,0.9983184457429332,0.04303024966856603,0.03919739462392491,0.0016177698342778085,0.03340893466707728,0.10457612750338736,0.0023602096770583424,0.0024508260892751044,6.374035233475889e-05,0.0017813372805487464,0.006340465774076014,1.352998162449898e-07,1.2903086928589902e-07,1.1065590780257786e-08,5.52157521276046e-08,3.341804006838335e-07
point_dipole,PYR2_bright,0.195,0.9534563436570813,0.04203824077508025,0.8798218920616216,0.9658055148152894,0.9982298168223885,0.04408791443772187,0.041091583094062245,0.0010026333374066653,0.03265697728615458,0.1094924164686714,0.002455469585002724,0.0026107659139095736,3.725807532488389e-05,0.001784028381195013,0.006712382434543251,2.723201943776508e-07,2.642597670411119e-07,3.473007905299349e-08,1.320185979218667e-07,8.229503310947856e-07
point_dipole,PYR2_bright,0.2,0.9523389378118801,0.04405494950972738,0.874041818835692,0.9667237323491541,0.9978332112573807,0.0451084542025848,0.04301031524955645,0.000526106218843136,0.03177171398780643,0.11447097786717854,0.0025524291593794542,0.0027768555670013833,1.7938943224740504e-05,0.001775694382253628,0.00709738922540651,1.7882615587919592e-07,1.9262147827446846e-07,1.4904614352851863e-08,9.520331205766524e-08,5.386920346687037e-07
point_dipole,PYR2_bright,0.20500000000000002,0.9512559985881136,0.04610114471223848,0.868160400914524,0.9677721563589162,0.997298245215888,0.046092769352968674,0.04494946305334725,0.0009333133270792704,0.03076067393252199,0.11950628500192706,0.002651031992452108,0.0029493995595848595,6.19874362595273e-06,0.0017684203439325755,0.007494483527308705,2.0006646586440825e-07,2.1409666528962073e-07,1.4230880065462589e-08,1.3279699724529241e-07,7.038677268197929e-07
point_dipole,PYR2_bright,0.21,0.9502056918799549,0.04817250078436538,0.8621813162660129,0.9689407526548395,0.9966393259341428,0.047042822296395226,0.046904465083742665,0.0009938243242746602,0.02963324516639618,0.1245945457956194,0.002751221110896108,0.003129120131873848,3.358875149805992e-06,0.001869378974459143,0.007904449895014548,2.647127541516214e-07,2.3678668693899456e-07,4.7375099175887464e-08,1.3655874527296653e-07,6.312545357370145e-07
point_dipole,PYR2_bright,0.215,0.9491851839227653,0.05026415648899938,0.8561069293472889,0.9702194640425408,0.9965444838365283,0.04796142804432358,0.048870189989217445,0.0005284273086397246,0.028399145668123675,0.12973080710083432,0.0028532223198121606,0.0033169226065821325,8.950925872036819e-06,0.0019723708443351736,0.008327372733289916,1.6571309892047815e-07,2.050605975191014e-07,1.4669589178832789e-08,5.453340846849548e-08,4.3717495068224597e-07
point_dipole,PYR2_bright,0.22,0.9481907293901386,0.052370731957802286,0.8499410248452633,0.9715966761044847,0.996739766968244,0.0488521972102325,0.050841246880606684,0.0002064762364458607,0.027069156710117556,0.13491009291643266,0.0029568126718942387,0.0035132703352271743,8.621634860587613e-06,0.0020764260046487104,0.008762595928120542,2.6072773483955377e-07,2.772733916635709e-07,4.295505092313603e-08,1.902905165071288e-07,9.795046960955243e-07
point_dipole,PYR2_bright,0.225,0.9472183130051047,0.054487059355283814,0.8436864963959798,0.9730596181452279,0.997457339383657,0.04971931708163966,0.05281221337312985,0.0004664957240146386,0.02565540951666708,0.1401285184939472,0.0030621489812487357,0.0037194156624485546,1.5263920591986654e-05,0.002179532373853531,0.009211412250833401,2.2093200727187201e-07,1.9776689202955261e-07,4.072134574446823e-08,1.4723262371104905e-07,7.016172555134992e-07
point_dipole,PYR2_bright,0.23,0.9462635079350096,0.056607711034862986,0.8373464113013293,0.9745957075028885,0.9981544599682033,0.05056716783163849,0.054777517166051226,0.0009205853907183831,0.0241700218355314,0.14538024230706623,0.003169111171825307,0.003935921949206604,2.859245798207908e-05,0.00228073575790132,0.009672557159311758,2.1306152686643443e-07,2.9380690206226655e-07,1.6829689439716683e-08,1.076208979459924e-07,8.819793647176064e-07
point_dipole,PYR2_bright,0.23500000000000001,0.9453216701774442,0.05872762416858911,0.8309245514105414,0.9761907305744405,0.9983842129767427,0.051400490598269635,0.05673228356635784,0.0005672556143426836,0.022626163894537952,0.1506614617057417,0.0032775796045029747,0.004163790499735092,4.824434578303054e-05,0.0023785089715071812,0.010146990620886339,2.5961978337882103e-07,2.3823525067887094e-07,2.625031353979856e-08,2.2360521020778395e-07,7.125168410879618e-07
point_dipole,PYR2_bright,0.24,0.9443886349542884,0.06084247668265558,0.8244234609635135,0.9778302982268314,0.9982970967529318,0.05222361505637873,0.05867170139315224,0.0003035449464168575,0.02103769749243296,0.15596686430936466,0.003387533984358738,0.00440403863769579,7.374788585713604e-05,0.0024709295132635234,0.010634555810944931,2.160049742324169e-07,2.1257310604373013e-07,1.884418120645074e-08,1.2796080358249822e-07,5.786869415674825e-07
point_dipole,PYR2_bright,0.245,0.9434604995904714,0.06294813796886098,0.8178470991264147,0.9795001443468604,0.998536895010438,0.05304059317413671,0.06059178784184115,8.051535898643422e-05,0.01941824448707566,0.16129147364466023,0.00349865154971609,0.0046571632177200605,0.00010434509593090321,0.0024643313083270533,0.011134596354719016,2.55685675938108e-07,3.380421713933583e-07,1.725722611420129e-08,1.2524750641903423e-07,1.1279967646147324e-06
point_dipole,PYR2_bright,0.25,0.9425338933182135,0.06504164009616643,0.8111984226132033,0.981184695280022,0.9986321352402622,0.05385499230096222,0.06248946313254781,6.809916834571498e-06,0.017782275899316864,0.16663123780229716,0.0036108858047733663,0.004924430136398677,0.0001393992385181847,0.0024366438738022593,0.01164841806839249,2.2857605132128105e-07,2.0028536139127004e-07,2.3559607054309805e-08,1.785774660198978e-07,6.364056062706914e-07
point_dipole,PYR2_bright,0.255,0.9416065568917247,0.06712072705749154,0.8044807045113507,0.9828691031288941,0.9985778972924864,0.054669328365035276,0.06436195552011474,8.674026720504632e-05,0.016144270643277045,0.1719801455553447,0.003723853601958819,0.005206192703394624,0.00017804459234770063,0.0023995975584572287,0.012174487883112704,2.611412814863147e-07,3.379087384828194e-07,1.0960032536744179e-08,1.1431777932391524e-07,1.095918832928593e-06
point_dipole,PYR2_bright,0.26,0.9406768946951783,0.06918383964096778,0.797697763115267,0.9845384244435477,0.9983802156125663,0.055485489235286144,0.06620788658361043,0.00031487298620765954,0.014518330136923375,0.17733448180856146,0.003837372608794466,0.005503337007621383,0.0002192304766960183,0.0023624706061912077,0.01271394955659542,2.434607413354082e-07,2.567107538258789e-07,1.4008666377173201e-08,1.7041645267378687e-07,7.337201347906334e-07
point_dipole,PYR2_bright,0.265,0.9397443568401391,0.071230579920134,0.7908522698402731,0.986177119476594,0.9980538770200421,0.056304213382515185,0.06802626204076231,0.0005347526867177992,0.0129190146715755,0.1826886746222165,0.0039511917121979705,0.005816555296727765,0.0002621841275667987,0.0024122282391891904,0.0132663481224771,2.3806514776419168e-07,2.324431912325196e-07,2.6397280777678917e-08,1.0270234082360873e-07,6.771244161668775e-07
point_dipole,PYR2_bright,0.27,0.9388095650153891,0.07326097308330867,0.7839482838135442,0.987227420983284,0.9983609399355476,0.05712522897123239,0.06981686710915652,0.0005756374138940761,0.011360297446246271,0.18803789353108633,0.0040649169502651895,0.006146014910442368,0.00030578047860627686,0.0023348464688225145,0.01383106690485591,2.89063113436238e-07,3.9303756293745607e-07,2.2098091255226465e-08,1.1542934691994891e-07,1.2829364438809697e-06
point_dipole,PYR2_bright,0.275,0.937873897070438,0.07527596754038209,0.7769887705028373,0.9870082578575687,0.9986307997281959,0.05794736136160845,0.07158036493928138,0.0003706854564972599,0.010117816949492745,0.19337798774950807,0.004178524398462928,0.006492669805024826,0.0003299846259817434,0.002252786652646671,0.014409370875562258,2.1716949096445568e-07,1.9657019421678597e-07,1.7037609369147296e-08,1.22544883939155e-07,5.593548708872243e-07
point_dipole,PYR2_bright,0.28,0.936939655717269,0.07727695874684423,0.7699771419378493,0.9875351778695931,0.9980298564305274,0.05876844982356141,0.07331755109373427,0.0003654208464841299,0.010166926688109788,0.19870292986909519,0.0042916073664888066,0.00685634944687162,0.0003453640190264527,0.002165889220114086,0.014999465642666354,2.870926812526797e-07,3.7919579660755535e-07,2.05158513120909e-08,1.1098189024380445e-07,1.3484133747374067e-06
point_dipole,PYR2_bright,0.28500000000000003,0.9360099405538873,0.07926575664240681,0.7629171858811578,0.9879839297600488,0.9973184080415715,0.0595856323081421,0.07503007904285455,0.00010081017950148532,0.010069386949559866,0.20400918275505697,0.004404167191196049,0.007237623427069963,0.00037912905893569494,0.002074926829019374,0.015602681994222177,2.5994677469845743e-07,3.0434590127396926e-07,3.438658359160789e-08,1.1748300525009413e-07,9.439284978518006e-07
point_dipole,PYR2_bright,0.29,0.9350882559007364,0.0812447223962187,0.7558116459582686,0.9872256631438731,0.9974051642037979,0.06039533248637943,0.07671958551844932,5.529035628835781e-05,0.009827962638350373,0.2092910258672265,0.004516166390138853,0.00763666244947196,0.0004070054605450597,0.0020075808444865732,0.01621821665512706,2.4522274548491347e-07,2.724738255511319e-07,1.4670575469253108e-08,1.3096379894168093e-07,8.735738534846931e-07
point_dipole,PYR2_bright,0.295,0.9341784284592132,0.0832160911609949,0.7486646063319526,0.9864193838537034,0.997802094970556,0.06119376866647004,0.07838818391053537,0.00024597738727782903,0.010483173517475429,0.21454391495123618,0.0046275022036207135,0.008053193608026778,0.00042778460672788523,0.001951839712278051,0.01684553938141712,3.006706963186657e-07,4.2279997629584073e-07,1.2924469659665416e-08,1.1667781091251475e-07,1.4418346976747065e-06
point_dipole,PYR2_bright,0.3,0.9332845146659523,0.08518261238515627,0.7414789870742744,0.9857409058739588,0.998047954386449,0.061976707767922905,0.08003809820294008,0.0003021681780705165,0.011549094187649336,0.21976367074907469,0.0047385462493592725,0.008487835281543465,0.00044088308537035335,0.0019002984339205455,0.017485815427265072,2.3131676559182653e-07,2.487774450601914e-07,3.067380183720692e-08,1.374688221128234e-07,7.198047666007519e-07
point_dipole,PYR2_bright,0.305,0.9324102765853313,0.08714679492470197,0.7342582706207937,0.986788871247047,0.9981338610839036,0.06274006043970072,0.08167136380425763,0.0006996962018782527,0.012549919968183002,0.22494440691920226,0.004849353805806576,0.008939898022206056,0.00044552993927227894,0.001853157751934184,0.018137011714639967,3.0916916145883995e-07,4.5541617475761716e-07,6.734798619856745e-09,1.3897177453460014e-07,1.603968622979215e-06
