node_id,element,node_type,end,source_index_0based,graph_source,coordinates_assigned,formal_charge_assigned,force_field_type_assigned,circumferential_index,lattice_x,lattice_y,radius_proxy_nm,angle_turns,bridge_path_id,bridge_index,bridge_position,attached_seed_node,attached_annulus_node,selected_gap_nm,feasible_gap_minimum_nm,feasible_gap_maximum_nm,mapping_seed_parity,mapping_orientation,mapping_rotation,mapping_chirality,attached_to
P:1203,N,PARENT_HBN,PARENT,1203,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1204,B,PARENT_HBN,PARENT,1204,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1205,N,PARENT_HBN,PARENT,1205,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1206,B,PARENT_HBN,PARENT,1206,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1207,N,PARENT_HBN,PARENT,1207,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1208,B,PARENT_HBN,PARENT,1208,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1209,N,PARENT_HBN,PARENT,1209,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1210,B,PARENT_HBN,PARENT,1210,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1211,N,PARENT_HBN,PARENT,1211,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1212,B,PARENT_HBN,PARENT,1212,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1213,N,PARENT_HBN,PARENT,1213,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1214,B,PARENT_HBN,PARENT,1214,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1215,N,PARENT_HBN,PARENT,1215,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1216,B,PARENT_HBN,PARENT,1216,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1217,N,PARENT_HBN,PARENT,1217,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1218,B,PARENT_HBN,PARENT,1218,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1219,N,PARENT_HBN,PARENT,1219,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1220,B,PARENT_HBN,PARENT,1220,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1221,N,PARENT_HBN,PARENT,1221,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1222,B,PARENT_HBN,PARENT,1222,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1223,N,PARENT_HBN,PARENT,1223,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1224,B,PARENT_HBN,PARENT,1224,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1225,N,PARENT_HBN,PARENT,1225,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1226,B,PARENT_HBN,PARENT,1226,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1227,N,PARENT_HBN,PARENT,1227,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1228,B,PARENT_HBN,PARENT,1228,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1229,N,PARENT_HBN,PARENT,1229,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1230,B,PARENT_HBN,PARENT,1230,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1231,N,PARENT_HBN,PARENT,1231,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1232,B,PARENT_HBN,PARENT,1232,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1233,N,PARENT_HBN,PARENT,1233,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1234,B,PARENT_HBN,PARENT,1234,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1235,N,PARENT_HBN,PARENT,1235,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1236,B,PARENT_HBN,PARENT,1236,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1237,N,PARENT_HBN,PARENT,1237,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1238,B,PARENT_HBN,PARENT,1238,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1239,N,PARENT_HBN,PARENT,1239,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1240,B,PARENT_HBN,PARENT,1240,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1241,N,PARENT_HBN,PARENT,1241,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1242,B,PARENT_HBN,PARENT,1242,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1243,N,PARENT_HBN,PARENT,1243,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1244,B,PARENT_HBN,PARENT,1244,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1245,N,PARENT_HBN,PARENT,1245,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1246,B,PARENT_HBN,PARENT,1246,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1247,N,PARENT_HBN,PARENT,1247,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1248,B,PARENT_HBN,PARENT,1248,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1249,N,PARENT_HBN,PARENT,1249,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1250,B,PARENT_HBN,PARENT,1250,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1251,N,PARENT_HBN,PARENT,1251,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1252,B,PARENT_HBN,PARENT,1252,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1253,N,PARENT_HBN,PARENT,1253,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1254,B,PARENT_HBN,PARENT,1254,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1255,N,PARENT_HBN,PARENT,1255,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1256,B,PARENT_HBN,PARENT,1256,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1257,N,PARENT_HBN,PARENT,1257,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1258,B,PARENT_HBN,PARENT,1258,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1259,N,PARENT_HBN,PARENT,1259,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1260,B,PARENT_HBN,PARENT,1260,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1261,N,PARENT_HBN,PARENT,1261,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1262,B,PARENT_HBN,PARENT,1262,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1263,N,PARENT_HBN,PARENT,1263,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1264,B,PARENT_HBN,PARENT,1264,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1265,N,PARENT_HBN,PARENT,1265,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1266,B,PARENT_HBN,PARENT,1266,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1267,N,PARENT_HBN,PARENT,1267,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1268,B,PARENT_HBN,PARENT,1268,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1269,N,PARENT_HBN,PARENT,1269,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1270,B,PARENT_HBN,PARENT,1270,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1271,N,PARENT_HBN,PARENT,1271,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1272,B,PARENT_HBN,PARENT,1272,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1273,N,PARENT_HBN,PARENT,1273,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1274,B,PARENT_HBN,PARENT,1274,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1275,N,PARENT_HBN,PARENT,1275,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1276,B,PARENT_HBN,PARENT,1276,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1277,N,PARENT_HBN,PARENT,1277,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1278,B,PARENT_HBN,PARENT,1278,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1279,N,PARENT_HBN,PARENT,1279,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1280,B,PARENT_HBN,PARENT,1280,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1281,N,PARENT_HBN,PARENT,1281,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1282,B,PARENT_HBN,PARENT,1282,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1283,N,PARENT_HBN,PARENT,1283,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1284,B,PARENT_HBN,PARENT,1284,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1285,N,PARENT_HBN,PARENT,1285,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1286,B,PARENT_HBN,PARENT,1286,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1287,N,PARENT_HBN,PARENT,1287,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1288,B,PARENT_HBN,PARENT,1288,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1289,N,PARENT_HBN,PARENT,1289,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1290,B,PARENT_HBN,PARENT,1290,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1291,N,PARENT_HBN,PARENT,1291,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1292,B,PARENT_HBN,PARENT,1292,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1293,N,PARENT_HBN,PARENT,1293,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1294,B,PARENT_HBN,PARENT,1294,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1295,N,PARENT_HBN,PARENT,1295,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1296,B,PARENT_HBN,PARENT,1296,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1297,N,PARENT_HBN,PARENT,1297,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1298,B,PARENT_HBN,PARENT,1298,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1299,N,PARENT_HBN,PARENT,1299,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1300,B,PARENT_HBN,PARENT,1300,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1301,N,PARENT_HBN,PARENT,1301,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1302,B,PARENT_HBN,PARENT,1302,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1303,N,PARENT_HBN,PARENT,1303,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1304,B,PARENT_HBN,PARENT,1304,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1305,N,PARENT_HBN,PARENT,1305,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1306,B,PARENT_HBN,PARENT,1306,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1307,N,PARENT_HBN,PARENT,1307,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1308,B,PARENT_HBN,PARENT,1308,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1309,N,PARENT_HBN,PARENT,1309,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1310,B,PARENT_HBN,PARENT,1310,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1311,N,PARENT_HBN,PARENT,1311,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1312,B,PARENT_HBN,PARENT,1312,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1313,N,PARENT_HBN,PARENT,1313,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1314,B,PARENT_HBN,PARENT,1314,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1315,N,PARENT_HBN,PARENT,1315,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1316,B,PARENT_HBN,PARENT,1316,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1317,N,PARENT_HBN,PARENT,1317,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1318,B,PARENT_HBN,PARENT,1318,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1319,N,PARENT_HBN,PARENT,1319,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1320,B,PARENT_HBN,PARENT,1320,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1321,N,PARENT_HBN,PARENT,1321,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1322,B,PARENT_HBN,PARENT,1322,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1323,N,PARENT_HBN,PARENT,1323,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1324,B,PARENT_HBN,PARENT,1324,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1325,N,PARENT_HBN,PARENT,1325,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1326,B,PARENT_HBN,PARENT,1326,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1327,N,PARENT_HBN,PARENT,1327,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1328,B,PARENT_HBN,PARENT,1328,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1329,N,PARENT_HBN,PARENT,1329,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1330,B,PARENT_HBN,PARENT,1330,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1331,N,PARENT_HBN,PARENT,1331,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1332,B,PARENT_HBN,PARENT,1332,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1333,N,PARENT_HBN,PARENT,1333,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1334,B,PARENT_HBN,PARENT,1334,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1335,N,PARENT_HBN,PARENT,1335,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1336,B,PARENT_HBN,PARENT,1336,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1337,N,PARENT_HBN,PARENT,1337,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1338,B,PARENT_HBN,PARENT,1338,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1339,N,PARENT_HBN,PARENT,1339,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1340,B,PARENT_HBN,PARENT,1340,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1341,N,PARENT_HBN,PARENT,1341,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1342,B,PARENT_HBN,PARENT,1342,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1343,N,PARENT_HBN,PARENT,1343,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1344,B,PARENT_HBN,PARENT,1344,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1345,N,PARENT_HBN,PARENT,1345,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1346,B,PARENT_HBN,PARENT,1346,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1347,N,PARENT_HBN,PARENT,1347,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1348,B,PARENT_HBN,PARENT,1348,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1349,N,PARENT_HBN,PARENT,1349,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1350,B,PARENT_HBN,PARENT,1350,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1351,N,PARENT_HBN,PARENT,1351,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1352,B,PARENT_HBN,PARENT,1352,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1353,N,PARENT_HBN,PARENT,1353,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1354,B,PARENT_HBN,PARENT,1354,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1355,N,PARENT_HBN,PARENT,1355,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1356,B,PARENT_HBN,PARENT,1356,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1357,N,PARENT_HBN,PARENT,1357,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1358,B,PARENT_HBN,PARENT,1358,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1359,N,PARENT_HBN,PARENT,1359,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1360,B,PARENT_HBN,PARENT,1360,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1361,N,PARENT_HBN,PARENT,1361,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1362,B,PARENT_HBN,PARENT,1362,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1363,N,PARENT_HBN,PARENT,1363,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1364,B,PARENT_HBN,PARENT,1364,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1365,N,PARENT_HBN,PARENT,1365,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1366,B,PARENT_HBN,PARENT,1366,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1367,N,PARENT_HBN,PARENT,1367,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1368,B,PARENT_HBN,PARENT,1368,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1369,N,PARENT_HBN,PARENT,1369,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1370,B,PARENT_HBN,PARENT,1370,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1371,N,PARENT_HBN,PARENT,1371,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1372,B,PARENT_HBN,PARENT,1372,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1373,N,PARENT_HBN,PARENT,1373,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1374,B,PARENT_HBN,PARENT,1374,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1375,N,PARENT_HBN,PARENT,1375,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1376,B,PARENT_HBN,PARENT,1376,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1377,N,PARENT_HBN,PARENT,1377,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1378,B,PARENT_HBN,PARENT,1378,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1379,N,PARENT_HBN,PARENT,1379,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1380,B,PARENT_HBN,PARENT,1380,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1381,N,PARENT_HBN,PARENT,1381,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1382,B,PARENT_HBN,PARENT,1382,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1383,N,PARENT_HBN,PARENT,1383,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1384,B,PARENT_HBN,PARENT,1384,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1385,N,PARENT_HBN,PARENT,1385,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1386,B,PARENT_HBN,PARENT,1386,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1387,N,PARENT_HBN,PARENT,1387,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1388,B,PARENT_HBN,PARENT,1388,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1389,N,PARENT_HBN,PARENT,1389,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1390,B,PARENT_HBN,PARENT,1390,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1391,N,PARENT_HBN,PARENT,1391,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1392,B,PARENT_HBN,PARENT,1392,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1393,N,PARENT_HBN,PARENT,1393,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1394,B,PARENT_HBN,PARENT,1394,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1395,N,PARENT_HBN,PARENT,1395,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1396,B,PARENT_HBN,PARENT,1396,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1397,N,PARENT_HBN,PARENT,1397,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1398,B,PARENT_HBN,PARENT,1398,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
P:1399,N,PARENT_HBN,PARENT,1399,GATE3F_RETAINED_HEAVY_NODE,False,False,False,,,,,,,,,,,,,,,,,,
