end,source_node,target_node,interface,edge_type,cycles_length3,cycles_length4,cycles_length5,cycles_length6,cycles_length7,cycles_length8,cycles_length9,cycles_length10
LOWER,LOWER:L1:0,LOWER:L2:0,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:0,LOWER:P:46,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:0,LOWER:P:48,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:1,LOWER:L2:1,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:1,LOWER:P:46,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:1,LOWER:P:48,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:10,LOWER:L2:10,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,4
LOWER,LOWER:L1:10,LOWER:P:6,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:10,LOWER:P:8,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:11,LOWER:L2:11,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,4
LOWER,LOWER:L1:11,LOWER:P:6,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:11,LOWER:P:8,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:12,LOWER:L2:12,L1_TO_L2,COLLAR_BN,0,0,0,4,0,4,0,0
LOWER,LOWER:L1:12,LOWER:P:10,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:12,LOWER:P:12,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:13,LOWER:L2:13,L1_TO_L2,COLLAR_BN,0,0,0,4,0,4,0,0
LOWER,LOWER:L1:13,LOWER:P:10,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:13,LOWER:P:12,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:14,LOWER:L2:14,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,8
LOWER,LOWER:L1:14,LOWER:P:14,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,4
LOWER,LOWER:L1:14,LOWER:P:16,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,4
LOWER,LOWER:L1:15,LOWER:L2:15,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,8
LOWER,LOWER:L1:15,LOWER:P:14,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,4
LOWER,LOWER:L1:15,LOWER:P:16,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,4
LOWER,LOWER:L1:16,LOWER:L2:16,L1_TO_L2,COLLAR_BN,0,0,0,4,0,4,0,0
LOWER,LOWER:L1:16,LOWER:P:18,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:16,LOWER:P:20,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:17,LOWER:L2:17,L1_TO_L2,COLLAR_BN,0,0,0,4,0,4,0,0
LOWER,LOWER:L1:17,LOWER:P:18,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:17,LOWER:P:20,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:18,LOWER:L2:18,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:18,LOWER:P:22,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:18,LOWER:P:24,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:19,LOWER:L2:19,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:19,LOWER:P:22,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:19,LOWER:P:24,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:2,LOWER:L2:2,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:2,LOWER:P:50,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:2,LOWER:P:52,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:20,LOWER:L2:20,L1_TO_L2,COLLAR_BN,0,0,0,4,0,4,0,0
LOWER,LOWER:L1:20,LOWER:P:26,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:20,LOWER:P:28,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:21,LOWER:L2:21,L1_TO_L2,COLLAR_BN,0,0,0,4,0,4,0,0
LOWER,LOWER:L1:21,LOWER:P:26,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:21,LOWER:P:28,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:22,LOWER:L2:22,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,4
LOWER,LOWER:L1:22,LOWER:P:30,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:22,LOWER:P:32,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:23,LOWER:L2:23,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,4
LOWER,LOWER:L1:23,LOWER:P:30,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:23,LOWER:P:32,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:24,LOWER:L2:24,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:24,LOWER:P:34,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:24,LOWER:P:36,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:25,LOWER:L2:25,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:25,LOWER:P:34,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:25,LOWER:P:36,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:26,LOWER:L2:26,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,4
LOWER,LOWER:L1:26,LOWER:P:38,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:26,LOWER:P:40,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:27,LOWER:L2:27,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,4
LOWER,LOWER:L1:27,LOWER:P:38,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:27,LOWER:P:40,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:28,LOWER:L2:28,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:28,LOWER:P:42,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:28,LOWER:P:44,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:29,LOWER:L2:29,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:29,LOWER:P:42,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:29,LOWER:P:44,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:3,LOWER:L2:3,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:3,LOWER:P:50,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:3,LOWER:P:52,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:4,LOWER:L2:4,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,4
LOWER,LOWER:L1:4,LOWER:P:54,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:4,LOWER:P:56,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:5,LOWER:L2:5,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,4
LOWER,LOWER:L1:5,LOWER:P:54,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:5,LOWER:P:56,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,2
LOWER,LOWER:L1:6,LOWER:L2:6,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:6,LOWER:P:0,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:6,LOWER:P:58,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:7,LOWER:L2:7,L1_TO_L2,COLLAR_BN,0,0,0,4,0,0,0,0
LOWER,LOWER:L1:7,LOWER:P:0,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:7,LOWER:P:58,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,0,0,0
LOWER,LOWER:L1:8,LOWER:L2:8,L1_TO_L2,COLLAR_BN,0,0,0,4,0,4,0,0
LOWER,LOWER:L1:8,LOWER:P:2,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:8,LOWER:P:4,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:9,LOWER:L2:9,L1_TO_L2,COLLAR_BN,0,0,0,4,0,4,0,0
LOWER,LOWER:L1:9,LOWER:P:2,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L1:9,LOWER:P:4,PARENT_TO_L1,PARENT_TO_COLLAR,0,1,0,2,0,2,0,0
LOWER,LOWER:L2:0,LOWER:L3:0,L2_TO_L3,COLLAR_BN,0,1,0,2,0,2,0,2
LOWER,LOWER:L2:0,LOWER:L3:1,L2_TO_L3,COLLAR_BN,0,1,0,2,0,2,0,2
LOWER,LOWER:L2:1,LOWER:L3:0,L2_TO_L3,COLLAR_BN,0,1,0,2,0,2,0,2
LOWER,LOWER:L2:1,LOWER:L3:1,L2_TO_L3,COLLAR_BN,0,1,0,2,0,2,0,2
LOWER,LOWER:L2:10,LOWER:L3:10,L2_TO_L3,COLLAR_BN,0,1,0,3,0,1,0,2
LOWER,LOWER:L2:10,LOWER:L3:11,L2_TO_L3,COLLAR_BN,0,1,0,3,0,1,0,2
LOWER,LOWER:L2:11,LOWER:L3:10,L2_TO_L3,COLLAR_BN,0,1,0,3,0,1,0,2
LOWER,LOWER:L2:11,LOWER:L3:11,L2_TO_L3,COLLAR_BN,0,1,0,3,0,1,0,2
LOWER,LOWER:L2:12,LOWER:L3:12,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:12,LOWER:L3:13,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:13,LOWER:L3:12,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:13,LOWER:L3:13,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:14,LOWER:L3:14,L2_TO_L3,COLLAR_BN,0,1,0,4,0,0,0,4
LOWER,LOWER:L2:14,LOWER:L3:15,L2_TO_L3,COLLAR_BN,0,1,0,4,0,0,0,4
LOWER,LOWER:L2:15,LOWER:L3:14,L2_TO_L3,COLLAR_BN,0,1,0,4,0,0,0,4
LOWER,LOWER:L2:15,LOWER:L3:15,L2_TO_L3,COLLAR_BN,0,1,0,4,0,0,0,4
LOWER,LOWER:L2:16,LOWER:L3:16,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:16,LOWER:L3:17,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:17,LOWER:L3:16,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:17,LOWER:L3:17,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:18,LOWER:L3:18,L2_TO_L3,COLLAR_BN,0,1,0,2,0,2,0,0
LOWER,LOWER:L2:18,LOWER:L3:19,L2_TO_L3,COLLAR_BN,0,1,0,2,0,2,0,0
LOWER,LOWER:L2:19,LOWER:L3:18,L2_TO_L3,COLLAR_BN,0,1,0,2,0,2,0,0
LOWER,LOWER:L2:19,LOWER:L3:19,L2_TO_L3,COLLAR_BN,0,1,0,2,0,2,0,0
LOWER,LOWER:L2:2,LOWER:L3:2,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,3
LOWER,LOWER:L2:2,LOWER:L3:3,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,3
LOWER,LOWER:L2:20,LOWER:L3:20,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:20,LOWER:L3:21,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:21,LOWER:L3:20,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:21,LOWER:L3:21,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:22,LOWER:L3:22,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,2
LOWER,LOWER:L2:22,LOWER:L3:23,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,2
LOWER,LOWER:L2:23,LOWER:L3:22,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,2
LOWER,LOWER:L2:23,LOWER:L3:23,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,2
LOWER,LOWER:L2:24,LOWER:L3:24,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,0
LOWER,LOWER:L2:24,LOWER:L3:25,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,0
LOWER,LOWER:L2:25,LOWER:L3:24,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,0
LOWER,LOWER:L2:25,LOWER:L3:25,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,0
LOWER,LOWER:L2:26,LOWER:L3:26,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,3
LOWER,LOWER:L2:26,LOWER:L3:27,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,3
LOWER,LOWER:L2:27,LOWER:L3:26,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,3
LOWER,LOWER:L2:27,LOWER:L3:27,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,3
LOWER,LOWER:L2:28,LOWER:L3:28,L2_TO_L3,COLLAR_BN,0,1,0,2,0,0,0,1
LOWER,LOWER:L2:28,LOWER:L3:29,L2_TO_L3,COLLAR_BN,0,1,0,2,0,0,0,1
LOWER,LOWER:L2:29,LOWER:L3:28,L2_TO_L3,COLLAR_BN,0,1,0,2,0,0,0,1
LOWER,LOWER:L2:29,LOWER:L3:29,L2_TO_L3,COLLAR_BN,0,1,0,2,0,0,0,1
LOWER,LOWER:L2:3,LOWER:L3:2,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,3
LOWER,LOWER:L2:3,LOWER:L3:3,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,3
LOWER,LOWER:L2:4,LOWER:L3:4,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,5
LOWER,LOWER:L2:4,LOWER:L3:5,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,5
LOWER,LOWER:L2:5,LOWER:L3:4,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,5
LOWER,LOWER:L2:5,LOWER:L3:5,L2_TO_L3,COLLAR_BN,0,1,0,3,0,0,0,5
LOWER,LOWER:L2:6,LOWER:L3:6,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,3
LOWER,LOWER:L2:6,LOWER:L3:7,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,3
LOWER,LOWER:L2:7,LOWER:L3:6,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,3
LOWER,LOWER:L2:7,LOWER:L3:7,L2_TO_L3,COLLAR_BN,0,1,0,2,0,1,0,3
LOWER,LOWER:L2:8,LOWER:L3:8,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:8,LOWER:L3:9,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:9,LOWER:L3:8,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L2:9,LOWER:L3:9,L2_TO_L3,COLLAR_BN,0,2,0,2,0,2,0,0
LOWER,LOWER:L3:0,LOWER:L4:0,L3_TO_L4,COLLAR_BN,0,0,0,0,0,4,0,4
LOWER,LOWER:L3:1,LOWER:L4:1,L3_TO_L4,COLLAR_BN,0,0,0,0,0,4,0,4
LOWER,LOWER:L3:10,LOWER:L4:7,L3_TO_L4,COLLAR_BN,0,0,0,2,0,2,0,4
LOWER,LOWER:L3:11,LOWER:L4:8,L3_TO_L4,COLLAR_BN,0,0,0,2,0,2,0,4
LOWER,LOWER:L3:12,LOWER:L4:9,L3_TO_L4,COLLAR_BN,0,2,0,0,0,4,0,0
LOWER,LOWER:L3:13,LOWER:L4:9,L3_TO_L4,COLLAR_BN,0,2,0,0,0,4,0,0
LOWER,LOWER:L3:14,LOWER:L4:10,L3_TO_L4,COLLAR_BN,0,0,0,4,0,0,0,8
LOWER,LOWER:L3:15,LOWER:L4:11,L3_TO_L4,COLLAR_BN,0,0,0,4,0,0,0,8
LOWER,LOWER:L3:16,LOWER:L4:12,L3_TO_L4,COLLAR_BN,0,2,0,0,0,4,0,0
LOWER,LOWER:L3:17,LOWER:L4:12,L3_TO_L4,COLLAR_BN,0,2,0,0,0,4,0,0
LOWER,LOWER:L3:18,LOWER:L4:13,L3_TO_L4,COLLAR_BN,0,0,0,0,0,4,0,0
LOWER,LOWER:L3:19,LOWER:L4:14,L3_TO_L4,COLLAR_BN,0,0,0,0,0,4,0,0
LOWER,LOWER:L3:2,LOWER:L4:1,L3_TO_L4,COLLAR_BN,0,0,0,0,0,2,0,6
LOWER,LOWER:L3:20,LOWER:L4:15,L3_TO_L4,COLLAR_BN,0,2,0,0,0,4,0,0
LOWER,LOWER:L3:21,LOWER:L4:15,L3_TO_L4,COLLAR_BN,0,2,0,0,0,4,0,0
LOWER,LOWER:L3:22,LOWER:L4:16,L3_TO_L4,COLLAR_BN,0,0,0,2,0,0,0,4
LOWER,LOWER:L3:23,LOWER:L4:17,L3_TO_L4,COLLAR_BN,0,0,0,2,0,0,0,4
LOWER,LOWER:L3:24,LOWER:L4:17,L3_TO_L4,COLLAR_BN,0,0,0,0,0,2,0,0
LOWER,LOWER:L3:25,LOWER:L4:18,L3_TO_L4,COLLAR_BN,0,0,0,0,0,2,0,0
LOWER,LOWER:L3:26,LOWER:L4:19,L3_TO_L4,COLLAR_BN,0,0,0,2,0,0,0,6
LOWER,LOWER:L3:27,LOWER:L4:20,L3_TO_L4,COLLAR_BN,0,0,0,2,0,0,0,6
LOWER,LOWER:L3:28,LOWER:L4:20,L3_TO_L4,COLLAR_BN,0,0,0,0,0,0,0,2
LOWER,LOWER:L3:29,LOWER:L4:21,L3_TO_L4,COLLAR_BN,0,0,0,0,0,0,0,2
LOWER,LOWER:L3:3,LOWER:L4:2,L3_TO_L4,COLLAR_BN,0,0,0,0,0,2,0,6
LOWER,LOWER:L3:4,LOWER:L4:3,L3_TO_L4,COLLAR_BN,0,0,0,2,0,0,0,10
LOWER,LOWER:L3:5,LOWER:L4:4,L3_TO_L4,COLLAR_BN,0,0,0,2,0,0,0,10
LOWER,LOWER:L3:6,LOWER:L4:4,L3_TO_L4,COLLAR_BN,0,0,0,0,0,2,0,6
LOWER,LOWER:L3:7,LOWER:L4:5,L3_TO_L4,COLLAR_BN,0,0,0,0,0,2,0,6
LOWER,LOWER:L3:8,LOWER:L4:6,L3_TO_L4,COLLAR_BN,0,2,0,0,0,4,0,0
LOWER,LOWER:L3:9,LOWER:L4:6,L3_TO_L4,COLLAR_BN,0,2,0,0,0,4,0,0
LOWER,LOWER:L4:0,LOWER:L5:1,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,6
LOWER,LOWER:L4:0,LOWER:L5:19,L4_TO_L5,COLLAR_BN,0,0,0,1,0,2,0,2
LOWER,LOWER:L4:1,LOWER:L5:0,L4_TO_L5,COLLAR_BN,0,0,0,0,0,6,0,2
LOWER,LOWER:L4:10,LOWER:L5:10,L4_TO_L5,COLLAR_BN,0,1,0,2,0,0,0,4
LOWER,LOWER:L4:10,LOWER:L5:9,L4_TO_L5,COLLAR_BN,0,1,0,2,0,0,0,4
LOWER,LOWER:L4:11,LOWER:L5:10,L4_TO_L5,COLLAR_BN,0,1,0,2,0,0,0,4
LOWER,LOWER:L4:11,LOWER:L5:9,L4_TO_L5,COLLAR_BN,0,1,0,2,0,0,0,4
