node_id,element,node_type,end,x_nm,y_nm,z_nm,coordinates_generated_by,energy_minimized,MD_relaxed
A:LOWER:4:8,B,ANNULUS_OUTER_BOUNDARY,LOWER,3.731978325562397,2.6524923873413377,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:5:-3,N,ANNULUS_INNER_BOUNDARY,LOWER,3.236242684204451,3.9435418481391906,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:5:-5,N,ANNULUS_INTERIOR,LOWER,3.158643162755957,4.182351032338552,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:5:-7,N,ANNULUS_INTERIOR,LOWER,3.081043641307463,4.421160216537914,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:5:3,N,ANNULUS_INNER_BOUNDARY,LOWER,3.4690412485499333,3.227114295541105,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:5:5,N,ANNULUS_INTERIOR,LOWER,3.5466407699984273,2.9883051113417434,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:5:7,N,ANNULUS_INTERIOR,LOWER,3.624240291446921,2.7494959271423816,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:7:-1,B,ANNULUS_INNER_BOUNDARY,LOWER,3.1759656588704885,3.659930559342554,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:7:-3,B,ANNULUS_INTERIOR,LOWER,3.0983661374219946,3.898739743541916,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:7:-5,B,ANNULUS_INTERIOR,LOWER,3.0207666159735007,4.137548927741278,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:7:-7,B,ANNULUS_OUTER_BOUNDARY,LOWER,2.9431670945250064,4.37635811194064,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:7:1,B,ANNULUS_INNER_BOUNDARY,LOWER,3.2535651803189825,3.4211213751431924,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:7:3,B,ANNULUS_INTERIOR,LOWER,3.331164701767477,3.1823121909438306,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:7:5,B,ANNULUS_INTERIOR,LOWER,3.4087642232159707,2.9435030067444687,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:7:7,B,ANNULUS_OUTER_BOUNDARY,LOWER,3.486363744664465,2.704693822545107,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:8:-2,N,ANNULUS_INTERIOR,LOWER,3.0682276247550133,3.756934099143598,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:8:-4,N,ANNULUS_INTERIOR,LOWER,2.990628103306519,3.99574328334296,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:8:-6,N,ANNULUS_INTERIOR,LOWER,2.913028581858025,4.234552467542322,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:8:0,N,ANNULUS_INTERIOR,LOWER,3.1458271462035072,3.518124914944236,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:8:2,N,ANNULUS_INTERIOR,LOWER,3.223426667652001,3.2793157307448744,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:8:4,N,ANNULUS_INTERIOR,LOWER,3.3010261891004955,3.0405065465455126,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:LOWER:8:6,N,ANNULUS_INTERIOR,LOWER,3.3786257105489894,2.8016973623461507,1.9271156454345866,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-10:-2,B,ANNULUS_INTERIOR,UPPER,4.2574042661975415,4.221548299327834,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-10:-4,B,ANNULUS_INTERIOR,UPPER,4.155274909863267,4.45094120846355,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-10:-6,B,ANNULUS_OUTER_BOUNDARY,UPPER,4.053145553528991,4.680334117599265,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-10:0,B,ANNULUS_INTERIOR,UPPER,4.359533622531817,3.992155390192118,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
A:UPPER:-10:2,B,ANNULUS_INTERIOR,UPPER,4.461662978866093,3.7627624810564027,8.090904354565414,STATIC_ANALYTIC_EMBEDDING,False,False
