frame,time_ps,state_a,state_b,J_meV,absolute_J_meV,detuning_meV,absolute_detuning_meV,absolute_J_over_absolute_detuning
1,5.0,PYR2_bright,PYR5_bright,0.076209737,0.076209737,327.0,327.0,0.0002330572996941896
2,10.0,PYR2_bright,PYR5_bright,0.08574956700000001,0.08574956700000001,314.99999999999994,314.99999999999994,0.0002722208476190477
3,15.0,PYR2_bright,PYR5_bright,0.08712713899999999,0.08712713899999999,354.0,354.0,0.0002461218615819209
4,20.0,PYR2_bright,PYR5_bright,0.082099115,0.082099115,339.99999999999994,339.99999999999994,0.00024146798529411768
5,25.0,PYR2_bright,PYR5_bright,0.07780806600000001,0.07780806600000001,271.0,271.0,0.00028711463468634687
6,30.0,PYR2_bright,PYR5_bright,0.08113262,0.08113262,305.0,305.0,0.0002660085901639344
7,35.0,PYR2_bright,PYR5_bright,0.08251555099999999,0.08251555099999999,313.0,313.0,0.00026362795846645367
8,40.0,PYR2_bright,PYR5_bright,0.08103393299999999,0.08103393299999999,286.00000000000006,286.00000000000006,0.00028333543006993
9,45.0,PYR2_bright,PYR5_bright,0.08637343,0.08637343,344.0,344.0,0.0002510855523255814
10,50.0,PYR2_bright,PYR5_bright,0.0811469,0.0811469,288.00000000000006,288.00000000000006,0.0002817600694444444
11,55.0,PYR2_bright,PYR5_bright,0.078979991,0.078979991,311.0,311.0,0.0002539549549839228
12,60.0,PYR2_bright,PYR5_bright,0.079176994,0.079176994,282.0,282.0,0.00028076948226950357
13,65.0,PYR2_bright,PYR5_bright,0.08426398600000001,0.08426398600000001,319.99999999999994,319.99999999999994,0.0002633249562500001
14,70.0,PYR2_bright,PYR5_bright,0.074581351,0.074581351,307.00000000000006,307.00000000000006,0.000242935996742671
15,75.0,PYR2_bright,PYR5_bright,0.068993009,0.068993009,302.0,302.0,0.00022845367218543043
16,80.0,PYR2_bright,PYR5_bright,0.077145407,0.077145407,308.0,308.0,0.0002504721006493506
17,85.0,PYR2_bright,PYR5_bright,0.085833778,0.085833778,334.0,334.0,0.00025698735928143715
18,90.0,PYR2_bright,PYR5_bright,0.084000191,0.084000191,334.0,334.0,0.0002514975778443114
19,95.0,PYR2_bright,PYR5_bright,0.076741669,0.076741669,304.00000000000006,304.00000000000006,0.0002524397006578947
20,100.0,PYR2_bright,PYR5_bright,0.080847327,0.080847327,310.0,310.0,0.00026079782903225805
0,0.0,PYR3_bright,PYR4_bright,1.2005483160000001,1.2005483160000001,-11.00000000000001,11.00000000000001,0.10914075599999991
1,5.0,PYR3_bright,PYR4_bright,1.169932149,1.169932149,-24.00000000000002,24.00000000000002,0.04874717287499996
2,10.0,PYR3_bright,PYR4_bright,1.198610585,1.198610585,-7.000000000000006,7.000000000000006,0.1712300835714284
3,15.0,PYR3_bright,PYR4_bright,1.2093065870000002,1.2093065870000002,-25.999999999999968,25.999999999999968,0.04651179180769237
4,20.0,PYR3_bright,PYR4_bright,1.244646109,1.244646109,7.999999999999952,7.999999999999952,0.15558076362500095
5,25.0,PYR3_bright,PYR4_bright,1.1916266229999999,1.1916266229999999,-37.000000000000036,37.000000000000036,0.032206124945945915
6,30.0,PYR3_bright,PYR4_bright,1.183897846,1.183897846,3.999999999999948,3.999999999999948,0.29597446150000384
7,35.0,PYR3_bright,PYR4_bright,1.190131348,1.190131348,-23.00000000000002,23.00000000000002,0.05174484121739126
8,40.0,PYR3_bright,PYR4_bright,1.199150203,1.199150203,-19.000000000000018,19.000000000000018,0.06311316857894732
9,45.0,PYR3_bright,PYR4_bright,1.220932382,1.220932382,-5.000000000000004,5.000000000000004,0.24418647639999977
10,50.0,PYR3_bright,PYR4_bright,1.206798497,1.206798497,-33.99999999999997,33.99999999999997,0.035494073441176506
11,55.0,PYR3_bright,PYR4_bright,1.238255201,1.238255201,-19.000000000000018,19.000000000000018,0.06517132636842099
12,60.0,PYR3_bright,PYR4_bright,1.211728759,1.211728759,-17.99999999999996,17.99999999999996,0.06731826438888903
13,65.0,PYR3_bright,PYR4_bright,1.218009617,1.218009617,-27.999999999999968,27.999999999999968,0.043500343464285766
14,70.0,PYR3_bright,PYR4_bright,1.207606707,1.207606707,26.999999999999968,26.999999999999968,0.04472617433333339
15,75.0,PYR3_bright,PYR4_bright,1.197954626,1.197954626,-7.999999999999952,7.999999999999952,0.1497443282500009
16,80.0,PYR3_bright,PYR4_bright,1.21794132,1.21794132,-15.000000000000014,15.000000000000014,0.08119608799999992
17,85.0,PYR3_bright,PYR4_bright,1.210790924,1.210790924,-3.999999999999948,3.999999999999948,0.30269773100000397
18,90.0,PYR3_bright,PYR4_bright,1.2281573259999998,1.2281573259999998,1.0000000000000009,1.0000000000000009,1.2281573259999987
19,95.0,PYR3_bright,PYR4_bright,1.208364874,1.208364874,-9.000000000000007,9.000000000000007,0.13426276377777766
20,100.0,PYR3_bright,PYR4_bright,1.2084061,1.2084061,-17.000000000000014,17.000000000000014,0.07108271176470582
0,0.0,PYR3_bright,PYR5_bright,0.282231792,0.282231792,300.0,300.0,0.0009407726399999999
1,5.0,PYR3_bright,PYR5_bright,0.2760133,0.2760133,309.0,309.0,0.0008932469255663431
2,10.0,PYR3_bright,PYR5_bright,0.277992003,0.277992003,307.0,307.0,0.0009055114104234527
3,15.0,PYR3_bright,PYR5_bright,0.277312607,0.277312607,321.0,321.0,0.0008639022024922119
4,20.0,PYR3_bright,PYR5_bright,0.28701937099999997,0.28701937099999997,333.99999999999994,333.99999999999994,0.0008593394341317366
5,25.0,PYR3_bright,PYR5_bright,0.282131171,0.282131171,255.0,255.0,0.001106396749019608
6,30.0,PYR3_bright,PYR5_bright,0.28159009199999996,0.28159009199999996,319.99999999999994,319.99999999999994,0.0008799690375
7,35.0,PYR3_bright,PYR5_bright,0.280356436,0.280356436,280.0,280.0,0.0010012729857142857
8,40.0,PYR3_bright,PYR5_bright,0.280093762,0.280093762,280.0,280.0,0.0010003348642857145
9,45.0,PYR3_bright,PYR5_bright,0.281370373,0.281370373,325.0,325.0,0.0008657549938461539
10,50.0,PYR3_bright,PYR5_bright,0.286196546,0.286196546,274.0,274.0,0.0010445129416058394
11,55.0,PYR3_bright,PYR5_bright,0.284583438,0.284583438,284.00000000000006,284.00000000000006,0.0010020543591549294
12,60.0,PYR3_bright,PYR5_bright,0.28192230199999996,0.28192230199999996,289.00000000000006,289.00000000000006,0.0009755096955017297
13,65.0,PYR3_bright,PYR5_bright,0.284576623,0.284576623,291.00000000000006,291.00000000000006,0.0009779265395189
14,70.0,PYR3_bright,PYR5_bright,0.275861177,0.275861177,310.99999999999994,310.99999999999994,0.0008870134308681674
15,75.0,PYR3_bright,PYR5_bright,0.273254711,0.273254711,290.00000000000006,290.00000000000006,0.0009422576241379308
16,80.0,PYR3_bright,PYR5_bright,0.27846313500000003,0.27846313500000003,286.00000000000006,286.00000000000006,0.0009736473251748251
17,85.0,PYR3_bright,PYR5_bright,0.283828198,0.283828198,335.0,335.0,0.0008472483522388059
18,90.0,PYR3_bright,PYR5_bright,0.28581386799999997,0.28581386799999997,336.0,336.0,0.0008506365119047618
19,95.0,PYR3_bright,PYR5_bright,0.281550081,0.281550081,298.00000000000006,298.00000000000006,0.0009447989295302012
20,100.0,PYR3_bright,PYR5_bright,0.286338272,0.286338272,298.0,298.0,0.0009608666845637584
0,0.0,PYR4_bright,PYR5_bright,-1.458079325,1.458079325,311.0,311.0,0.004688357958199356
1,5.0,PYR4_bright,PYR5_bright,-1.49157853,1.49157853,333.0,333.0,0.004479214804804805
2,10.0,PYR4_bright,PYR5_bright,-1.414858318,1.414858318,314.0,314.0,0.004505918210191083
3,15.0,PYR4_bright,PYR5_bright,-1.384122697,1.384122697,347.0,347.0,0.003988826216138329
4,20.0,PYR4_bright,PYR5_bright,-1.4678445,1.4678445,326.0,326.0,0.004502590490797546
5,25.0,PYR4_bright,PYR5_bright,-1.41366871,1.41366871,292.00000000000006,292.00000000000006,0.004841331198630137
6,30.0,PYR4_bright,PYR5_bright,-1.4407049779999999,1.4407049779999999,316.0,316.0,0.00455919296835443
7,35.0,PYR4_bright,PYR5_bright,-1.460508241,1.460508241,303.00000000000006,303.00000000000006,0.004820159211221121
8,40.0,PYR4_bright,PYR5_bright,-1.440691587,1.440691587,299.00000000000006,299.00000000000006,0.004818366511705685
9,45.0,PYR4_bright,PYR5_bright,-1.417338204,1.417338204,330.0,330.0,0.004294964254545454
10,50.0,PYR4_bright,PYR5_bright,-1.468364638,1.468364638,308.0,308.0,0.004767417655844155
11,55.0,PYR4_bright,PYR5_bright,-1.492201434,1.492201434,303.00000000000006,303.00000000000006,0.004924757207920791
12,60.0,PYR4_bright,PYR5_bright,-1.447105061,1.447105061,307.0,307.0,0.004713697267100977
13,65.0,PYR4_bright,PYR5_bright,-1.465226239,1.465226239,318.99999999999994,318.99999999999994,0.004593185702194358
14,70.0,PYR4_bright,PYR5_bright,-1.468090487,1.468090487,284.00000000000006,284.00000000000006,0.005169332700704224
15,75.0,PYR4_bright,PYR5_bright,-1.4460645989999998,1.4460645989999998,298.0,298.0,0.0048525657684563754
16,80.0,PYR4_bright,PYR5_bright,-1.470110169,1.470110169,301.00000000000006,301.00000000000006,0.004884086940199334
17,85.0,PYR4_bright,PYR5_bright,-1.476664848,1.476664848,338.99999999999994,338.99999999999994,0.004355943504424779
18,90.0,PYR4_bright,PYR5_bright,-1.4619536119999998,1.4619536119999998,335.0,335.0,0.004364040632835821
19,95.0,PYR4_bright,PYR5_bright,-1.466835589,1.466835589,307.00000000000006,307.00000000000006,0.004777966087947881
20,100.0,PYR4_bright,PYR5_bright,-1.491366667,1.491366667,315.0,315.0,0.004734497355555556
