frame,time_ps,eigen_index,eigenvalue_eV,eigenvalue_relative_to_lowest_meV,participation_ratio,dominant_local_state,dominant_population,PYR2_population,PYR3_population,PYR4_population,PYR5_population
3,15.0,3,0.34705594856272604,347.06173995728784,1.0061830269680752,PYR4_bright,0.9969198513856588,0.000796774120033862,0.0022677635289231777,0.9969198513856588,1.5610965384726157e-05
3,15.0,4,0.3540514142095363,354.0572056040981,1.0043695191920683,PYR2_bright,0.9978211476136413,0.9978211476136413,0.0012819583460775173,0.000896883900683478,1.0139598541073658e-08
4,20.0,1,0.01099311373935685,0.0,1.000042270312351,PYR5_bright,0.9999788653074153,6.154717231944949e-08,7.691727699957746e-07,2.0303972641591134e-05,0.9999788653074153
4,20.0,2,0.33680378078067635,325.8106670413195,1.0510877533502152,PYR4_bright,0.9751019351614805,0.000990060117003131,0.0238869095647399,0.9751019351614805,2.1095156776274546e-05
4,20.0,3,0.34495686373758055,333.9637499982237,1.133417596662711,PYR3_bright,0.9382476717970645,0.03687517207606571,0.9382476717970645,0.024877121363550667,3.476331878080549e-08
4,20.0,4,0.35124624174238617,340.2531280030293,1.0785893360432213,PYR2_bright,0.962134706259759,0.962134706259759,0.03786464946542522,6.395023270499043e-07,4.772488852991215e-09
5,25.0,1,0.04699280734136449,0.0,1.0000496992166177,PYR5_bright,0.9999751510413375,8.762378863062086e-08,1.2775933444438106e-06,2.3483741529626953e-05,0.9999751510413375
5,25.0,2,0.3018820970105772,254.88928966921276,1.0120623543836322,PYR3_bright,0.9940100212434615,0.004938333151091348,0.9940100212434615,0.0010499432103972467,1.702395049839651e-06
5,25.0,3,0.318078137740759,271.08533039939454,1.0101060304895433,PYR2_bright,0.9949725204414558,0.9949725204414558,0.004975988661763239,5.1428251201146875e-05,6.26455798724023e-08
5,25.0,4,0.33904695790729944,292.054150565935,1.002252473289457,PYR4_bright,0.9988751447968722,8.905878366429016e-05,0.0010127125014307446,0.9988751447968722,2.308391803299057e-05
6,30.0,1,0.025993151523030715,0.0,1.0000433978172014,PYR5_bright,0.9999783015806195,7.471387161053947e-08,8.061289185152389e-07,2.081757659158417e-05,0.9999783015806195
6,30.0,2,0.3308935001851513,304.90034866212056,1.0154525636966116,PYR2_bright,0.9923392009600212,0.9923392009600212,0.006672157545071114,0.000988402297999913,2.391969078145525e-07
6,30.0,3,0.3417114578122706,315.7183062892399,1.141531050010291,PYR4_bright,0.9337927070214458,0.0026187152708816884,0.06356722004830198,0.9337927070214458,2.1357659371045064e-05
6,30.0,4,0.34640189047954734,320.40873895651663,1.1511062642981362,PYR3_bright,0.9297598162777083,0.005042009055225548,0.9297598162777083,0.0651980731039634,1.0156310285131909e-07
7,35.0,1,0.03999264492097854,0.0,1.000048787462285,PYR5_bright,0.9999756068900253,7.364634709160146e-08,1.0462862199920612e-06,2.327317740747753e-05,0.9999756068900253
7,35.0,2,0.319896261550835,279.90361662985646,1.0079732358090474,PYR3_bright,0.9960326356549107,0.0012903928633159593,0.9960326356549107,0.0026753327211307487,1.638760642494504e-06
7,35.0,3,0.3430646038115026,303.07195889052406,1.0063073077429598,PYR4_bright,0.9968573236973182,0.00036965395157759743,0.002750285910759383,0.9968573236973182,2.2736440344340073e-05
7,35.0,4,0.3530464897166837,313.0538447957051,1.0033268401563245,PYR2_bright,0.9983398795387592,0.9983398795387592,0.00121603214810981,0.0004440704041431092,1.7908987723710884e-08
8,40.0,1,0.04299274213847298,0.0,1.0000487754346143,PYR5_bright,0.9999756129038,8.52639252155908e-08,1.0449411757632774e-06,2.325689109860235e-05,0.9999756129038
8,40.0,2,0.3226834910291638,279.6907488906908,1.0853759723634184,PYR3_bright,0.9591484461730011,0.03685096201142321,0.9591484461730011,0.003998736355023001,1.855460553303364e-06
8,40.0,3,0.32923920007619195,286.24645793771896,1.0768129061129588,PYR2_bright,0.9629614520160573,0.9629614520160573,0.03703612337559941,2.41513864436124e-06,9.469698937394762e-09
8,40.0,4,0.34208456675617116,299.0918246176982,1.0080828442398235,PYR4_bright,0.9959755916152333,0.00018750070859427273,0.00381438551022434,0.9959755916152333,2.2522165947339345e-05
9,45.0,1,-6.362856215294782e-06,0.0,1.0000386430165378,PYR5_bright,0.999980678880714,6.626604603953925e-08,7.794106939345255e-07,1.847544254609925e-05,0.999980678880714
9,45.0,2,0.3246387547696703,324.64511762588563,1.1150295833305688,PYR3_bright,0.9456743962166752,0.004121192792397754,0.9456743962166752,0.05020103226418616,3.3787267405504206e-06
9,45.0,3,0.33028742403279965,330.29378688901494,1.1058154776275657,PYR4_bright,0.9496175576081158,2.854704265263824e-06,0.050363666746120854,0.9496175576081158,1.592094149783205e-05
9,45.0,4,0.3440801840537453,344.0865469099606,1.0082835554591971,PYR2_bright,0.9958758862372911,0.9958758862372911,0.003961157626509685,0.00016293468515168552,2.145104769227776e-08
10,50.0,1,0.04099266448367888,0.0,1.000047983630999,PYR5_bright,0.9999760087880104,8.438350468184581e-08,1.1380296819447218e-06,2.2768798804128624e-05,0.9999760087880104
10,50.0,2,0.3148504952892246,273.8578308055457,1.0177690925431417,PYR3_bright,0.9912028096331179,0.0075158520055269165,0.9912028096331179,0.0012797558457773475,1.5825155784540777e-06
10,50.0,3,0.32910495726208966,288.1122927784108,1.0153697747281827,PYR2_bright,0.9923736969071155,0.9923736969071155,0.00757113297230646,5.5116304444030694e-05,5.381613453924761e-08
10,50.0,4,0.34905188296500694,308.05921848132806,1.0027193001407724,PYR4_bright,0.9986423590509748,0.00011036670385345023,0.0012249193648942865,0.9986423590509748,2.2354880277763473e-05
11,55.0,1,0.0369923325817089,0.0,1.0000508281148637,PYR5_bright,0.9999745866156581,6.867058831143548e-08,1.0498786332832379e-06,2.429483511977321e-05,0.9999745866156581
11,55.0,2,0.32086349081635424,283.8711582346453,1.0127210796471842,PYR3_bright,0.9936883373060806,0.002083747172384625,0.9936883373060806,0.004226082743938813,1.8327775949574715e-06
11,55.0,3,0.34008360565804885,303.0912730763399,1.0098023682016228,PYR4_bright,0.9951248622587512,0.0004861176772267676,0.004365448166567262,0.9951248622587512,2.3571897454823003e-05
11,55.0,4,0.34806057094388787,311.06823836217893,1.005155531669483,PYR2_bright,0.9974300664798003,0.9974300664798003,0.0019451646487178707,0.0006247601621902534,8.709291587843255e-09
12,60.0,1,0.04699286904201492,0.0,1.000046668292006,PYR5_bright,0.9999766664225043,8.37895471215738e-08,9.930020429582298e-07,2.2256785905126515e-05,0.9999766664225043
12,60.0,2,0.32877893434891303,281.7860653068981,1.0616471190478485,PYR2_bright,0.9700810999587803,0.9700810999587803,0.029582378787292946,0.00033622639833484115,2.9485559169477706e-07
12,60.0,3,0.33613915247795334,289.1462834359384,1.070538584652336,PYR3_bright,0.9660228743612627,0.029869777067714907,0.9660228743612627,0.004105831481785404,1.5170892370198852e-06
12,60.0,4,0.35408904413111897,307.096175089104,1.0089691213145586,PYR4_bright,0.9955356853339733,4.90391839574463e-05,0.00439375384940142,0.9955356853339733,2.1521632666492965e-05
13,65.0,1,0.032992957278290776,0.0,1.0000444068018182,PYR5_bright,0.9999777971147443,7.334801236797294e-08,9.965519032980737e-07,2.1132985339743002e-05,0.9999777971147443
13,65.0,2,0.3238950100524607,290.90205277416993,1.0074388808538557,PYR3_bright,0.9962977440203434,0.0018014015585224772,0.9962977440203434,0.0018993944748712844,1.4599462633611096e-06
13,65.0,3,0.35201972842772405,319.0267711494333,1.082591885823594,PYR4_bright,0.960381908859318,0.03699944666489232,0.0025983373973562218,0.960381908859318,2.030707843361768e-05
13,65.0,4,0.3530923042415244,320.0993469632336,1.0807002176533669,PYR2_bright,0.9611990784285723,0.9611990784285723,0.0011029220303976047,0.03769756368047113,4.358605584289582e-07
14,70.0,1,0.03499213595740347,0.0,1.0000553005899067,PYR5_bright,0.9999723504933464,6.29125132808834e-08,8.245376682085556e-07,2.6762056471860254e-05,0.9999723504933464
14,70.0,2,0.31894962817345324,283.9574922160498,1.0045033873508311,PYR4_bright,0.9977537853811088,0.00018131492675493838,0.0020377365004001125,0.9977537853811088,2.716319173584274e-05
14,70.0,3,0.3416773488902655,306.68521293286204,1.1490277010089678,PYR2_bright,0.9303408645806773,0.9303408645806773,0.06904005956486907,0.0006189520744170258,1.237800370852473e-07
14,70.0,4,0.34638088697887776,311.38875102147426,1.1524393142165477,PYR3_bright,0.9289213793970622,0.069477757580055,0.9289213793970622,0.0016005004880020064,3.6253488042312967e-07
15,75.0,1,0.04699269764577578,0.0,1.000049138957415,PYR5_bright,0.9999754311481753,5.581722913882875e-08,9.278636923023668e-07,2.358517090301921e-05,0.9999754311481753
15,75.0,2,0.3367045254190434,289.7118277732676,1.0637557228600503,PYR3_bright,0.9692939548468559,0.009724343336781576,0.9692939548468559,0.020978895907746285,2.8059086163216832e-06
15,75.0,3,0.3451806989377102,298.1880012919344,1.0451019627844218,PYR4_bright,0.9779434109193883,0.0003320129199972009,0.021702813413501307,0.9779434109193883,2.1762747112916495e-05
15,75.0,4,0.3491220779974704,302.12938035169464,1.0203348033850579,PYR2_bright,0.9899435879259921,0.9899435879259921,0.009002303875950515,0.001054108001962108,1.9609522106042906e-10
16,80.0,1,0.03699251665313432,0.0,1.0000499047645977,PYR5_bright,0.9999750482656323,6.671913262506274e-08,9.910148394420215e-07,2.3894000395574343e-05,0.9999750482656323
16,80.0,2,0.32283699218691175,285.8444755337774,1.019126546166563,PYR3_bright,0.9905459856414865,0.002938208900446334,0.9905459856414865,0.006513847378919613,1.958079147625179e-06
16,80.0,3,0.33810169682951174,301.10918017637744,1.0146028397440625,PYR4_bright,0.9927546713242537,0.0004954856636626562,0.0067268551104910125,0.9927546713242537,2.2987901592323194e-05
16,80.0,4,0.34506879433044213,308.0762776773078,1.0068950148539582,PYR2_bright,0.9965662387167578,0.9965662387167578,0.0027261682331831054,0.0007075872964308138,5.7536276904152856e-09
17,85.0,1,0.005993295180993012,0.0,1.0000396359113835,PYR5_bright,0.999980182452598,6.941886585996068e-08,7.463749762371641e-07,1.9001753559348974e-05,0.999980182452598
17,85.0,2,0.3390520916063126,333.0587964253196,1.9332234865398703,PYR2_bright,0.629774841007082,0.629774841007082,0.3465455005375537,0.023677730684945084,1.9277704199145266e-06
17,85.0,3,0.3416101437994135,335.6168486184205,2.1046208850401453,PYR3_bright,0.5793873210558982,0.36999039875808387,0.5793873210558982,0.05062009539681936,2.184789198663003e-06
17,85.0,4,0.3453444694132809,339.3511742322879,1.1595880410248862,PYR4_bright,0.9256831721646775,0.00023469081596899375,0.07406643203157202,0.9256831721646775,1.5704987782867363e-05
18,90.0,1,0.0029933455383561154,0.0,1.000039785562281,PYR5_bright,0.9999801076302413,6.657803671409698e-08,7.525797746884649e-07,1.9073211947389268e-05,0.9999801076302413
18,90.0,2,0.33607247836837195,333.07913283001585,2.320444000050183,PYR2_bright,0.585079804868534,0.585079804868534,0.24321118969820907,0.17170307672476784,5.928708489499142e-06
18,90.0,3,0.3378382910818231,334.844945543467,2.022351842741994,PYR4_bright,0.6195197751820889,0.32860143024407945,0.051866634232429494,0.6195197751820889,1.216034140221377e-05
18,90.0,4,0.34009588501144866,337.1025394730925,1.8250004685380934,PYR3_bright,0.7049214234895869,0.08631869830935021,0.7049214234895869,0.20875807488119627,1.8033198670783145e-06
19,95.0,1,0.030992694035163446,0.0,1.0000477316108307,PYR5_bright,0.9999761347870522,6.780661697829369e-08,9.316685930926001e-07,2.2865737737860363e-05,0.9999761347870522
19,95.0,2,0.3285956158194533,297.60292178428983,1.1150289716481603,PYR3_bright,0.9461429419912061,0.0369538265494221,0.9461429419912061,0.016900637421719444,2.5940376528132823e-06
19,95.0,3,0.33524275226776273,304.25005823259926,1.0787682021290619,PYR2_bright,0.9620531782794578,0.9620531782794578,0.03790620596475667,4.060616053284665e-05,9.595252793870935e-09
19,95.0,4,0.33816893787762,307.17624384245653,1.0345381078201783,PYR4_bright,0.9830358906800106,0.0009929273645032735,0.01594992037544456,0.9830358906800106,2.126158004232198e-05
20,100.0,1,0.01799263072638365,0.0,1.0000469735525324,PYR5_bright,0.9999765137986357,7.203898097519437e-08,9.625729154231705e-07,2.245158946755782e-05,0.9999765137986357
20,100.0,2,0.31579803787527394,297.8054071488903,1.0296255347228753,PYR3_bright,0.9854497207509418,0.009499417324522289,0.9854497207509418,0.005049074866430174,1.7870581053340382e-06
20,100.0,3,0.3281112953602022,310.1186646338186,1.021524770214738,PYR2_bright,0.9893583313510983,0.9893583313510983,0.009917172521528631,0.0007244080374188729,8.808995437779221e-08
20,100.0,4,0.3330980360381401,315.10540531175644,1.011670135343444,PYR4_bright,0.9942040655066826,0.001142179285398622,0.00463214415461377,0.9942040655066826,2.1611053304241084e-05
