atom,name,r_ref_nm,r_cur_nm,delta_r_nm
153,B0153,1.20323,1.26700,0.06377
154,N0154,1.20638,1.25400,0.04762
155,B0155,1.20311,1.26442,0.06131
156,N0156,1.20531,1.25548,0.05016
157,B0157,1.20340,1.26410,0.06070
158,N0158,1.20622,1.27043,0.06421
159,B0159,1.20326,1.26517,0.06191
160,N0160,1.20599,1.27235,0.06635
161,B0161,1.20425,1.25566,0.05141
162,N0162,1.20520,1.26527,0.06007
163,B0163,1.20291,1.23702,0.03411
164,N0164,1.20589,1.24860,0.04271
165,B0165,1.20285,1.23431,0.03146
166,N0166,1.20594,1.23033,0.02439
167,B0167,1.20313,1.25235,0.04922
168,N0168,1.20439,1.24615,0.04175
169,B0169,1.20350,1.28224,0.07875
170,N0170,1.20573,1.28791,0.08218
171,B0171,1.20230,1.30470,0.10240
172,N0172,1.20587,1.30559,0.09973
173,B0173,1.20268,1.29557,0.09289
174,N0174,1.20547,1.29492,0.08944
175,B0175,1.20275,1.26704,0.06429
176,N0176,1.20589,1.26403,0.05814
177,B0177,1.20403,1.22347,0.01944
178,N0178,1.20620,1.23151,0.02531
179,B0179,1.20374,1.17673,-0.02700
180,N0180,1.20574,1.18910,-0.01664
181,B0181,1.20579,1.11103,-0.09476
182,N0182,1.20674,1.12452,-0.08223
183,B0183,1.20527,1.08597,-0.11930
184,N0184,1.20613,1.09950,-0.10663
185,B0185,1.20473,1.08387,-0.12086
186,N0186,1.20614,1.08554,-0.12060
187,B0187,1.20597,1.09092,-0.11505
188,N0188,1.20597,1.08070,-0.12527
189,B0189,1.20608,1.10159,-0.10449
190,N0190,1.20608,1.08819,-0.11789
191,B0191,1.20609,1.12046,-0.08563
192,N0192,1.20727,1.10470,-0.10257
193,B0193,1.20574,1.13079,-0.07495
194,N0194,1.20574,1.13380,-0.07194
195,B0195,1.20599,1.13511,-0.07088
196,N0196,1.20717,1.14271,-0.06446
197,B0197,1.20589,1.16003,-0.04586
198,N0198,1.20589,1.16730,-0.03860
199,B0199,1.20547,1.20257,-0.00290
200,N0200,1.20628,1.20595,-0.00033
201,B0201,1.20512,1.24949,0.04437
202,N0202,1.20587,1.24507,0.03920
203,B0203,1.20573,1.27593,0.07020
204,N0204,1.20623,1.28051,0.07428
205,B0205,1.20534,1.28851,0.08317
206,N0206,1.20630,1.29291,0.08661
207,B0207,1.20594,1.29764,0.09170
208,N0208,1.20594,1.29615,0.09020
209,B0209,1.20589,1.28403,0.07814
210,N0210,1.20589,1.27790,0.07200
211,B0211,1.20520,1.25403,0.04883
212,N0212,1.20615,1.25981,0.05366
213,B0213,1.20549,1.25352,0.04802
214,N0214,1.20599,1.26066,0.05467
215,B0215,1.20481,1.26600,0.06120
216,N0216,1.20622,1.26741,0.06119
217,B0217,1.20531,1.27473,0.06941
218,N0218,1.20590,1.26704,0.06114
219,B0219,1.20546,1.27420,0.06873
220,N0220,1.20638,1.27643,0.07006
221,B0221,1.20455,1.26094,0.05639
222,N0222,1.20553,1.25528,0.04975
223,B0223,1.20527,1.23846,0.03319
224,N0224,1.20527,1.24325,0.03799
225,B0225,1.20465,1.22549,0.02084
226,N0226,1.20465,1.23676,0.03212
227,B0227,1.20566,1.26574,0.06008
228,N0228,1.20657,1.26287,0.05630
229,B0229,1.20559,1.30273,0.09714
230,N0230,1.20640,1.29403,0.08763
231,B0231,1.20516,1.29706,0.09190
232,N0232,1.20657,1.29815,0.09158
233,B0233,1.20503,1.27469,0.06966
234,N0234,1.20590,1.27958,0.07368
235,B0235,1.20565,1.24807,0.04242
236,N0236,1.20660,1.25432,0.04772
237,B0237,1.20537,1.20632,0.00095
238,N0238,1.20537,1.21018,0.00482
239,B0239,1.20542,1.17408,-0.03133
240,N0240,1.20542,1.18108,-0.02434
241,B0241,1.20476,1.11367,-0.09109
242,N0242,1.20608,1.12356,-0.08253
243,B0243,1.20597,1.09167,-0.11430
244,N0244,1.20597,1.09739,-0.10858
245,B0245,1.20473,1.06899,-0.13574
246,N0246,1.20547,1.06427,-0.14121
247,B0247,1.20527,1.07963,-0.12563
248,N0248,1.20527,1.06716,-0.13811
249,B0249,1.20579,1.08863,-0.11716
250,N0250,1.20579,1.08043,-0.12536
251,B0251,1.20542,1.11527,-0.09014
252,N0252,1.20542,1.11044,-0.09498
253,B0253,1.20537,1.13858,-0.06678
254,N0254,1.20537,1.13928,-0.06609
255,B0255,1.20565,1.15501,-0.05063
256,N0256,1.20565,1.15502,-0.05063
257,B0257,1.20503,1.17502,-0.03002
258,N0258,1.20590,1.17297,-0.03293
259,B0259,1.20516,1.22558,0.02043
260,N0260,1.20657,1.21778,0.01121
261,B0261,1.20559,1.26984,0.06425
262,N0262,1.20559,1.26437,0.05878
263,B0263,1.20566,1.28891,0.08326
264,N0264,1.20566,1.28567,0.08001
265,B0265,1.20563,1.29345,0.08782
266,N0266,1.20465,1.28902,0.08437
267,B0267,1.20527,1.28866,0.08339
268,N0268,1.20527,1.28371,0.07844
269,B0269,1.20455,1.25834,0.05379
270,N0270,1.20455,1.25487,0.05032
271,B0271,1.20546,1.26032,0.05485
272,N0272,1.20546,1.25270,0.04724
273,B0273,1.20531,1.26827,0.06295
274,N0274,1.20590,1.27157,0.06567
275,B0275,1.20481,1.26761,0.06280
276,N0276,1.20622,1.27464,0.06842
277,B0277,1.20549,1.27066,0.06517
278,N0278,1.20599,1.27205,0.06606
279,B0279,1.20520,1.26358,0.05838
280,N0280,1.20615,1.26150,0.05535
281,B0281,1.20589,1.24784,0.04194
282,N0282,1.20589,1.24058,0.03469
283,B0283,1.20594,1.23342,0.02748
284,N0284,1.20594,1.22446,0.01852
285,B0285,1.20534,1.24181,0.03647
286,N0286,1.20630,1.23911,0.03281
287,B0287,1.20573,1.27186,0.06613
288,N0288,1.20573,1.26811,0.06239
289,B0289,1.20445,1.29448,0.09003
290,N0290,1.20587,1.29599,0.09012
291,B0291,1.20547,1.28947,0.08400
292,N0292,1.20628,1.29876,0.09248
293,B0293,1.20457,1.26642,0.06184
294,N0294,1.20589,1.27287,0.06698
295,B0295,1.20620,1.23511,0.02891
296,N0296,1.20599,1.23627,0.03028
297,B0297,1.20574,1.19373,-0.01200
298,N0298,1.20574,1.20392,-0.00182
299,B0299,1.20609,1.14674,-0.05935
300,N0300,1.20609,1.15478,-0.05130
301,B0301,1.20527,1.11542,-0.08985
302,N0302,1.20527,1.11389,-0.09138
303,B0303,1.20473,1.08108,-0.12365
304,N0304,1.20547,1.08190,-0.12358
305,B0305,1.20516,1.06303,-0.14213
306,N0306,1.20597,1.07074,-0.13523
307,B0307,1.20476,1.06631,-0.13846
308,N0308,1.20608,1.07889,-0.12720
309,B0309,1.20511,1.09861,-0.10649
310,N0310,1.20609,1.10467,-0.10141
311,B0311,1.20574,1.12783,-0.07790
312,N0312,1.20674,1.12486,-0.08188
313,B0313,1.20501,1.14928,-0.05573
314,N0314,1.20599,1.15475,-0.05124
315,B0315,1.20457,1.16837,-0.03621
316,N0316,1.20589,1.17615,-0.02974
317,B0317,1.20488,1.19675,-0.00814
318,N0318,1.20547,1.20478,-0.00070
319,B0319,1.20445,1.23699,0.03254
320,N0320,1.20587,1.23674,0.03087
321,B0321,1.20486,1.28002,0.07516
322,N0322,1.20573,1.27533,0.06960
323,B0323,1.20534,1.28754,0.08219
324,N0324,1.20630,1.28028,0.07398
325,B0325,1.20594,1.28660,0.08066
326,N0326,1.20594,1.27681,0.07086
327,B0327,1.20589,1.26663,0.06074
328,N0328,1.20589,1.27154,0.06565
329,B0329,1.20520,1.24498,0.03978
330,N0330,1.20615,1.24979,0.04364
331,B0331,1.20549,1.26025,0.05476
332,N0332,1.20549,1.24996,0.04447
333,B0333,1.20481,1.27100,0.06619
334,N0334,1.20622,1.26632,0.06010
335,B0335,1.20450,1.27562,0.07112
336,N0336,1.20590,1.27652,0.07062
337,B0337,1.20546,1.26566,0.06020
338,N0338,1.20546,1.25930,0.05384
339,B0339,1.20455,1.24560,0.04105
340,N0340,1.20455,1.23814,0.03359
341,B0341,1.20527,1.22870,0.02343
342,N0342,1.20627,1.23119,0.02493
343,B0343,1.20465,1.23475,0.03010
344,N0344,1.20465,1.24293,0.03829
345,B0345,1.20525,1.25275,0.04750
346,N0346,1.20566,1.25846,0.05281
347,B0347,1.20500,1.28772,0.08271
348,N0348,1.20559,1.28598,0.08039
349,B0349,1.20516,1.30405,0.09890
350,N0350,1.20657,1.30114,0.09457
351,B0351,1.20503,1.29047,0.08543
352,N0352,1.20590,1.29303,0.08713
353,B0353,1.20565,1.24895,0.04331
354,N0354,1.20660,1.26285,0.05625
355,B0355,1.20537,1.22469,0.01932
356,N0356,1.20537,1.22927,0.02391
357,B0357,1.20432,1.18307,-0.02124
358,N0358,1.20542,1.19206,-0.01335
359,B0359,1.20484,1.13553,-0.06931
360,N0360,1.20579,1.13767,-0.06812
361,B0361,1.20516,1.10293,-0.10223
362,N0362,1.20597,1.10963,-0.09634
363,B0363,1.20473,1.07489,-0.12984
364,N0364,1.20547,1.08149,-0.12398
365,B0365,1.20527,1.07470,-0.13056
366,N0366,1.20527,1.07835,-0.12691
367,B0367,1.20484,1.09506,-0.10978
368,N0368,1.20579,1.09297,-0.11283
369,B0369,1.20542,1.11331,-0.09210
370,N0370,1.20442,1.11695,-0.08747
371,B0371,1.20537,1.13671,-0.06865
372,N0372,1.20437,1.14124,-0.06314
373,B0373,1.20469,1.16392,-0.04077
374,N0374,1.20565,1.16396,-0.04169
375,B0375,1.20503,1.19278,-0.01225
376,N0376,1.20503,1.18458,-0.02045
377,B0377,1.20516,1.21685,0.01169
378,N0378,1.20583,1.21268,0.00685
379,B0379,1.20559,1.25581,0.05022
380,N0380,1.20559,1.25714,0.05155
381,B0381,1.20566,1.27688,0.07122
382,N0382,1.20566,1.26820,0.06255
383,B0383,1.20465,1.27583,0.07118
384,N0384,1.20465,1.26948,0.06483
385,B0385,1.20527,1.26880,0.06353
386,N0386,1.20527,1.26689,0.06162
387,B0387,1.20455,1.25238,0.04783
388,N0388,1.20455,1.25222,0.04767
389,B0389,1.20546,1.24400,0.03854
390,N0390,1.20546,1.23971,0.03424
391,B0391,1.20450,1.25128,0.04678
392,N0392,1.20590,1.24600,0.04010
393,B0393,1.20481,1.27177,0.06696
394,N0394,1.20622,1.25903,0.05281
395,B0395,1.20463,1.26565,0.06102
396,N0396,1.20549,1.25260,0.04711
397,B0397,1.20520,1.23860,0.03340
398,N0398,1.20615,1.23171,0.02556
399,B0399,1.20589,1.23087,0.02497
400,N0400,1.20490,1.22228,0.01738
401,B0401,1.20495,1.23362,0.02867
402,N0402,1.20594,1.22573,0.01979
403,B0403,1.20534,1.25259,0.04725
404,N0404,1.20630,1.25425,0.04795
405,B0405,1.20486,1.27506,0.07020
406,N0406,1.20573,1.27358,0.06785
407,B0407,1.20445,1.29309,0.08864
408,N0408,1.20512,1.29823,0.09311
409,B0409,1.20547,1.29405,0.08858
410,N0410,1.20547,1.30336,0.09789
411,B0411,1.20457,1.28645,0.08187
412,N0412,1.20589,1.29018,0.08428
413,B0413,1.20599,1.24306,0.03707
414,N0414,1.20599,1.24705,0.04106
415,B0415,1.20574,1.22141,0.01568
416,N0416,1.20574,1.22804,0.02230
417,B0417,1.20609,1.16988,-0.03621
418,N0418,1.20609,1.18004,-0.02604
419,B0419,1.20476,1.12438,-0.08038
420,N0420,1.20608,1.13043,-0.07566
421,B0421,1.20406,1.09375,-0.11031
422,N0422,1.20547,1.10783,-0.09765
423,B0423,1.20516,1.07873,-0.12643
424,N0424,1.20597,1.08429,-0.12168
425,B0425,1.20476,1.08618,-0.11858
426,N0426,1.20568,1.08176,-0.12392
427,B0427,1.20511,1.10979,-0.09532
428,N0428,1.20609,1.10689,-0.09920
429,B0429,1.20474,1.13407,-0.07066
430,N0430,1.20574,1.13315,-0.07258
431,B0431,1.20501,1.15609,-0.04892
432,N0432,1.20599,1.15668,-0.04930
433,B0433,1.20457,1.17066,-0.03391
434,N0434,1.20589,1.17158,-0.03432
435,B0435,1.20488,1.19063,-0.01426
436,N0436,1.20547,1.19709,-0.00838
437,B0437,1.20445,1.23337,0.02892
438,N0438,1.20512,1.23175,0.02663
439,B0439,1.20486,1.26886,0.06400
440,N0440,1.20573,1.25239,0.04666
441,B0441,1.20534,1.25947,0.05412
442,N0442,1.20630,1.25507,0.04878
443,B0443,1.20495,1.26741,0.06246
444,N0444,1.20594,1.25975,0.05381
445,B0445,1.20490,1.26215,0.05725
446,N0446,1.20589,1.24885,0.04295
447,B0447,1.20520,1.24128,0.03609
448,N0448,1.20615,1.23866,0.03251
449,B0449,1.20463,1.23835,0.03372
450,N0450,1.20549,1.23700,0.03151
451,B0451,1.20481,1.24744,0.04264
452,N0452,1.20622,1.24619,0.03997
453,B0453,1.20450,1.24927,0.04476
454,N0454,1.20531,1.23892,0.03360
455,B0455,1.20546,1.24260,0.03714
456,N0456,1.20546,1.24563,0.04016
457,B0457,1.20455,1.23081,0.02626
458,N0458,1.20455,1.24014,0.03559
459,B0459,1.20527,1.21493,0.00966
460,N0460,1.20527,1.22844,0.02318
461,B0461,1.20465,1.23913,0.03448
462,N0462,1.20465,1.23543,0.03078
463,B0463,1.20525,1.26198,0.05673
464,N0464,1.20566,1.26107,0.05541
465,B0465,1.20500,1.28519,0.08019
466,N0466,1.20559,1.29340,0.08781
467,B0467,1.20516,1.30973,0.10457
468,N0468,1.20583,1.32094,0.11512
469,B0469,1.20503,1.29817,0.09314
470,N0470,1.20503,1.30295,0.09792
471,B0471,1.20469,1.26782,0.06313
472,N0472,1.20565,1.27593,0.07028
473,B0473,1.20537,1.24330,0.03793
474,N0474,1.20537,1.24620,0.04083
475,B0475,1.20542,1.21178,0.00636
476,N0476,1.20542,1.21773,0.01232
477,B0477,1.20484,1.15493,-0.04991
478,N0478,1.20579,1.16940,-0.03639
479,B0479,1.20527,1.11961,-0.08566
480,N0480,1.20527,1.13299,-0.07228
481,B0481,1.20406,1.09118,-0.11288
482,N0482,1.20547,1.09757,-0.10790
483,B0483,1.20527,1.07570,-0.12957
484,N0484,1.20527,1.07184,-0.13343
485,B0485,1.20484,1.08845,-0.11639
486,N0486,1.20579,1.08363,-0.12216
487,B0487,1.20542,1.11241,-0.09301
488,N0488,1.20542,1.10322,-0.10220
489,B0489,1.20537,1.14072,-0.06465
490,N0490,1.20537,1.13673,-0.06863
491,B0491,1.20469,1.16054,-0.04416
492,N0492,1.20565,1.16566,-0.03998
493,B0493,1.20503,1.18395,-0.02109
494,N0494,1.20503,1.19163,-0.01340
495,B0495,1.20516,1.21394,0.00878
496,N0496,1.20583,1.22623,0.02040
497,B0497,1.20500,1.24607,0.04107
498,N0498,1.20559,1.25305,0.04746
499,B0499,1.20566,1.24879,0.04313
500,N0500,1.20566,1.25000,0.04435
501,B0501,1.20367,1.25948,0.05581
502,N0502,1.20465,1.25945,0.05480
503,B0503,1.20527,1.25007,0.04480
504,N0504,1.20527,1.24626,0.04099
505,B0505,1.20455,1.24382,0.03927
506,N0506,1.20455,1.23593,0.03138
507,B0507,1.20546,1.23323,0.02777
508,N0508,1.20546,1.23007,0.02461
509,B0509,1.20450,1.23934,0.03483
510,N0510,1.20531,1.23074,0.02543
511,B0511,1.20481,1.24277,0.03796
512,N0512,1.20555,1.23923,0.03368
513,B0513,1.20463,1.23986,0.03524
514,N0514,1.20549,1.23268,0.02718
515,B0515,1.20520,1.24450,0.03931
516,N0516,1.20615,1.24266,0.03651
517,B0517,1.20589,1.23893,0.03304
518,N0518,1.20589,1.24236,0.03647
519,B0519,1.20495,1.22888,0.02393
520,N0520,1.20594,1.23500,0.02906
521,B0521,1.20534,1.24493,0.03959
522,N0522,1.20630,1.25097,0.04467
523,B0523,1.20486,1.28189,0.07703
524,N0524,1.20573,1.28401,0.07828
525,B0525,1.20445,1.31235,0.10789
526,N0526,1.20512,1.31133,0.10620
527,B0527,1.20488,1.31353,0.10865
528,N0528,1.20547,1.30450,0.09903
529,B0529,1.20457,1.28994,0.08536
530,N0530,1.20589,1.29490,0.08900
531,B0531,1.20501,1.26609,0.06108
532,N0532,1.20599,1.27267,0.06669
533,B0533,1.20574,1.22661,0.02088
534,N0534,1.20574,1.23127,0.02554
535,B0535,1.20511,1.19720,-0.00791
536,N0536,1.20609,1.20351,-0.00257
537,B0537,1.20476,1.15433,-0.05044
538,N0538,1.20608,1.16284,-0.04324
539,B0539,1.20516,1.12431,-0.08085
540,N0540,1.20597,1.12694,-0.07903
541,B0541,1.20516,1.08113,-0.12403
542,N0542,1.20597,1.07324,-0.13273
543,B0543,1.20476,1.06523,-0.13953
544,N0544,1.20608,1.05770,-0.14838
545,B0545,1.20609,1.09161,-0.11447
546,N0546,1.20609,1.08484,-0.12125
547,B0547,1.20574,1.11816,-0.08758
548,N0548,1.20574,1.12021,-0.08552
549,B0549,1.20501,1.15041,-0.05460
550,N0550,1.20501,1.15395,-0.05106
551,B0551,1.20457,1.18137,-0.02321
552,N0552,1.20589,1.18832,-0.01758
553,B0553,1.20488,1.21752,0.01263
554,N0554,1.20547,1.22404,0.01857
555,B0555,1.20445,1.24404,0.03958
556,N0556,1.20512,1.24944,0.04431
557,B0557,1.20486,1.25443,0.04957
558,N0558,1.20573,1.25480,0.04907
559,B0559,1.20534,1.25362,0.04828
560,N0560,1.20630,1.26163,0.05533
561,B0561,1.20594,1.25096,0.04501
562,N0562,1.20594,1.24460,0.03866
563,B0563,1.20589,1.23562,0.02973
564,N0564,1.20589,1.22845,0.02256
565,B0565,1.20520,1.23075,0.02555
566,N0566,1.20615,1.23707,0.03091
567,B0567,1.20463,1.23743,0.03281
568,N0568,1.20549,1.23609,0.03059
569,B0569,1.20481,1.23308,0.02828
570,N0570,1.20555,1.23013,0.02457
571,B0571,1.20450,1.22731,0.02281
572,N0572,1.20531,1.22402,0.01870
573,B0573,1.20506,1.23654,0.03149
574,N0574,1.20546,1.23919,0.03372
575,B0575,1.20455,1.24471,0.04016
576,N0576,1.20455,1.24295,0.03840
577,B0577,1.20527,1.23900,0.03373
578,N0578,1.20527,1.23868,0.03341
579,B0579,1.20465,1.24219,0.03755
580,N0580,1.20465,1.24473,0.04008
581,B0581,1.20525,1.26560,0.06035
582,N0582,1.20566,1.27077,0.06512
583,B0583,1.20500,1.30041,0.09541
584,N0584,1.20559,1.29508,0.08949
585,B0585,1.20441,1.30710,0.10269
586,N0586,1.20583,1.30325,0.09743
587,B0587,1.20503,1.30236,0.09733
588,N0588,1.20503,1.30058,0.09554
589,B0589,1.20469,1.28765,0.08296
590,N0590,1.20565,1.29174,0.08610
591,B0591,1.20537,1.25954,0.05418
592,N0592,1.20437,1.26245,0.05808
593,B0593,1.20442,1.21665,0.01223
594,N0594,1.20442,1.22561,0.02119
595,B0595,1.20484,1.18388,-0.02096
596,N0596,1.20579,1.20148,-0.00431
597,B0597,1.20527,1.14691,-0.05836
598,N0598,1.20527,1.16029,-0.04498
599,B0599,1.20406,1.10879,-0.09527
600,N0600,1.20547,1.10985,-0.09562
601,B0601,1.20527,1.06078,-0.14449
602,N0602,1.20527,1.05390,-0.15136
603,B0603,1.20579,1.06225,-0.14355
604,N0604,1.20674,1.06038,-0.14636
605,B0605,1.20442,1.10449,-0.09993
606,N0606,1.20641,1.10166,-0.10475
607,B0607,1.20437,1.14454,-0.05983
608,N0608,1.20537,1.15419,-0.05117
609,B0609,1.20469,1.17462,-0.03007
610,N0610,1.20660,1.18514,-0.02145
611,B0611,1.20503,1.20643,0.00140
612,N0612,1.20503,1.21031,0.00528
613,B0613,1.20516,1.24192,0.03677
614,N0614,1.20583,1.24147,0.03565
615,B0615,1.20500,1.24850,0.04350
616,N0616,1.20559,1.24618,0.04059
617,B0617,1.20434,1.25872,0.05439
618,N0618,1.20566,1.25820,0.05255
619,B0619,1.20465,1.25241,0.04776
620,N0620,1.20465,1.25339,0.04875
621,B0621,1.20527,1.23357,0.02831
622,N0622,1.20527,1.22677,0.02150
623,B0623,1.20455,1.22837,0.02382
624,N0624,1.20455,1.21754,0.01299
625,B0625,1.20506,1.23028,0.02522
626,N0626,1.20546,1.21563,0.01017
627,B0627,1.20450,1.22437,0.01987
628,N0628,1.20531,1.21578,0.01046
629,B0629,1.20481,1.22155,0.01674
630,N0630,1.20555,1.22155,0.01600
631,B0631,1.20463,1.22886,0.02423
632,N0632,1.20549,1.22416,0.01867
633,B0633,1.20520,1.23940,0.03420
634,N0634,1.20615,1.22662,0.02047
635,B0635,1.20589,1.24086,0.03497
636,N0636,1.20589,1.23974,0.03385
637,B0637,1.20594,1.24334,0.03740
638,N0638,1.20594,1.24660,0.04066
639,B0639,1.20534,1.26211,0.05676
640,N0640,1.20630,1.26527,0.05897
641,B0641,1.20486,1.28025,0.07539
642,N0642,1.20573,1.28869,0.08296
643,B0643,1.20371,1.30186,0.09815
644,N0644,1.20512,1.31265,0.10753
645,B0645,1.20488,1.30350,0.09861
646,N0646,1.20547,1.31212,0.10664
647,B0647,1.20457,1.29953,0.09495
648,N0648,1.20589,1.30468,0.09879
649,B0649,1.20501,1.27920,0.07419
650,N0650,1.20599,1.27914,0.07316
651,B0651,1.20474,1.24796,0.04323
652,N0652,1.20574,1.24782,0.04209
653,B0653,1.20511,1.21342,0.00832
