calculation_type,frame,cluster,job,root,is_tracked_root,pair_rank,pair_label,orbital_role,orbital_index,orbital_spin,status,returncode,runtime_s,cube_size_bytes,cube_sha256,validation,nto_file,cube_file,transcript
embedded,5,PYR2,frame005_PYR2_embedding_nto_s1_s2,2,True,1,52a->53a,hole,52,a,generated,0,1.044025651004631,7259247,a54001838c1cf79e0bf645ac9df855feab03574183b28d9685d2711ac4d4a253,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR2_embedding_nto_s1_s2/frame005_PYR2_embedding_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR2_embedding_nto_s1_s2/frame005_PYR2_embedding_nto_s1_s2.s2.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame005_PYR2_embedding_nto_s1_s2.s2.mo52a.log
embedded,5,PYR2,frame005_PYR2_embedding_nto_s1_s2,2,True,1,52a->53a,particle,53,a,generated,0,1.0359623109688982,7259247,beabb16bb1f258c65e1c9db214329ac4a57db596816585e0063ce7484bd9a5ba,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR2_embedding_nto_s1_s2/frame005_PYR2_embedding_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR2_embedding_nto_s1_s2/frame005_PYR2_embedding_nto_s1_s2.s2.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame005_PYR2_embedding_nto_s1_s2.s2.mo53a.log
embedded,5,PYR5,frame005_PYR5_embedding_nto_s1_s2,1,True,1,52a->53a,hole,52,a,generated,0,1.0387812820263207,7259247,9911a62b8f873959a369ac78f5467dcf6356a0d1b997223d0531bb9d28f1b188,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s1.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame005_PYR5_embedding_nto_s1_s2.s1.mo52a.log
embedded,5,PYR5,frame005_PYR5_embedding_nto_s1_s2,1,True,1,52a->53a,particle,53,a,generated,0,1.0381322539760731,7259247,c72d6808c455b6f0c7e9af8972ff54b3d88549f598c633537f2efa176630b129,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s1.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame005_PYR5_embedding_nto_s1_s2.s1.mo53a.log
embedded,5,PYR5,frame005_PYR5_embedding_nto_s1_s2,2,False,1,52a->53a,hole,52,a,generated,0,1.0254902869928628,7259247,d17f1417d3e0312455218b108d2ecbabef1f5b102ee7387f6f2db8561caae44f,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s2.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame005_PYR5_embedding_nto_s1_s2.s2.mo52a.log
embedded,5,PYR5,frame005_PYR5_embedding_nto_s1_s2,2,False,1,52a->53a,particle,53,a,generated,0,1.0351126389577985,7259247,3616685fbaa0c295a6c44ba6cdb6cc1ab870d9cf5766e22174559391c82c8831,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s2.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame005_PYR5_embedding_nto_s1_s2.s2.mo53a.log
embedded,5,PYR5,frame005_PYR5_embedding_nto_s1_s2,2,False,2,51a->54a,hole,51,a,generated,0,1.0315719019854441,7259247,470357928eaaeb405df821cae100a81ca8c943aa38a2e8ab707c29cad40fa80b,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s2.mo51a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame005_PYR5_embedding_nto_s1_s2.s2.mo51a.log
embedded,5,PYR5,frame005_PYR5_embedding_nto_s1_s2,2,False,2,51a->54a,particle,54,a,generated,0,1.0291799010010436,7259247,920070ed41cb47069fb0e692627284011b85b05316b12b52a53e82c20c1e3d7e,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame005_PYR5_embedding_nto_s1_s2/frame005_PYR5_embedding_nto_s1_s2.s2.mo54a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame005_PYR5_embedding_nto_s1_s2.s2.mo54a.log
embedded,13,PYR5,frame013_PYR5_embedding_nto_s1_s2,1,True,1,52a->53a,hole,52,a,generated,0,1.0301962069934234,7259247,0510e448b7a771e9cd206ed5de33e0dcd6213aca8eb6cd5a985a5721a6a349aa,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s1.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame013_PYR5_embedding_nto_s1_s2.s1.mo52a.log
embedded,13,PYR5,frame013_PYR5_embedding_nto_s1_s2,1,True,1,52a->53a,particle,53,a,generated,0,1.0265909190056846,7259247,eed3a0cc1bf672812c2fde3b6cbd090f2258a097e3188988a1a65a4a53114fab,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s1.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame013_PYR5_embedding_nto_s1_s2.s1.mo53a.log
embedded,13,PYR5,frame013_PYR5_embedding_nto_s1_s2,2,False,1,52a->53a,hole,52,a,generated,0,1.0245922169997357,7259247,bfa713f5ccd329ec29ff03e48fe545e69d37f6629c899212297ea4dd785b51a1,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s2.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame013_PYR5_embedding_nto_s1_s2.s2.mo52a.log
embedded,13,PYR5,frame013_PYR5_embedding_nto_s1_s2,2,False,1,52a->53a,particle,53,a,generated,0,1.028895872994326,7259247,794e53d96b55b6b54a137126cab258368dea2dcd87d303c233172a3d9294ef93,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s2.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame013_PYR5_embedding_nto_s1_s2.s2.mo53a.log
embedded,13,PYR5,frame013_PYR5_embedding_nto_s1_s2,2,False,2,51a->54a,hole,51,a,generated,0,1.0282431159866974,7259247,c2afb6e8d084fcaa08144e1d83696f2530a4f713d9fdd4f607661d21d3e0b05a,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s2.mo51a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame013_PYR5_embedding_nto_s1_s2.s2.mo51a.log
embedded,13,PYR5,frame013_PYR5_embedding_nto_s1_s2,2,False,2,51a->54a,particle,54,a,generated,0,1.0350383599870838,7259247,6a94f7329e70724203acf5caedd9323230093dc32aed31b17a5b0bf8638a7c89,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame013_PYR5_embedding_nto_s1_s2/frame013_PYR5_embedding_nto_s1_s2.s2.mo54a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame013_PYR5_embedding_nto_s1_s2.s2.mo54a.log
vacuum_reference,0,PYR2,frame000_PYR2_vacuum_reference_nto_s1_s2,1,False,1,52a->53a,hole,52,a,generated,0,1.0413123650359921,7259247,1b2532385d43d2b3de5b930f6f70451cbe4a70b99fe196e45999273e85422b0b,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.mo52a.log
vacuum_reference,0,PYR2,frame000_PYR2_vacuum_reference_nto_s1_s2,1,False,1,52a->53a,particle,53,a,generated,0,1.0359789020149037,7259247,e1afadf0f69220ecf0d6e34aadda9dba295d0db785b847b2ef03aa5a227688c8,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.mo53a.log
vacuum_reference,0,PYR2,frame000_PYR2_vacuum_reference_nto_s1_s2,1,False,2,51a->54a,hole,51,a,generated,0,1.0386232860037126,7259247,f3ea7a98cb82c79847faa8b8a43db91446614ef5b40e3810d31ab399e38d7baf,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.mo51a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.mo51a.log
vacuum_reference,0,PYR2,frame000_PYR2_vacuum_reference_nto_s1_s2,1,False,2,51a->54a,particle,54,a,generated,0,1.0509357479750179,7259247,316d67ac28e87505228f464e13aa0c78938a0547ef4b5d9746bddc3389fa074f,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.mo54a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR2_vacuum_reference_nto_s1_s2.s1.mo54a.log
vacuum_reference,0,PYR2,frame000_PYR2_vacuum_reference_nto_s1_s2,2,True,1,52a->53a,hole,52,a,already_valid,0,0.0,7259247,c44d2e0937f82065791aa5a1766feb0c0ca30564987cec74a223b2ee481fb735,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s2.mo52a.cube,
vacuum_reference,0,PYR2,frame000_PYR2_vacuum_reference_nto_s1_s2,2,True,1,52a->53a,particle,53,a,already_valid,0,0.0,7259247,c69d75131e759382e9e06a9a4d9578eea0bf170cdf1597bc1f5cc77d4c4cf6b7,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR2_vacuum_reference_nto_s1_s2/frame000_PYR2_vacuum_reference_nto_s1_s2.s2.mo53a.cube,
vacuum_reference,0,PYR3,frame000_PYR3_vacuum_reference_nto_s1_s2,1,False,1,52a->53a,hole,52,a,generated,0,1.0438746550353244,7259247,4a73715291e705f7f781bc919376ae387a6794f9d137f0c010d2515092b6ea4f,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.mo52a.log
vacuum_reference,0,PYR3,frame000_PYR3_vacuum_reference_nto_s1_s2,1,False,1,52a->53a,particle,53,a,generated,0,1.0350498880143277,7259247,fa3fdb9ae8f49002ec5fcdb2bda2a919b243c9837fb45a366d40c237e1c881eb,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.mo53a.log
vacuum_reference,0,PYR3,frame000_PYR3_vacuum_reference_nto_s1_s2,1,False,2,51a->54a,hole,51,a,generated,0,1.0332853769650683,7259247,1697ab6b9be302b14c13726ecb796cad43d608226712acf21483c0030773efb0,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.mo51a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.mo51a.log
vacuum_reference,0,PYR3,frame000_PYR3_vacuum_reference_nto_s1_s2,1,False,2,51a->54a,particle,54,a,generated,0,1.0376728949486278,7259247,578aca42d54440051f743eb66dde69800c6f8dbacf6a5f16ec65c1a1a5a3a347,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.mo54a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR3_vacuum_reference_nto_s1_s2.s1.mo54a.log
vacuum_reference,0,PYR3,frame000_PYR3_vacuum_reference_nto_s1_s2,2,True,1,52a->53a,hole,52,a,generated,0,1.0360509229940362,7259247,3d5ebfadbcb066c9dba310fcb978c9e6e0634d9b81d2cbd3f6f416f997527f6a,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s2.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR3_vacuum_reference_nto_s1_s2.s2.mo52a.log
vacuum_reference,0,PYR3,frame000_PYR3_vacuum_reference_nto_s1_s2,2,True,1,52a->53a,particle,53,a,generated,0,1.0399499600171112,7259247,076ee418c9cccd243ce6084763b34c0bf8def7186676a91b61470b27bc7f7749,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s2.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR3_vacuum_reference_nto_s1_s2/frame000_PYR3_vacuum_reference_nto_s1_s2.s2.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR3_vacuum_reference_nto_s1_s2.s2.mo53a.log
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,1,False,1,52a->53a,hole,52,a,generated,0,1.0549355400144123,7259247,2d21e941b0338f96a272d00f8db044e2a6d68de3469ebf14159342c90f25310a,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.mo52a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.mo52a.log
vacuum_reference,0,PYR4,frame000_PYR4_vacuum_reference_nto_s1_s2,1,False,1,52a->53a,particle,53,a,generated,0,1.0388710760162212,7259247,7297c128d4aefeb675cc4a2fcea9ef37b783f49fc36757f86600da637a03776c,valid,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.nto,runs/phase1A/day016_md_bath_extraction/day019_nto_inputs/frame000_PYR4_vacuum_reference_nto_s1_s2/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.mo53a.cube,runs/phase1A/day016_md_bath_extraction/day019_nto_cube_generation/transcripts/frame000_PYR4_vacuum_reference_nto_s1_s2.s1.mo53a.log
