atom,name,r_ref_nm,r_cur_nm,delta_r_nm
224,N0224,1.20127,1.22779,0.02653
225,B0225,1.20151,1.25640,0.05489
226,N0226,1.20151,1.24859,0.04709
227,B0227,1.20119,1.26574,0.06455
228,N0228,1.20027,1.27647,0.07620
229,B0229,1.20140,1.27742,0.07602
230,N0230,1.20059,1.25776,0.05717
231,B0231,1.20159,1.29820,0.09661
232,N0232,1.20018,1.29516,0.09498
233,B0233,1.20144,1.25781,0.05637
234,N0234,1.20057,1.28259,0.08202
235,B0235,1.20153,1.25921,0.05768
236,N0236,1.20027,1.27086,0.07059
237,B0237,1.20128,1.25452,0.05323
238,N0238,1.20128,1.24997,0.04868
239,B0239,1.20133,1.22062,0.01929
240,N0240,1.20133,1.22480,0.02347
241,B0241,1.20162,1.17400,-0.02762
242,N0242,1.20070,1.15969,-0.04102
243,B0243,1.20097,1.14586,-0.05511
244,N0244,1.20016,1.14925,-0.05091
245,B0245,1.20190,1.11281,-0.08909
246,N0246,1.20049,1.13125,-0.06924
247,B0247,1.20167,1.13676,-0.06491
248,N0248,1.20080,1.13094,-0.06986
249,B0249,1.20168,1.20103,-0.00065
250,N0250,1.20042,1.19595,-0.00447
251,B0251,1.20133,1.23558,0.03424
252,N0252,1.20133,1.23571,0.03438
253,B0253,1.20128,1.31839,0.11711
254,N0254,1.20128,1.31752,0.11623
255,B0255,1.20153,1.32298,0.12145
256,N0256,1.20027,1.32455,0.12428
257,B0257,1.20144,1.34914,0.14771
258,N0258,1.20057,1.33766,0.13709
259,B0259,1.20159,1.34590,0.14431
260,N0260,1.20018,1.35178,0.15160
261,B0261,1.20140,1.32485,0.12345
262,N0262,1.20059,1.33399,0.13340
263,B0263,1.20119,1.28296,0.08177
264,N0264,1.20027,1.28600,0.08573
265,B0265,1.20151,1.21321,0.01170
266,N0266,1.20151,1.23578,0.03428
267,B0267,1.20127,1.17413,-0.02714
268,N0268,1.20127,1.17422,-0.02705
269,B0269,1.20162,1.10049,-0.10113
270,N0270,1.20141,1.07811,-0.12330
271,B0271,1.20100,1.00592,-0.19507
272,N0272,1.20008,0.98688,-0.21320
273,B0273,1.20171,1.00503,-0.19668
274,N0274,1.20090,0.98011,-0.22080
275,B0275,1.20198,1.02670,-0.17528
276,N0276,1.20057,1.01008,-0.19049
277,B0277,1.20103,1.07467,-0.12636
278,N0278,1.20016,1.08408,-0.11609
279,B0279,1.20109,1.12959,-0.07150
280,N0280,1.19983,1.15095,-0.04888
281,B0281,1.20082,1.20831,0.00749
282,N0282,1.20082,1.20415,0.00334
283,B0283,1.20087,1.24883,0.04797
284,N0284,1.20087,1.24538,0.04451
285,B0285,1.20123,1.26950,0.06827
286,N0286,1.19997,1.27266,0.07269
287,B0287,1.20126,1.26013,0.05887
288,N0288,1.20040,1.26765,0.06725
289,B0289,1.20230,1.27943,0.07713
290,N0290,1.20089,1.28873,0.08785
291,B0291,1.20128,1.29490,0.09361
292,N0292,1.20047,1.28834,0.08787
293,B0293,1.20143,1.28329,0.08186
294,N0294,1.20051,1.28449,0.08398
295,B0295,1.20089,1.26074,0.05985
296,N0296,1.20089,1.23967,0.03878
297,B0297,1.20074,1.24076,0.04003
298,N0298,1.20074,1.22582,0.02508
299,B0299,1.20099,1.18619,-0.01479
300,N0300,1.20099,1.17717,-0.02381
301,B0301,1.20167,1.14760,-0.05407
302,N0302,1.20080,1.14264,-0.05817
303,B0303,1.20190,1.13038,-0.07153
304,N0304,1.20049,1.15158,-0.04892
305,B0305,1.20097,1.13990,-0.06107
306,N0306,1.20016,1.14212,-0.05804
307,B0307,1.20162,1.16861,-0.03301
308,N0308,1.20070,1.18235,-0.01835
309,B0309,1.20099,1.20919,0.00821
310,N0310,1.20001,1.20722,0.00721
311,B0311,1.20074,1.26634,0.06561
312,N0312,1.19974,1.28117,0.08143
313,B0313,1.20110,1.32882,0.12773
314,N0314,1.19991,1.31831,0.11840
315,B0315,1.20143,1.32188,0.12045
316,N0316,1.20051,1.33385,0.13333
317,B0317,1.20128,1.34992,0.14864
318,N0318,1.20047,1.35162,0.15115
319,B0319,1.20230,1.34141,0.13911
320,N0320,1.20089,1.34638,0.14550
321,B0321,1.20126,1.31111,0.10985
322,N0322,1.20040,1.30584,0.10544
323,B0323,1.20123,1.25468,0.05345
324,N0324,1.19997,1.25353,0.05356
325,B0325,1.20087,1.20319,0.00232
326,N0326,1.19987,1.21733,0.01746
327,B0327,1.20082,1.13033,-0.07048
328,N0328,1.19982,1.12934,-0.07048
329,B0329,1.20109,0.99907,-0.20201
330,N0330,1.19983,0.98811,-0.21171
331,B0331,1.20103,0.96907,-0.23196
332,N0332,1.20016,0.96549,-0.23467
333,B0333,1.20198,0.98747,-0.21451
334,N0334,1.20057,0.98086,-0.21971
335,B0335,1.20171,1.04432,-0.15739
336,N0336,1.20090,1.04820,-0.15270
337,B0337,1.20100,1.11563,-0.08536
338,N0338,1.20008,1.12747,-0.07262
339,B0339,1.20162,1.18046,-0.02115
340,N0340,1.20141,1.17438,-0.02703
341,B0341,1.20127,1.21794,0.01668
342,N0342,1.20027,1.21003,0.00976
343,B0343,1.20151,1.26166,0.06015
344,N0344,1.20151,1.27157,0.07007
345,B0345,1.20119,1.27691,0.07573
346,N0346,1.20027,1.27691,0.07664
347,B0347,1.20140,1.29248,0.09108
348,N0348,1.20059,1.30064,0.10005
349,B0349,1.20159,1.30721,0.10562
350,N0350,1.20018,1.31181,0.11163
351,B0351,1.20144,1.29731,0.09587
352,N0352,1.20057,1.28776,0.08719
353,B0353,1.20153,1.25527,0.05374
354,N0354,1.20027,1.24356,0.04328
355,B0355,1.20228,1.23507,0.03279
356,N0356,1.20128,1.23344,0.03215
357,B0357,1.20233,1.19678,-0.00555
358,N0358,1.20133,1.18854,-0.01280
359,B0359,1.20168,1.15812,-0.04356
360,N0360,1.20042,1.14171,-0.05871
361,B0361,1.20097,1.15285,-0.04812
362,N0362,1.20016,1.14285,-0.05731
363,B0363,1.20190,1.14460,-0.05731
364,N0364,1.20049,1.13115,-0.06935
365,B0365,1.20167,1.16776,-0.03391
366,N0366,1.20080,1.15205,-0.04875
367,B0367,1.20168,1.19691,-0.00477
368,N0368,1.20042,1.19664,-0.00378
369,B0369,1.20133,1.25217,0.05084
370,N0370,1.20133,1.25631,0.05498
371,B0371,1.20128,1.28775,0.08646
372,N0372,1.20128,1.28675,0.08547
373,B0373,1.20153,1.31724,0.11571
374,N0374,1.20027,1.31819,0.11792
375,B0375,1.20144,1.33173,0.13029
376,N0376,1.20057,1.33270,0.13213
377,B0377,1.20159,1.35116,0.14957
378,N0378,1.20018,1.33725,0.13707
379,B0379,1.20140,1.33364,0.13225
380,N0380,1.20059,1.33409,0.13350
381,B0381,1.20119,1.27917,0.07798
382,N0382,1.20027,1.26976,0.06948
383,B0383,1.20151,1.24286,0.04136
384,N0384,1.20151,1.23788,0.03638
385,B0385,1.20127,1.18572,-0.01554
386,N0386,1.20127,1.17975,-0.02152
387,B0387,1.20162,1.05018,-0.15144
388,N0388,1.20141,1.04908,-0.15233
389,B0389,1.20100,0.96596,-0.23503
390,N0390,1.20008,0.96058,-0.23950
391,B0391,1.20171,0.94552,-0.25619
392,N0392,1.20090,0.93888,-0.26202
393,B0393,1.20198,1.01366,-0.18833
394,N0394,1.20057,1.00248,-0.19809
395,B0395,1.20103,1.09078,-0.11025
396,N0396,1.20016,1.08539,-0.11477
397,B0397,1.20109,1.15095,-0.05014
398,N0398,1.19983,1.13711,-0.06271
399,B0399,1.20082,1.18813,-0.01269
400,N0400,1.20082,1.17906,-0.02176
401,B0401,1.20087,1.23650,0.03564
402,N0402,1.19987,1.23963,0.03975
403,B0403,1.20123,1.28401,0.08278
404,N0404,1.19997,1.29535,0.09538
405,B0405,1.20126,1.29404,0.09277
406,N0406,1.20040,1.31024,0.10985
407,B0407,1.20230,1.30944,0.10715
408,N0408,1.20089,1.32025,0.11936
409,B0409,1.20128,1.30866,0.10737
410,N0410,1.20047,1.30914,0.10867
411,B0411,1.20143,1.25618,0.05475
412,N0412,1.20051,1.25775,0.05724
413,B0413,1.20110,1.24412,0.04302
414,N0414,1.20089,1.22139,0.02050
415,B0415,1.20074,1.19791,-0.00283
416,N0416,1.20074,1.16701,-0.03373
417,B0417,1.20099,1.14717,-0.05382
418,N0418,1.20001,1.14423,-0.05578
419,B0419,1.20162,1.13695,-0.06467
420,N0420,1.20070,1.13969,-0.06101
421,B0421,1.20190,1.13457,-0.06734
422,N0422,1.20049,1.13593,-0.06456
423,B0423,1.20097,1.12852,-0.07245
424,N0424,1.20016,1.12462,-0.07555
425,B0425,1.20162,1.16824,-0.03338
426,N0426,1.20070,1.16304,-0.03766
427,B0427,1.20099,1.23606,0.03508
428,N0428,1.20001,1.23195,0.03194
429,B0429,1.20074,1.26617,0.06544
430,N0430,1.19974,1.26117,0.06144
431,B0431,1.20110,1.30865,0.10756
432,N0432,1.19991,1.30182,0.10191
433,B0433,1.20143,1.30489,0.10346
434,N0434,1.20051,1.30753,0.10702
435,B0435,1.20128,1.33709,0.13580
436,N0436,1.20047,1.33520,0.13473
437,B0437,1.20230,1.35070,0.14841
438,N0438,1.20089,1.34581,0.14492
439,B0439,1.20126,1.30502,0.10376
440,N0440,1.20040,1.31979,0.11939
441,B0441,1.20123,1.24846,0.04723
442,N0442,1.19997,1.26382,0.06385
443,B0443,1.20087,1.22149,0.02063
444,N0444,1.19987,1.22407,0.02420
445,B0445,1.20082,1.12637,-0.07445
446,N0446,1.19982,1.13443,-0.06539
447,B0447,1.20109,1.01144,-0.18964
448,N0448,1.19983,1.03289,-0.16694
449,B0449,1.20103,0.94450,-0.25653
450,N0450,1.20016,0.96196,-0.23820
451,B0451,1.20198,0.96660,-0.23538
452,N0452,1.20057,0.98510,-0.21547
453,B0453,1.20171,1.04710,-0.15461
454,N0454,1.20090,1.04377,-0.15714
455,B0455,1.20100,1.10135,-0.09965
456,N0456,1.20008,1.10229,-0.09780
457,B0457,1.20162,1.16236,-0.03925
458,N0458,1.20141,1.16647,-0.03494
459,B0459,1.20127,1.20990,0.00863
460,N0460,1.20127,1.22087,0.01961
461,B0461,1.20151,1.26245,0.06095
462,N0462,1.20151,1.27789,0.07638
463,B0463,1.20119,1.31180,0.11062
464,N0464,1.20027,1.32302,0.12275
465,B0465,1.20140,1.31350,0.11210
466,N0466,1.20059,1.32907,0.12848
467,B0467,1.20159,1.32613,0.12454
468,N0468,1.20018,1.31667,0.11649
469,B0469,1.20144,1.29018,0.08874
470,N0470,1.20057,1.26782,0.06725
471,B0471,1.20153,1.23697,0.03544
472,N0472,1.20027,1.23006,0.02979
473,B0473,1.20128,1.19138,-0.00991
474,N0474,1.20128,1.20069,-0.00060
475,B0475,1.20133,1.14367,-0.05767
476,N0476,1.20133,1.15853,-0.04280
477,B0477,1.20168,1.13544,-0.06624
478,N0478,1.20042,1.14242,-0.05800
479,B0479,1.20167,1.14674,-0.05493
480,N0480,1.20080,1.13061,-0.07019
481,B0481,1.20190,1.13624,-0.06567
482,N0482,1.20049,1.14123,-0.05927
483,B0483,1.20167,1.14212,-0.05955
484,N0484,1.20080,1.14212,-0.05868
485,B0485,1.20168,1.20474,0.00306
486,N0486,1.20042,1.19980,-0.00062
487,B0487,1.20133,1.25133,0.04999
488,N0488,1.20133,1.25432,0.05298
489,B0489,1.20128,1.27088,0.06960
490,N0490,1.20128,1.27213,0.07084
491,B0491,1.20153,1.30016,0.09863
492,N0492,1.20027,1.29573,0.09546
493,B0493,1.20144,1.32373,0.12229
494,N0494,1.20057,1.31839,0.11782
495,B0495,1.20159,1.33540,0.13381
496,N0496,1.20018,1.32813,0.12795
497,B0497,1.20140,1.33410,0.13270
498,N0498,1.20059,1.31786,0.11727
499,B0499,1.20119,1.30120,0.10001
500,N0500,1.20027,1.29982,0.09955
501,B0501,1.20269,1.26171,0.05901
502,N0502,1.20151,1.25841,0.05690
503,B0503,1.20127,1.18813,-0.01314
504,N0504,1.20127,1.18382,-0.01744
505,B0505,1.20162,1.09180,-0.10981
506,N0506,1.20141,1.09852,-0.10289
507,B0507,1.20100,1.01474,-0.18625
508,N0508,1.20008,1.03990,-0.16018
509,B0509,1.20171,0.97411,-0.22760
510,N0510,1.20090,1.00213,-0.19878
511,B0511,1.20198,1.02559,-0.17639
512,N0512,1.20057,1.03904,-0.16153
513,B0513,1.20103,1.07104,-0.12999
514,N0514,1.20016,1.05536,-0.14480
515,B0515,1.20109,1.12326,-0.07782
516,N0516,1.19983,1.13200,-0.06783
517,B0517,1.20082,1.20415,0.00334
518,N0518,1.19982,1.20208,0.00226
519,B0519,1.20087,1.25278,0.05191
520,N0520,1.19987,1.26132,0.06145
521,B0521,1.20123,1.31652,0.11529
522,N0522,1.19997,1.32683,0.12686
523,B0523,1.20126,1.32173,0.12047
524,N0524,1.20040,1.31054,0.11014
525,B0525,1.20230,1.32628,0.12398
526,N0526,1.20089,1.31651,0.11563
527,B0527,1.20128,1.28939,0.08811
528,N0528,1.20047,1.28617,0.08570
529,B0529,1.20143,1.23415,0.03273
530,N0530,1.20051,1.24757,0.04705
531,B0531,1.20110,1.22373,0.02264
532,N0532,1.19991,1.22322,0.02331
533,B0533,1.20074,1.18215,-0.01859
534,N0534,1.19974,1.18420,-0.01553
535,B0535,1.20099,1.13682,-0.06417
536,N0536,1.20001,1.14547,-0.05453
537,B0537,1.20162,1.12183,-0.07979
538,N0538,1.20070,1.11473,-0.08597
539,B0539,1.20097,1.11324,-0.08773
540,N0540,1.20016,1.11863,-0.08153
541,B0541,1.20097,1.14099,-0.05998
542,N0542,1.20016,1.15290,-0.04726
543,B0543,1.20162,1.16100,-0.04061
544,N0544,1.20070,1.18569,-0.01501
545,B0545,1.20099,1.24162,0.04063
546,N0546,1.20099,1.23554,0.03455
547,B0547,1.20074,1.25620,0.05547
548,N0548,1.20074,1.23827,0.03753
549,B0549,1.20089,1.26554,0.06465
550,N0550,1.20089,1.27063,0.06974
551,B0551,1.20143,1.31505,0.11362
552,N0552,1.20051,1.30998,0.10947
553,B0553,1.20128,1.32982,0.12854
554,N0554,1.20047,1.32761,0.12714
555,B0555,1.20230,1.30491,0.10261
556,N0556,1.20089,1.29439,0.09350
557,B0557,1.20126,1.30102,0.09976
558,N0558,1.20040,1.31198,0.11158
559,B0559,1.20123,1.27571,0.07448
560,N0560,1.19997,1.27317,0.07320
561,B0561,1.20087,1.22934,0.02848
562,N0562,1.20087,1.24210,0.04123
563,B0563,1.20082,1.14969,-0.05113
564,N0564,1.20082,1.16196,-0.03885
565,B0565,1.20109,1.06602,-0.13506
566,N0566,1.19983,1.07379,-0.12604
567,B0567,1.20103,1.02649,-0.17454
568,N0568,1.20016,1.03995,-0.16021
569,B0569,1.20198,1.02991,-0.17207
570,N0570,1.20057,1.02850,-0.17207
571,B0571,1.20171,1.04766,-0.15405
572,N0572,1.20090,1.05543,-0.14547
573,B0573,1.20100,1.08368,-0.11731
574,N0574,1.20008,1.08052,-0.11956
575,B0575,1.20162,1.17212,-0.02950
576,N0576,1.20141,1.17325,-0.02816
577,B0577,1.20127,1.22985,0.02859
578,N0578,1.20127,1.23752,0.03626
579,B0579,1.20151,1.30081,0.09930
580,N0580,1.20151,1.30391,0.10240
581,B0581,1.20119,1.32266,0.12147
582,N0582,1.20027,1.32179,0.12152
583,B0583,1.20140,1.31245,0.11106
584,N0584,1.20059,1.31186,0.11127
585,B0585,1.20159,1.29912,0.09753
586,N0586,1.20018,1.28983,0.08965
587,B0587,1.20144,1.27620,0.07477
588,N0588,1.20057,1.27140,0.07083
589,B0589,1.20153,1.24465,0.04311
590,N0590,1.20027,1.24375,0.04348
591,B0591,1.20128,1.21224,0.01096
592,N0592,1.20128,1.20769,0.00640
593,B0593,1.20133,1.16312,-0.03821
594,N0594,1.20133,1.15998,-0.04135
595,B0595,1.20168,1.12484,-0.07683
596,N0596,1.20042,1.12830,-0.07212
597,B0597,1.20167,1.09750,-0.10417
598,N0598,1.20080,1.11103,-0.08977
599,B0599,1.20190,1.13515,-0.06675
600,N0600,1.20049,1.13086,-0.06963
601,B0601,1.20167,1.15688,-0.04479
602,N0602,1.20080,1.17435,-0.02645
603,B0603,1.20168,1.21147,0.00979
604,N0604,1.20042,1.20666,0.00624
605,B0605,1.20233,1.23885,0.03652
606,N0606,1.20133,1.22261,0.02127
607,B0607,1.20228,1.25527,0.05299
608,N0608,1.20128,1.26372,0.06244
609,B0609,1.20153,1.29195,0.09042
610,N0610,1.20027,1.29638,0.09611
611,B0611,1.20144,1.32757,0.12613
612,N0612,1.20057,1.32324,0.12267
613,B0613,1.20159,1.30601,0.10442
614,N0614,1.20018,1.29039,0.09021
615,B0615,1.20140,1.31169,0.11029
616,N0616,1.20059,1.28222,0.08163
617,B0617,1.20119,1.29615,0.09496
618,N0618,1.20027,1.29614,0.09587
619,B0619,1.20151,1.26245,0.06095
620,N0620,1.20151,1.26455,0.06305
621,B0621,1.20127,1.21289,0.01162
622,N0622,1.20127,1.21176,0.01050
623,B0623,1.20162,1.10426,-0.09735
624,N0624,1.20141,1.12262,-0.07879
625,B0625,1.20100,1.05022,-0.15078
626,N0626,1.20008,1.07096,-0.12912
627,B0627,1.20171,1.05120,-0.15051
628,N0628,1.20090,1.04702,-0.15388
629,B0629,1.20198,1.02746,-0.17453
630,N0630,1.20057,1.02529,-0.17528
631,B0631,1.20103,1.06524,-0.13579
632,N0632,1.20016,1.05942,-0.14074
633,B0633,1.20109,1.11962,-0.08146
634,N0634,1.19983,1.11890,-0.08093
635,B0635,1.20082,1.21331,0.01249
636,N0636,1.20082,1.21339,0.01257
637,B0637,1.20087,1.26561,0.06474
638,N0638,1.20087,1.28078,0.07991
639,B0639,1.20123,1.32194,0.12071
640,N0640,1.19997,1.32851,0.12854
641,B0641,1.20126,1.30023,0.09896
642,N0642,1.20040,1.31103,0.11063
643,B0643,1.20230,1.30971,0.10741
644,N0644,1.20089,1.30918,0.10830
645,B0645,1.20128,1.26535,0.06407
646,N0646,1.20047,1.28255,0.08208
647,B0647,1.20143,1.24118,0.03976
648,N0648,1.20051,1.25193,0.05142
649,B0649,1.20089,1.22805,0.02716
650,N0650,1.19991,1.22463,0.02472
