frame,site,bright_root,atom_index,atomic_number,element,x_bohr,y_bohr,z_bohr,raw_voronoi_transition_charge_e,charge_correction_e,corrected_transition_charge_e
0,PYR3,2,24,1,H,67.387634,101.346013,75.664634,0.008974258347876856,-0.012182711388456391,-0.0032084530405795345
0,PYR3,2,25,1,H,72.03636,100.854684,75.551251,-0.009420636436556473,-0.02006903011965444,-0.029489666556210915
0,PYR3,2,26,1,H,76.099271,100.420047,77.781128,-0.03114982293109168,0.013811882293620237,-0.017337940637471443
0,PYR4,2,1,6,C,39.40079,76.477217,107.147472,-0.03578123322604504,-0.0013773991587441858,-0.037158632384789225
0,PYR4,2,2,6,C,39.287406,75.2111,109.471835,0.09750455647836381,-0.0006615330503765282,0.09684302342798728
0,PYR4,2,3,6,C,39.003947,72.565484,109.547424,-0.04911487112914702,0.002065363058669084,-0.04704950807047793
0,PYR4,2,4,6,C,38.890564,71.299367,111.871787,0.05304632884353261,0.0027806939940246272,0.055827022837557236
0,PYR4,2,5,6,C,38.626002,68.65375,111.947376,-0.054651105774346107,-0.004605630710526609,-0.059256736484872716
0,PYR4,2,6,6,C,38.455927,67.27425,109.679705,0.049594395438083444,-0.00268822542152955,0.046906170016553894
0,PYR4,2,7,6,C,38.172468,64.628634,109.736397,-0.1010004228945999,-5.4897573421475165e-05,-0.10105532046802138
0,PYR4,2,8,6,C,38.002393,63.268031,107.468725,0.035293747636874276,0.0029292524483370275,0.0382230000852113
0,PYR4,2,9,6,C,38.115776,64.51525,105.144362,-0.09897038736824286,0.0011471153779937238,-0.09782327199024914
0,PYR4,2,10,6,C,38.399235,67.160867,105.049876,0.051342063958084265,-0.001673292541247512,0.04966877141683675
0,PYR4,2,11,6,C,38.512619,68.445881,102.725513,-0.049591749978031265,-0.0013224089653696841,-0.05091415894340095
0,PYR4,2,12,6,C,38.796078,71.0726,102.668821,0.05229382707276856,-0.0050224864977225225,0.04727134057504604
0,PYR4,2,13,6,C,38.947256,72.470997,104.936492,-0.049971504374621896,0.004240022260375592,-0.045731482114246304
0,PYR4,2,14,6,C,39.230715,75.097717,104.8798,0.10018657464727584,0.0005400011787699,0.10072657582604574
0,PYR4,2,15,6,C,38.833872,71.185983,107.279753,0.015140993363322905,0.003982711896923605,0.01912370526024651
0,PYR4,2,16,6,C,38.56931,68.540367,107.336444,-0.01466798974017522,-0.0034971295693101683,-0.01816511930948539
0,PYR4,2,17,1,H,39.60866,78.518121,107.09078,-0.0022990522643086845,0.002306024115790506,6.971851481821396e-06
0,PYR4,2,18,1,H,39.419687,76.288244,111.210383,0.030188932261586508,-0.002040776331246663,0.028148155930339844
0,PYR4,2,19,1,H,39.022845,72.338716,113.629232,0.010760320634921048,-0.0006385368451360673,0.010121783789784981
0,PYR4,2,20,1,H,38.531516,67.68999,113.742616,-0.010781754799178903,0.0004448670969220969,-0.010336887702256806
0,PYR4,2,21,1,H,38.077982,63.627079,111.531636,-0.03149764348340225,0.0028620394633112056,-0.028635604020091042
0,PYR4,2,22,1,H,37.794523,61.227127,107.525417,0.0022884484437884016,-0.0007541708261976643,0.0015342776175907374
0,PYR4,2,23,1,H,37.983495,63.438106,103.386917,-0.031192893746265108,0.0024327903979221577,-0.02876010334834295
0,PYR4,2,24,1,H,38.380338,67.387634,100.968067,-0.00901033425982777,0.0010300107873162379,-0.007980323472511533
0,PYR4,2,25,1,H,38.871667,72.03636,100.854684,0.009791611894793287,-5.338820325898053e-05,0.009738223691534306
0,PYR4,2,26,1,H,39.325201,76.099271,103.084561,0.031105118291234482,-0.002376992308705684,0.028728125982528798
0,PYR5,1,1,6,C,62.965675,37.170913,132.450905,-0.025541363637093816,0.01689516033244587,-0.008646203304647947
0,PYR5,1,2,6,C,64.288483,37.038632,134.775268,0.10173286936202273,0.006856399539344082,0.10858926890136682
0,PYR5,1,3,6,C,67.028586,36.736276,134.850857,-0.04910314658312149,-0.00815948280643275,-0.05726262938955424
0,PYR5,1,4,6,C,68.389189,36.622892,137.156323,0.04649749399451119,-0.007504675499484609,0.03899281849502658
0,PYR5,1,5,6,C,71.110394,36.358331,137.231912,-0.049952778400449656,-0.005668483361640768,-0.055621261762090424
0,PYR5,1,6,6,C,72.584381,36.188255,134.983138,0.043632058674780275,-0.008016063666848552,0.03561599500793172
0,PYR5,1,7,6,C,75.324484,35.942591,135.03983,-0.10454087626784592,0.003637041926535106,-0.10090383434131081
0,PYR5,1,8,6,C,76.760676,35.791413,132.772158,0.02496491148241242,0.008476791463127357,0.033441702945539775
0,PYR5,1,9,6,C,75.437867,35.885899,130.447795,-0.09924655171457314,0.000786730345685771,-0.09845982136888737
0,PYR5,1,10,6,C,72.697764,36.150461,130.372206,0.04727551582822288,-0.001925693750604307,0.045349822077618576
0,PYR5,1,11,6,C,71.337162,36.244947,128.06674,-0.047284927334652255,-0.01144507696464718,-0.058730004299299435
0,PYR5,1,12,6,C,68.615956,36.509509,127.991151,0.050945161913500604,-0.01328084641642742,0.037664315497073185
0,PYR5,1,13,6,C,67.14197,36.679584,130.239925,-0.043148517037994466,-0.010933688797287247,-0.05408220583528171
0,PYR5,1,14,6,C,64.401867,36.98194,130.183233,0.10392042283103041,0.00400613434970204,0.10792655718073245
0,PYR5,1,15,6,C,68.483675,36.566201,132.583186,0.010864560264459646,-0.011307235871295784,-0.00044267560683613864
0,PYR5,1,16,6,C,71.242675,36.301639,132.639877,-0.010068459284941017,-0.007642093906771855,-0.01771055319171287
0,PYR5,1,17,1,H,60.924771,37.378783,132.394213,0.0006630342937763582,0.019950434055965416,0.020613468349741773
0,PYR5,1,18,1,H,63.154647,37.170913,136.476021,0.032677972564977384,0.009460968846763784,0.04213894141174117
0,PYR5,1,19,1,H,67.312045,36.736276,138.913768,0.0076885495330482456,-0.011362430709657756,-0.0036738811766095104
0,PYR5,1,20,1,H,72.093052,36.263845,139.027152,-0.00887198020715837,-0.011628752060824156,-0.020500732267982526
0,PYR5,1,21,1,H,76.363833,35.867002,136.797275,-0.0345250161012987,0.009323012804424546,-0.02520200329687415
0,PYR5,1,22,1,H,78.80158,35.621338,132.82885,-0.000625097572939635,0.023150293258946908,0.022525195686007273
0,PYR5,1,23,1,H,76.571703,35.791413,128.747042,-0.03276449268634006,0.015910936557601896,-0.016853556128738165
0,PYR5,1,24,1,H,72.395408,36.131564,126.309295,-0.007747978389742613,-0.00846355371292426,-0.016211532102666872
0,PYR5,1,25,1,H,67.633298,36.603995,126.195911,0.008963197194336884,-0.007320577717244019,0.0016426194770928649
0,PYR5,1,26,1,H,63.34362,37.076427,128.425788,0.0334921043082198,0.006308084734400081,0.03980018904261988
