ring_populations,layer_count,total_added_heavy_atoms_per_end,inner_boundary_population,parent_terminal_spacing_nm,inner_boundary_spacing_nm,heavy_atom_relative_error,inner_spacing_relative_error,layer_count_relative_error,abrupt_contraction_penalty,sequence_screening_score,rank
30-28-27-18-16-15-12,7,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.16666666666666666,0.0,93.50008126277187,46
30-28-27-19-16-14-12,7,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.16666666666666666,0.0,93.50008126277187,47
30-28-28-19-15-14-12,7,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.16666666666666666,0.0,93.50008126277187,48
30-28-28-20-15-13-12,7,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.16666666666666666,0.0,93.50008126277187,49
30-29-29-19-14-13-12,7,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.16666666666666666,0.0,93.50008126277187,50
30-30-30-21-19-12,6,142,12,0.2511442994800745,0.2197560318744819,0.02158646666052403,0.12498100761424175,0.0,0.01842105263157895,93.436117797925,51
30-21-21-21-21-18-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,52
30-22-21-21-21-17-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,53
30-22-22-20-20-18-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,54
30-22-22-21-20-17-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,55
30-22-22-22-20-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,56
30-23-21-21-21-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,57
30-23-22-20-20-17-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,58
30-23-22-21-20-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,59
30-23-22-22-20-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,60
30-23-23-19-19-18-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,61
30-23-23-20-19-17-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,62
30-23-23-21-19-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,63
30-23-23-22-19-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,64
30-24-21-21-21-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,65
30-24-22-20-20-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,66
30-24-22-21-20-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,67
30-24-23-19-19-17-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,68
30-24-23-20-19-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,69
30-24-23-21-19-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,70
30-24-24-18-18-18-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,71
30-24-24-19-18-17-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,72
30-24-24-20-18-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,73
30-24-24-21-18-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,74
30-24-24-22-18-14-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,75
30-25-23-19-19-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,76
30-25-23-20-19-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,77
30-25-24-18-18-17-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,78
30-25-24-19-18-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,79
30-25-24-20-18-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,80
30-25-24-21-18-14-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,81
30-25-25-18-17-17-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,82
30-25-25-19-17-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,83
30-25-25-20-17-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,84
30-25-25-21-17-14-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,85
30-26-24-18-18-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,86
30-26-24-19-18-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,87
30-26-24-20-18-14-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,88
30-26-25-17-17-17-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,89
30-26-25-18-17-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,90
30-26-25-19-17-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,91
30-26-25-20-17-14-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,92
30-26-26-18-16-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,93
30-26-26-19-16-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,94
30-26-26-20-16-14-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,95
30-27-26-17-16-16-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,96
30-27-26-18-16-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,97
30-27-26-19-16-14-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,98
30-27-27-18-15-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,99
30-27-27-19-15-14-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,100
30-27-27-20-15-13-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,101
30-28-27-18-15-14-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,102
30-28-27-19-15-13-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,103
30-28-28-19-14-13-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.0,93.43597818809357,104
30-28-28-18-15-15-12,7,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.16666666666666666,0.007142857142857173,93.4286526913433,105
30-30-30-23-21-12,6,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.0,0.07857142857142857,93.38103364372425,106
30-28-28-18-14-14-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.007142857142857173,93.364549616665,107
30-29-29-23-21-12,6,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.0,0.07857142857142857,93.31693056904595,108
30-28-27-17-16-16-12,7,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.16666666666666666,0.020370370370370372,93.29637755906816,109
30-28-27-17-15-15-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.020370370370370372,93.23227448438986,110
30-29-29-18-14-14-12,7,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.16666666666666666,0.02931034482758621,93.20697781449601,111
30-29-29-18-13-13-12,7,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.16666666666666666,0.02931034482758621,93.14287473981771,112
30-30-30-20-18-12,6,140,12,0.2511442994800745,0.2197560318744819,0.03536693896108003,0.12498100761424175,0.0,0.0,93.13801179372133,113
30-29-29-24-22-12,6,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.0,0.10454545454545455,93.121293383984,114
30-29-29-22-20-12,6,142,12,0.2511442994800745,0.2197560318744819,0.02158646666052403,0.12498100761424175,0.0,0.050000000000000044,93.12032832424079,115
30-28-28-24-22-12,6,144,12,0.2511442994800745,0.2197560318744819,0.007805994359968031,0.12498100761424175,0.0,0.10454545454545455,93.0571903093057,116
30-22-22-22-22-18-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,117
30-23-22-22-22-17-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,118
30-23-23-21-21-18-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,119
30-23-23-22-21-17-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,120
30-23-23-23-21-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,121
30-24-22-22-22-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,122
30-24-23-21-21-17-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,123
30-24-23-22-21-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,124
30-24-23-23-21-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,125
30-24-24-20-20-18-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,126
30-24-24-21-20-17-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,127
30-24-24-22-20-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,128
30-24-24-23-20-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,129
30-25-23-21-21-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,130
30-25-23-22-21-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,131
30-25-24-20-20-17-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,132
30-25-24-21-20-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,133
30-25-24-22-20-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,134
30-25-25-19-19-18-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,135
30-25-25-20-19-17-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,136
30-25-25-21-19-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,137
30-25-25-22-19-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,138
30-26-24-20-20-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,139
30-26-24-21-20-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,140
30-26-25-19-19-17-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,141
30-26-25-20-19-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,142
30-26-25-21-19-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,143
30-26-26-18-18-18-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,144
30-26-26-19-18-17-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,145
30-26-26-20-18-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,146
30-26-26-21-18-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,147
30-26-26-22-18-14-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,148
30-27-26-18-18-17-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,149
30-27-26-19-18-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,150
30-27-26-20-18-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,151
30-27-26-21-18-14-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,152
30-27-27-18-17-17-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,153
30-27-27-19-17-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,154
30-27-27-20-17-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,155
30-27-27-21-17-14-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,156
30-28-27-18-17-16-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,157
30-28-27-19-17-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,158
30-28-27-20-17-14-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,159
30-28-28-19-16-15-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,160
30-28-28-20-16-14-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,161
30-29-29-19-15-14-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,162
30-29-29-20-15-13-12,7,148,12,0.2511442994800745,0.2197560318744819,0.01975495024114397,0.12498100761424175,0.16666666666666666,0.0,93.01776473225242,163
30-30-30-18-13-13-12,7,146,12,0.2511442994800745,0.2197560318744819,0.005974477940587968,0.12498100761424175,0.16666666666666666,0.050000000000000044,93.00008126277187,164
30-29-29-21-19-12,6,140,12,0.2511442994800745,0.2197560318744819,0.03536693896108003,0.12498100761424175,0.0,0.01842105263157895,92.95380126740554,165
30-21-21-20-20-18-12,7,142,12,0.2511442994800745,0.2197560318744819,0.02158646666052403,0.12498100761424175,0.16666666666666666,0.0,92.95366165757412,166
30-21-21-21-20-17-12,7,142,12,0.2511442994800745,0.2197560318744819,0.02158646666052403,0.12498100761424175,0.16666666666666666,0.0,92.95366165757412,167
30-22-21-20-20-17-12,7,142,12,0.2511442994800745,0.2197560318744819,0.02158646666052403,0.12498100761424175,0.16666666666666666,0.0,92.95366165757412,168
30-22-21-21-20-16-12,7,142,12,0.2511442994800745,0.2197560318744819,0.02158646666052403,0.12498100761424175,0.16666666666666666,0.0,92.95366165757412,169
30-22-22-19-19-18-12,7,142,12,0.2511442994800745,0.2197560318744819,0.02158646666052403,0.12498100761424175,0.16666666666666666,0.0,92.95366165757412,170
30-22-22-20-19-17-12,7,142,12,0.2511442994800745,0.2197560318744819,0.02158646666052403,0.12498100761424175,0.16666666666666666,0.0,92.95366165757412,171
30-22-22-21-19-16-12,7,142,12,0.2511442994800745,0.2197560318744819,0.02158646666052403,0.12498100761424175,0.16666666666666666,0.0,92.95366165757412,172
30-22-22-22-19-15-12,7,142,12,0.2511442994800745,0.2197560318744819,0.02158646666052403,0.12498100761424175,0.16666666666666666,0.0,92.95366165757412,173
