edge_id,source_node,target_node,edge_type,end,length_nm,target_length_nm,deviation_nm,absolute_deviation_nm,contains_four_atom_bridge
E:31,P:20,P:21,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:32,P:21,P:78,PARENT_BN,PARENT,0.14483438818181293,0.144973,-0.0001386118181870566,0.0001386118181870566,False
E:33,P:21,P:80,PARENT_BN,PARENT,0.1455369368923229,0.144973,0.0005639368923228971,0.0005639368923228971,False
E:34,P:22,P:23,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:35,P:23,P:80,PARENT_BN,PARENT,0.14433987668000817,0.144973,-0.000633123319991824,0.000633123319991824,False
E:36,P:23,P:82,PARENT_BN,PARENT,0.14439182802361086,0.144973,-0.0005811719763891277,0.0005811719763891277,False
E:37,P:24,P:25,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:38,P:25,P:82,PARENT_BN,PARENT,0.14501379244747725,0.144973,4.0792447477261407e-05,4.0792447477261407e-05,False
E:39,P:25,P:84,PARENT_BN,PARENT,0.1443364125922496,0.144973,-0.000636587407750383,0.000636587407750383,False
E:40,P:26,P:27,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:41,P:27,P:84,PARENT_BN,PARENT,0.14483438818181277,0.144973,-0.00013861181818722312,0.00013861181818722312,False
E:42,P:27,P:86,PARENT_BN,PARENT,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554,False
E:43,P:28,P:29,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:44,P:29,P:86,PARENT_BN,PARENT,0.14461673485458001,0.144973,-0.0003562651454199761,0.0003562651454199761,False
E:45,P:29,P:88,PARENT_BN,PARENT,0.1446409347314931,0.144973,-0.00033206526850690365,0.00033206526850690365,False
E:46,P:30,P:31,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:47,P:31,P:88,PARENT_BN,PARENT,0.14528936643815327,0.144973,0.00031636643815327603,0.00031636643815327603,False
E:48,P:31,P:90,PARENT_BN,PARENT,0.14442298985964805,0.144973,-0.000550010140351942,0.000550010140351942,False
E:49,P:32,P:33,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:50,P:33,P:90,PARENT_BN,PARENT,0.1446409347314931,0.144973,-0.00033206526850690365,0.00033206526850690365,False
E:51,P:33,P:92,PARENT_BN,PARENT,0.14461673485458038,0.144973,-0.0003562651454196153,0.0003562651454196153,False
E:52,P:34,P:35,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:53,P:35,P:92,PARENT_BN,PARENT,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554,False
E:54,P:35,P:94,PARENT_BN,PARENT,0.14483438818181277,0.144973,-0.00013861181818722312,0.00013861181818722312,False
E:55,P:36,P:37,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:56,P:37,P:94,PARENT_BN,PARENT,0.14506550244630867,0.144973,9.250244630867877e-05,9.250244630867877e-05,False
E:57,P:37,P:96,PARENT_BN,PARENT,0.1443398766800084,0.144973,-0.000633123319991602,0.000633123319991602,False
E:58,P:38,P:39,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:59,P:39,P:96,PARENT_BN,PARENT,0.14500344823486094,0.144973,3.0448234860952494e-05,3.0448234860952494e-05,False
E:60,P:39,P:98,PARENT_BN,PARENT,0.1443398766800084,0.144973,-0.000633123319991602,0.000633123319991602,False
E:61,P:40,P:41,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:62,P:41,P:98,PARENT_BN,PARENT,0.14506550244630867,0.144973,9.250244630867877e-05,9.250244630867877e-05,False
E:63,P:41,P:100,PARENT_BN,PARENT,0.14483438818181277,0.144973,-0.00013861181818722312,0.00013861181818722312,False
E:64,P:42,P:43,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:65,P:43,P:100,PARENT_BN,PARENT,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554,False
E:66,P:43,P:102,PARENT_BN,PARENT,0.14461673485458038,0.144973,-0.0003562651454196153,0.0003562651454196153,False
E:67,P:44,P:45,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:68,P:45,P:102,PARENT_BN,PARENT,0.1446409347314931,0.144973,-0.00033206526850690365,0.00033206526850690365,False
E:69,P:45,P:104,PARENT_BN,PARENT,0.14442298985964805,0.144973,-0.000550010140351942,0.000550010140351942,False
E:70,P:46,P:47,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:71,P:47,P:104,PARENT_BN,PARENT,0.14528936643815327,0.144973,0.00031636643815327603,0.00031636643815327603,False
E:72,P:47,P:106,PARENT_BN,PARENT,0.1446409347314931,0.144973,-0.00033206526850690365,0.00033206526850690365,False
E:73,P:48,P:49,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:74,P:49,P:106,PARENT_BN,PARENT,0.14461673485458001,0.144973,-0.0003562651454199761,0.0003562651454199761,False
E:75,P:49,P:108,PARENT_BN,PARENT,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554,False
E:76,P:50,P:51,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:77,P:51,P:108,PARENT_BN,PARENT,0.14483438818181277,0.144973,-0.00013861181818722312,0.00013861181818722312,False
E:78,P:51,P:110,PARENT_BN,PARENT,0.1443364125922496,0.144973,-0.000636587407750383,0.000636587407750383,False
E:79,P:52,P:53,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:80,P:53,P:110,PARENT_BN,PARENT,0.14501379244747725,0.144973,4.0792447477261407e-05,4.0792447477261407e-05,False
E:81,P:53,P:112,PARENT_BN,PARENT,0.14439182802361086,0.144973,-0.0005811719763891277,0.0005811719763891277,False
E:82,P:54,P:55,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:83,P:55,P:112,PARENT_BN,PARENT,0.14433987668000817,0.144973,-0.000633123319991824,0.000633123319991824,False
E:84,P:55,P:114,PARENT_BN,PARENT,0.1455369368923229,0.144973,0.0005639368923228971,0.0005639368923228971,False
E:85,P:56,P:57,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:86,P:57,P:114,PARENT_BN,PARENT,0.14483438818181293,0.144973,-0.0001386118181870566,0.0001386118181870566,False
E:87,P:57,P:116,PARENT_BN,PARENT,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554,False
E:88,P:58,P:59,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:89,P:59,P:116,PARENT_BN,PARENT,0.14439182802361084,0.144973,-0.0005811719763891554,0.0005811719763891554,False
E:90,P:59,P:118,PARENT_BN,PARENT,0.14477568856683093,0.144973,-0.00019731143316906175,0.00019731143316906175,False
E:91,P:60,P:61,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:92,P:61,P:120,PARENT_BN,PARENT,0.14527560015363902,0.144973,0.00030260015363903214,0.00030260015363903214,False
E:93,P:61,P:178,PARENT_BN,PARENT,0.14574292435655314,0.144973,0.0007699243565531533,0.0007699243565531533,False
E:94,P:62,P:63,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:95,P:63,P:120,PARENT_BN,PARENT,0.14489306401619054,0.144973,-7.993598380945377e-05,7.993598380945377e-05,False
E:96,P:63,P:122,PARENT_BN,PARENT,0.1450620556865233,0.144973,8.905568652331497e-05,8.905568652331497e-05,False
E:97,P:64,P:65,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:98,P:65,P:122,PARENT_BN,PARENT,0.14533409785731655,0.144973,0.00036109785731655575,0.00036109785731655575,False
E:99,P:65,P:124,PARENT_BN,PARENT,0.14531001341958535,0.144973,0.00033701341958536357,0.00033701341958536357,False
E:100,P:66,P:67,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:101,P:67,P:124,PARENT_BN,PARENT,0.14551288602732038,0.144973,0.0005398860273203854,0.0005398860273203854,False
E:102,P:67,P:126,PARENT_BN,PARENT,0.14428097587693264,0.144973,-0.0006920241230673474,0.0006920241230673474,False
E:103,P:68,P:69,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:104,P:69,P:126,PARENT_BN,PARENT,0.14551288602732038,0.144973,0.0005398860273203854,0.0005398860273203854,False
E:105,P:69,P:128,PARENT_BN,PARENT,0.14531001341958535,0.144973,0.00033701341958536357,0.00033701341958536357,False
E:106,P:70,P:71,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:107,P:71,P:128,PARENT_BN,PARENT,0.14533409785731655,0.144973,0.00036109785731655575,0.00036109785731655575,False
E:108,P:71,P:130,PARENT_BN,PARENT,0.1450620556865233,0.144973,8.905568652331497e-05,8.905568652331497e-05,False
E:109,P:72,P:73,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:110,P:73,P:130,PARENT_BN,PARENT,0.14489306401619054,0.144973,-7.993598380945377e-05,7.993598380945377e-05,False
E:111,P:73,P:132,PARENT_BN,PARENT,0.14527560015363902,0.144973,0.00030260015363903214,0.00030260015363903214,False
E:112,P:74,P:75,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:113,P:75,P:132,PARENT_BN,PARENT,0.14574292435655314,0.144973,0.0007699243565531533,0.0007699243565531533,False
E:114,P:75,P:134,PARENT_BN,PARENT,0.14487926007541588,0.144973,-9.373992458411307e-05,9.373992458411307e-05,False
E:115,P:76,P:77,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:116,P:77,P:134,PARENT_BN,PARENT,0.14527560015363902,0.144973,0.00030260015363903214,0.00030260015363903214,False
E:117,P:77,P:136,PARENT_BN,PARENT,0.1448930640161909,0.144973,-7.993598380909295e-05,7.993598380909295e-05,False
E:118,P:78,P:79,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:119,P:79,P:136,PARENT_BN,PARENT,0.1450620556865233,0.144973,8.905568652331497e-05,8.905568652331497e-05,False
E:120,P:79,P:138,PARENT_BN,PARENT,0.14533409785731655,0.144973,0.00036109785731655575,0.00036109785731655575,False
E:121,P:80,P:81,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:122,P:81,P:138,PARENT_BN,PARENT,0.1460342425597502,0.144973,0.0010612425597502084,0.0010612425597502084,False
E:123,P:81,P:140,PARENT_BN,PARENT,0.14484129245487956,0.144973,-0.0001317075451204297,0.0001317075451204297,False
E:124,P:82,P:83,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:125,P:83,P:140,PARENT_BN,PARENT,0.14489306401619093,0.144973,-7.993598380906519e-05,7.993598380906519e-05,False
E:126,P:83,P:142,PARENT_BN,PARENT,0.1455128860273206,0.144973,0.0005398860273206074,0.0005398860273206074,False
E:127,P:84,P:85,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:128,P:85,P:142,PARENT_BN,PARENT,0.1448378403594865,0.144973,-0.00013515964051349916,0.00013515964051349916,False
E:129,P:85,P:144,PARENT_BN,PARENT,0.14533409785731635,0.144973,0.00036109785731636146,0.00036109785731636146,False
E:130,P:86,P:87,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:131,P:87,P:144,PARENT_BN,PARENT,0.1450620556865233,0.144973,8.905568652331497e-05,8.905568652331497e-05,False
E:132,P:87,P:146,PARENT_BN,PARENT,0.14511719401917844,0.144973,0.00014419401917845076,0.00014419401917845076,False
E:133,P:88,P:89,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:134,P:89,P:146,PARENT_BN,PARENT,0.14514131045295142,0.144973,0.0001683104529514312,0.0001683104529514312,False
E:135,P:89,P:148,PARENT_BN,PARENT,0.1457875166123628,0.144973,0.0008145166123628145,0.0008145166123628145,False
E:136,P:90,P:91,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:137,P:91,P:148,PARENT_BN,PARENT,0.1449241180756329,0.144973,-4.8881924367083496e-05,4.8881924367083496e-05,False
E:138,P:91,P:150,PARENT_BN,PARENT,0.14514131045295142,0.144973,0.0001683104529514312,0.0001683104529514312,False
E:139,P:92,P:93,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:140,P:93,P:150,PARENT_BN,PARENT,0.1451171940191788,0.144973,0.00014419401917881158,0.00014419401917881158,False
E:141,P:93,P:152,PARENT_BN,PARENT,0.1450620556865233,0.144973,8.905568652331497e-05,8.905568652331497e-05,False
E:142,P:94,P:95,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:143,P:95,P:152,PARENT_BN,PARENT,0.14533409785731635,0.144973,0.00036109785731636146,0.00036109785731636146,False
E:144,P:95,P:154,PARENT_BN,PARENT,0.1455644187293034,0.144973,0.0005914187293034057,0.0005914187293034057,False
E:145,P:96,P:97,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:146,P:97,P:154,PARENT_BN,PARENT,0.14484129245487978,0.144973,-0.00013170754512020766,0.00013170754512020766,False
E:147,P:97,P:156,PARENT_BN,PARENT,0.14550257729676125,0.144973,0.0005295772967612578,0.0005295772967612578,False
E:148,P:98,P:99,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:149,P:99,P:156,PARENT_BN,PARENT,0.14484129245487978,0.144973,-0.00013170754512020766,0.00013170754512020766,False
E:150,P:99,P:158,PARENT_BN,PARENT,0.1455644187293034,0.144973,0.0005914187293034057,0.0005914187293034057,False
E:151,P:100,P:101,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:152,P:101,P:158,PARENT_BN,PARENT,0.14533409785731635,0.144973,0.00036109785731636146,0.00036109785731636146,False
E:153,P:101,P:160,PARENT_BN,PARENT,0.1450620556865233,0.144973,8.905568652331497e-05,8.905568652331497e-05,False
E:154,P:102,P:103,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:155,P:103,P:160,PARENT_BN,PARENT,0.1451171940191788,0.144973,0.00014419401917881158,0.00014419401917881158,False
E:156,P:103,P:162,PARENT_BN,PARENT,0.14514131045295142,0.144973,0.0001683104529514312,0.0001683104529514312,False
E:157,P:104,P:105,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:158,P:105,P:162,PARENT_BN,PARENT,0.1449241180756329,0.144973,-4.8881924367083496e-05,4.8881924367083496e-05,False
E:159,P:105,P:164,PARENT_BN,PARENT,0.1457875166123628,0.144973,0.0008145166123628145,0.0008145166123628145,False
E:160,P:106,P:107,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:161,P:107,P:164,PARENT_BN,PARENT,0.14514131045295142,0.144973,0.0001683104529514312,0.0001683104529514312,False
E:162,P:107,P:166,PARENT_BN,PARENT,0.14511719401917844,0.144973,0.00014419401917845076,0.00014419401917845076,False
E:163,P:108,P:109,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:164,P:109,P:166,PARENT_BN,PARENT,0.1450620556865233,0.144973,8.905568652331497e-05,8.905568652331497e-05,False
E:165,P:109,P:168,PARENT_BN,PARENT,0.14533409785731635,0.144973,0.00036109785731636146,0.00036109785731636146,False
E:166,P:110,P:111,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:167,P:111,P:168,PARENT_BN,PARENT,0.1448378403594865,0.144973,-0.00013515964051349916,0.00013515964051349916,False
E:168,P:111,P:170,PARENT_BN,PARENT,0.1455128860273206,0.144973,0.0005398860273206074,0.0005398860273206074,False
E:169,P:112,P:113,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:170,P:113,P:170,PARENT_BN,PARENT,0.14489306401619093,0.144973,-7.993598380906519e-05,7.993598380906519e-05,False
E:171,P:113,P:172,PARENT_BN,PARENT,0.14484129245487956,0.144973,-0.0001317075451204297,0.0001317075451204297,False
E:172,P:114,P:115,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:173,P:115,P:172,PARENT_BN,PARENT,0.1460342425597502,0.144973,0.0010612425597502084,0.0010612425597502084,False
E:174,P:115,P:174,PARENT_BN,PARENT,0.14533409785731655,0.144973,0.00036109785731655575,0.00036109785731655575,False
E:175,P:116,P:117,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:176,P:117,P:174,PARENT_BN,PARENT,0.1450620556865233,0.144973,8.905568652331497e-05,8.905568652331497e-05,False
E:177,P:117,P:176,PARENT_BN,PARENT,0.1448930640161909,0.144973,-7.993598380909295e-05,7.993598380909295e-05,False
E:178,P:118,P:119,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:179,P:119,P:176,PARENT_BN,PARENT,0.14527560015363902,0.144973,0.00030260015363903214,0.00030260015363903214,False
E:180,P:119,P:178,PARENT_BN,PARENT,0.14487926007541588,0.144973,-9.373992458411307e-05,9.373992458411307e-05,False
E:181,P:120,P:121,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:182,P:121,P:180,PARENT_BN,PARENT,0.14439182802361047,0.144973,-0.0005811719763895162,0.0005811719763895162,False
E:183,P:121,P:238,PARENT_BN,PARENT,0.14477568856683093,0.144973,-0.00019731143316906175,0.00019731143316906175,False
E:184,P:122,P:123,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:185,P:123,P:180,PARENT_BN,PARENT,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554,False
E:186,P:123,P:182,PARENT_BN,PARENT,0.14483438818181293,0.144973,-0.0001386118181870566,0.0001386118181870566,False
E:187,P:124,P:125,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:188,P:125,P:182,PARENT_BN,PARENT,0.14481022063376636,0.144973,-0.00016277936623362854,0.00016277936623362854,False
E:189,P:125,P:184,PARENT_BN,PARENT,0.145013792447477,0.144973,4.0792447477011606e-05,4.0792447477011606e-05,False
E:190,P:126,P:127,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:191,P:127,P:184,PARENT_BN,PARENT,0.14377760604489156,0.144973,-0.0011953939551084258,0.0011953939551084258,False
E:192,P:127,P:186,PARENT_BN,PARENT,0.145013792447477,0.144973,4.0792447477011606e-05,4.0792447477011606e-05,False
E:193,P:128,P:129,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:194,P:129,P:186,PARENT_BN,PARENT,0.14481022063376636,0.144973,-0.00016277936623362854,0.00016277936623362854,False
E:195,P:129,P:188,PARENT_BN,PARENT,0.14483438818181293,0.144973,-0.0001386118181870566,0.0001386118181870566,False
E:196,P:130,P:131,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:197,P:131,P:188,PARENT_BN,PARENT,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554,False
E:198,P:131,P:190,PARENT_BN,PARENT,0.14439182802361047,0.144973,-0.0005811719763895162,0.0005811719763895162,False
E:199,P:132,P:133,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:200,P:133,P:190,PARENT_BN,PARENT,0.14477568856683093,0.144973,-0.00019731143316906175,0.00019731143316906175,False
E:201,P:133,P:192,PARENT_BN,PARENT,0.1452446212429224,0.144973,0.0002716212429224041,0.0002716212429224041,False
E:202,P:134,P:135,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:203,P:135,P:192,PARENT_BN,PARENT,0.1443779761598008,0.144973,-0.0005950238401991881,0.0005950238401991881,False
E:204,P:135,P:194,PARENT_BN,PARENT,0.14477568856683093,0.144973,-0.00019731143316906175,0.00019731143316906175,False
E:205,P:136,P:137,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:206,P:137,P:194,PARENT_BN,PARENT,0.14439182802361084,0.144973,-0.0005811719763891554,0.0005811719763891554,False
E:207,P:137,P:196,PARENT_BN,PARENT,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554,False
E:208,P:138,P:139,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:209,P:139,P:196,PARENT_BN,PARENT,0.14483438818181293,0.144973,-0.0001386118181870566,0.0001386118181870566,False
E:210,P:139,P:198,PARENT_BN,PARENT,0.1455369368923229,0.144973,0.0005639368923228971,0.0005639368923228971,False
E:211,P:140,P:141,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:212,P:141,P:198,PARENT_BN,PARENT,0.14433987668000817,0.144973,-0.000633123319991824,0.000633123319991824,False
E:213,P:141,P:200,PARENT_BN,PARENT,0.14439182802361086,0.144973,-0.0005811719763891277,0.0005811719763891277,False
E:214,P:142,P:143,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:215,P:143,P:200,PARENT_BN,PARENT,0.14501379244747725,0.144973,4.0792447477261407e-05,4.0792447477261407e-05,False
E:216,P:143,P:202,PARENT_BN,PARENT,0.1443364125922496,0.144973,-0.000636587407750383,0.000636587407750383,False
E:217,P:144,P:145,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
E:218,P:145,P:202,PARENT_BN,PARENT,0.14483438818181277,0.144973,-0.00013861181818722312,0.00013861181818722312,False
E:219,P:145,P:204,PARENT_BN,PARENT,0.14456140563788109,0.144973,-0.00041159436211890554,0.00041159436211890554,False
E:220,P:146,P:147,PARENT_BN,PARENT,0.14500000000000002,0.144973,2.7000000000027002e-05,2.7000000000027002e-05,False
