component_index,atom_id,atom_type,element,degree,x_A,y_A,z_A
180,1620,1,B,2,-102.94,9.00609,-83.0508
180,1908,2,N,2,-102.94,9.00609,-79.661
180,2196,1,B,2,-102.94,9.00609,-76.2712
180,2484,2,N,2,-102.94,9.00609,-72.8814
180,2772,1,B,2,-102.94,9.00609,-69.4915
180,3060,2,N,2,-102.94,9.00609,-66.1017
180,3348,1,B,2,-102.94,9.00609,-62.7119
180,3636,2,N,2,-102.94,9.00609,-59.322
180,3924,1,B,2,-102.94,9.00609,-55.9322
180,4212,2,N,2,-102.94,9.00609,-52.5424
180,4500,1,B,2,-102.94,9.00609,-49.1525
180,4788,2,N,2,-102.94,9.00609,-45.7627
180,5076,1,B,2,-102.94,9.00609,-42.3729
180,5364,2,N,2,-102.94,9.00609,-38.9831
180,5652,1,B,2,-102.94,9.00609,-35.5932
180,5940,2,N,2,-102.94,9.00609,-32.2034
180,6228,1,B,2,-102.94,9.00609,-28.8136
180,6516,2,N,2,-102.94,9.00609,-25.4237
180,6804,1,B,2,-102.94,9.00609,-22.0339
180,7092,2,N,2,-102.94,9.00609,-18.6441
180,7380,1,B,2,-102.94,9.00609,-15.2542
180,7668,2,N,2,-102.94,9.00609,-11.8644
180,7956,1,B,2,-102.94,9.00609,-8.47458
180,8244,2,N,2,-102.94,9.00609,-5.08475
180,8532,1,B,2,-102.94,9.00609,-1.69491
180,8820,2,N,2,-102.94,9.00609,1.69491
180,9108,1,B,2,-102.94,9.00609,5.08475
180,9396,2,N,2,-102.94,9.00609,8.47458
180,9684,1,B,2,-102.94,9.00609,11.8644
180,9972,2,N,2,-102.94,9.00609,15.2542
180,10260,1,B,2,-102.94,9.00609,18.6441
180,10548,2,N,2,-102.94,9.00609,22.0339
180,10836,1,B,2,-102.94,9.00609,25.4237
180,11124,2,N,2,-102.94,9.00609,28.8136
180,11412,1,B,2,-102.94,9.00609,32.2034
180,11700,2,N,2,-102.94,9.00609,35.5932
180,11988,1,B,2,-102.94,9.00609,38.9831
180,12276,2,N,2,-102.94,9.00609,42.3729
180,12564,1,B,2,-102.94,9.00609,45.7627
180,12852,2,N,2,-102.94,9.00609,49.1525
180,13140,1,B,2,-102.94,9.00609,52.5424
180,13428,2,N,2,-102.94,9.00609,55.9322
180,13716,1,B,2,-102.94,9.00609,59.322
180,14004,2,N,2,-102.94,9.00609,62.7119
180,14292,1,B,2,-102.94,9.00609,66.1017
180,14580,2,N,2,-102.94,9.00609,69.4915
180,14868,1,B,2,-102.94,9.00609,72.8814
180,15156,2,N,2,-102.94,9.00609,76.2712
180,15444,1,B,2,-102.94,9.00609,79.661
180,15732,2,N,2,-102.94,9.00609,83.0508
180,16020,1,B,2,-102.94,9.00609,86.4407
180,16308,2,N,2,-102.94,9.00609,89.8305
180,16596,1,B,2,-102.94,9.00609,93.2203
180,16884,2,N,2,-102.94,9.00609,96.6102
180,17172,1,B,1,-102.94,9.00609,100.0
181,181,1,B,1,-103.333,0.0,-100.0
181,469,2,N,2,-103.333,0.0,-96.6102
181,757,1,B,2,-103.333,0.0,-93.2203
181,1045,2,N,2,-103.333,0.0,-89.8305
181,1333,1,B,2,-103.333,0.0,-86.4407
181,1621,2,N,2,-103.333,0.0,-83.0508
181,1909,1,B,2,-103.333,0.0,-79.661
181,2197,2,N,2,-103.333,0.0,-76.2712
181,2485,1,B,2,-103.333,0.0,-72.8814
181,2773,2,N,2,-103.333,0.0,-69.4915
181,3061,1,B,2,-103.333,0.0,-66.1017
181,3349,2,N,2,-103.333,0.0,-62.7119
181,3637,1,B,2,-103.333,0.0,-59.322
181,3925,2,N,2,-103.333,0.0,-55.9322
181,4213,1,B,2,-103.333,0.0,-52.5424
181,4501,2,N,2,-103.333,0.0,-49.1525
181,4789,1,B,2,-103.333,0.0,-45.7627
181,5077,2,N,2,-103.333,0.0,-42.3729
181,5365,1,B,2,-103.333,0.0,-38.9831
181,5653,2,N,2,-103.333,0.0,-35.5932
181,5941,1,B,2,-103.333,0.0,-32.2034
181,6229,2,N,2,-103.333,0.0,-28.8136
181,6517,1,B,2,-103.333,0.0,-25.4237
181,6805,2,N,2,-103.333,0.0,-22.0339
181,7093,1,B,2,-103.333,0.0,-18.6441
181,7381,2,N,2,-103.333,0.0,-15.2542
181,7669,1,B,2,-103.333,0.0,-11.8644
181,7957,2,N,2,-103.333,0.0,-8.47458
181,8245,1,B,2,-103.333,0.0,-5.08475
181,8533,2,N,2,-103.333,0.0,-1.69491
181,8821,1,B,2,-103.333,0.0,1.69491
181,9109,2,N,2,-103.333,0.0,5.08475
181,9397,1,B,2,-103.333,0.0,8.47458
181,9685,2,N,2,-103.333,0.0,11.8644
181,9973,1,B,2,-103.333,0.0,15.2542
181,10261,2,N,2,-103.333,0.0,18.6441
181,10549,1,B,2,-103.333,0.0,22.0339
181,10837,2,N,2,-103.333,0.0,25.4237
181,11125,1,B,2,-103.333,0.0,28.8136
181,11413,2,N,2,-103.333,0.0,32.2034
181,11701,1,B,2,-103.333,0.0,35.5932
181,11989,2,N,2,-103.333,0.0,38.9831
181,12277,1,B,2,-103.333,0.0,42.3729
181,12565,2,N,2,-103.333,0.0,45.7627
181,12853,1,B,2,-103.333,0.0,49.1525
181,13141,2,N,2,-103.333,0.0,52.5424
181,13429,1,B,2,-103.333,0.0,55.9322
181,13717,2,N,2,-103.333,0.0,59.322
181,14005,1,B,2,-103.333,0.0,62.7119
181,14293,2,N,2,-103.333,0.0,66.1017
181,14581,1,B,2,-103.333,0.0,69.4915
181,14869,2,N,2,-103.333,0.0,72.8814
181,15157,1,B,2,-103.333,0.0,76.2712
181,15445,2,N,2,-103.333,0.0,79.661
181,15733,1,B,2,-103.333,0.0,83.0508
181,16021,2,N,2,-103.333,0.0,86.4407
181,16309,1,B,2,-103.333,0.0,89.8305
181,16597,2,N,2,-103.333,0.0,93.2203
181,16885,1,B,2,-103.333,0.0,96.6102
181,17173,2,N,1,-103.333,0.0,100.0
182,182,2,N,1,-102.94,-9.00609,-100.0
182,470,1,B,2,-102.94,-9.00609,-96.6102
182,758,2,N,2,-102.94,-9.00609,-93.2203
182,1046,1,B,2,-102.94,-9.00609,-89.8305
182,1334,2,N,2,-102.94,-9.00609,-86.4407
182,1622,1,B,2,-102.94,-9.00609,-83.0508
182,1910,2,N,2,-102.94,-9.00609,-79.661
182,2198,1,B,2,-102.94,-9.00609,-76.2712
182,2486,2,N,2,-102.94,-9.00609,-72.8814
182,2774,1,B,2,-102.94,-9.00609,-69.4915
182,3062,2,N,2,-102.94,-9.00609,-66.1017
182,3350,1,B,2,-102.94,-9.00609,-62.7119
182,3638,2,N,2,-102.94,-9.00609,-59.322
182,3926,1,B,2,-102.94,-9.00609,-55.9322
182,4214,2,N,2,-102.94,-9.00609,-52.5424
182,4502,1,B,2,-102.94,-9.00609,-49.1525
182,4790,2,N,2,-102.94,-9.00609,-45.7627
182,5078,1,B,2,-102.94,-9.00609,-42.3729
182,5366,2,N,2,-102.94,-9.00609,-38.9831
182,5654,1,B,2,-102.94,-9.00609,-35.5932
182,5942,2,N,2,-102.94,-9.00609,-32.2034
182,6230,1,B,2,-102.94,-9.00609,-28.8136
182,6518,2,N,2,-102.94,-9.00609,-25.4237
182,6806,1,B,2,-102.94,-9.00609,-22.0339
182,7094,2,N,2,-102.94,-9.00609,-18.6441
182,7382,1,B,2,-102.94,-9.00609,-15.2542
182,7670,2,N,2,-102.94,-9.00609,-11.8644
182,7958,1,B,2,-102.94,-9.00609,-8.47458
182,8246,2,N,2,-102.94,-9.00609,-5.08475
182,8534,1,B,2,-102.94,-9.00609,-1.69491
182,8822,2,N,2,-102.94,-9.00609,1.69491
182,9110,1,B,2,-102.94,-9.00609,5.08475
182,9398,2,N,2,-102.94,-9.00609,8.47458
182,9686,1,B,2,-102.94,-9.00609,11.8644
182,9974,2,N,2,-102.94,-9.00609,15.2542
182,10262,1,B,2,-102.94,-9.00609,18.6441
182,10550,2,N,2,-102.94,-9.00609,22.0339
182,10838,1,B,2,-102.94,-9.00609,25.4237
182,11126,2,N,2,-102.94,-9.00609,28.8136
182,11414,1,B,2,-102.94,-9.00609,32.2034
182,11702,2,N,2,-102.94,-9.00609,35.5932
182,11990,1,B,2,-102.94,-9.00609,38.9831
182,12278,2,N,2,-102.94,-9.00609,42.3729
182,12566,1,B,2,-102.94,-9.00609,45.7627
182,12854,2,N,2,-102.94,-9.00609,49.1525
182,13142,1,B,2,-102.94,-9.00609,52.5424
182,13430,2,N,2,-102.94,-9.00609,55.9322
182,13718,1,B,2,-102.94,-9.00609,59.322
182,14006,2,N,2,-102.94,-9.00609,62.7119
182,14294,1,B,2,-102.94,-9.00609,66.1017
182,14582,2,N,2,-102.94,-9.00609,69.4915
182,14870,1,B,2,-102.94,-9.00609,72.8814
182,15158,2,N,2,-102.94,-9.00609,76.2712
182,15446,1,B,2,-102.94,-9.00609,79.661
182,15734,2,N,2,-102.94,-9.00609,83.0508
182,16022,1,B,2,-102.94,-9.00609,86.4407
182,16310,2,N,2,-102.94,-9.00609,89.8305
182,16598,1,B,2,-102.94,-9.00609,93.2203
182,16886,2,N,2,-102.94,-9.00609,96.6102
182,17174,1,B,1,-102.94,-9.00609,100.0
183,183,1,B,1,-101.763,-17.9436,-100.0
183,471,2,N,2,-101.763,-17.9436,-96.6102
183,759,1,B,2,-101.763,-17.9436,-93.2203
183,1047,2,N,2,-101.763,-17.9436,-89.8305
183,1335,1,B,2,-101.763,-17.9436,-86.4407
183,1623,2,N,2,-101.763,-17.9436,-83.0508
183,1911,1,B,2,-101.763,-17.9436,-79.661
183,2199,2,N,2,-101.763,-17.9436,-76.2712
183,2487,1,B,2,-101.763,-17.9436,-72.8814
183,2775,2,N,2,-101.763,-17.9436,-69.4915
183,3063,1,B,2,-101.763,-17.9436,-66.1017
183,3351,2,N,2,-101.763,-17.9436,-62.7119
183,3639,1,B,2,-101.763,-17.9436,-59.322
183,3927,2,N,2,-101.763,-17.9436,-55.9322
183,4215,1,B,2,-101.763,-17.9436,-52.5424
183,4503,2,N,2,-101.763,-17.9436,-49.1525
183,4791,1,B,2,-101.763,-17.9436,-45.7627
183,5079,2,N,2,-101.763,-17.9436,-42.3729
183,5367,1,B,2,-101.763,-17.9436,-38.9831
183,5655,2,N,2,-101.763,-17.9436,-35.5932
183,5943,1,B,2,-101.763,-17.9436,-32.2034
183,6231,2,N,2,-101.763,-17.9436,-28.8136
183,6519,1,B,2,-101.763,-17.9436,-25.4237
183,6807,2,N,2,-101.763,-17.9436,-22.0339
183,7095,1,B,2,-101.763,-17.9436,-18.6441
183,7383,2,N,2,-101.763,-17.9436,-15.2542
183,7671,1,B,2,-101.763,-17.9436,-11.8644
183,7959,2,N,2,-101.763,-17.9436,-8.47458
183,8247,1,B,2,-101.763,-17.9436,-5.08475
183,8535,2,N,2,-101.763,-17.9436,-1.69491
183,8823,1,B,2,-101.763,-17.9436,1.69491
183,9111,2,N,2,-101.763,-17.9436,5.08475
183,9399,1,B,2,-101.763,-17.9436,8.47458
183,9687,2,N,2,-101.763,-17.9436,11.8644
183,9975,1,B,2,-101.763,-17.9436,15.2542
183,10263,2,N,2,-101.763,-17.9436,18.6441
183,10551,1,B,2,-101.763,-17.9436,22.0339
183,10839,2,N,2,-101.763,-17.9436,25.4237
183,11127,1,B,2,-101.763,-17.9436,28.8136
183,11415,2,N,2,-101.763,-17.9436,32.2034
183,11703,1,B,2,-101.763,-17.9436,35.5932
183,11991,2,N,2,-101.763,-17.9436,38.9831
183,12279,1,B,2,-101.763,-17.9436,42.3729
183,12567,2,N,2,-101.763,-17.9436,45.7627
183,12855,1,B,2,-101.763,-17.9436,49.1525
183,13143,2,N,2,-101.763,-17.9436,52.5424
183,13431,1,B,2,-101.763,-17.9436,55.9322
183,13719,2,N,2,-101.763,-17.9436,59.322
183,14007,1,B,2,-101.763,-17.9436,62.7119
183,14295,2,N,2,-101.763,-17.9436,66.1017
183,14583,1,B,2,-101.763,-17.9436,69.4915
183,14871,2,N,2,-101.763,-17.9436,72.8814
183,15159,1,B,2,-101.763,-17.9436,76.2712
183,15447,2,N,2,-101.763,-17.9436,79.661
183,15735,1,B,2,-101.763,-17.9436,83.0508
183,16023,2,N,2,-101.763,-17.9436,86.4407
183,16311,1,B,2,-101.763,-17.9436,89.8305
183,16599,2,N,2,-101.763,-17.9436,93.2203
183,16887,1,B,2,-101.763,-17.9436,96.6102
183,17175,2,N,1,-101.763,-17.9436,100.0
184,184,2,N,1,-99.8123,-26.7446,-100.0
184,472,1,B,2,-99.8123,-26.7446,-96.6102
184,760,2,N,2,-99.8123,-26.7446,-93.2203
184,1048,1,B,2,-99.8123,-26.7446,-89.8305
184,1336,2,N,2,-99.8123,-26.7446,-86.4407
184,1624,1,B,2,-99.8123,-26.7446,-83.0508
184,1912,2,N,2,-99.8123,-26.7446,-79.661
184,2200,1,B,2,-99.8123,-26.7446,-76.2712
184,2488,2,N,2,-99.8123,-26.7446,-72.8814
184,2776,1,B,2,-99.8123,-26.7446,-69.4915
184,3064,2,N,2,-99.8123,-26.7446,-66.1017
184,3352,1,B,2,-99.8123,-26.7446,-62.7119
184,3640,2,N,2,-99.8123,-26.7446,-59.322
184,3928,1,B,2,-99.8123,-26.7446,-55.9322
184,4216,2,N,2,-99.8123,-26.7446,-52.5424
184,4504,1,B,2,-99.8123,-26.7446,-49.1525
184,4792,2,N,2,-99.8123,-26.7446,-45.7627
184,5080,1,B,2,-99.8123,-26.7446,-42.3729
184,5368,2,N,2,-99.8123,-26.7446,-38.9831
184,5656,1,B,2,-99.8123,-26.7446,-35.5932
184,5944,2,N,2,-99.8123,-26.7446,-32.2034
184,6232,1,B,2,-99.8123,-26.7446,-28.8136
184,6520,2,N,2,-99.8123,-26.7446,-25.4237
184,6808,1,B,2,-99.8123,-26.7446,-22.0339
184,7096,2,N,2,-99.8123,-26.7446,-18.6441
184,7384,1,B,2,-99.8123,-26.7446,-15.2542
184,7672,2,N,2,-99.8123,-26.7446,-11.8644
184,7960,1,B,2,-99.8123,-26.7446,-8.47458
184,8248,2,N,2,-99.8123,-26.7446,-5.08475
184,8536,1,B,2,-99.8123,-26.7446,-1.69491
184,8824,2,N,2,-99.8123,-26.7446,1.69491
184,9112,1,B,2,-99.8123,-26.7446,5.08475
184,9400,2,N,2,-99.8123,-26.7446,8.47458
184,9688,1,B,2,-99.8123,-26.7446,11.8644
184,9976,2,N,2,-99.8123,-26.7446,15.2542
184,10264,1,B,2,-99.8123,-26.7446,18.6441
184,10552,2,N,2,-99.8123,-26.7446,22.0339
184,10840,1,B,2,-99.8123,-26.7446,25.4237
184,11128,2,N,2,-99.8123,-26.7446,28.8136
184,11416,1,B,2,-99.8123,-26.7446,32.2034
184,11704,2,N,2,-99.8123,-26.7446,35.5932
184,11992,1,B,2,-99.8123,-26.7446,38.9831
184,12280,2,N,2,-99.8123,-26.7446,42.3729
184,12568,1,B,2,-99.8123,-26.7446,45.7627
184,12856,2,N,2,-99.8123,-26.7446,49.1525
184,13144,1,B,2,-99.8123,-26.7446,52.5424
184,13432,2,N,2,-99.8123,-26.7446,55.9322
184,13720,1,B,2,-99.8123,-26.7446,59.322
184,14008,2,N,2,-99.8123,-26.7446,62.7119
184,14296,1,B,2,-99.8123,-26.7446,66.1017
184,14584,2,N,2,-99.8123,-26.7446,69.4915
184,14872,1,B,2,-99.8123,-26.7446,72.8814
184,15160,2,N,2,-99.8123,-26.7446,76.2712
184,15448,1,B,2,-99.8123,-26.7446,79.661
184,15736,2,N,2,-99.8123,-26.7446,83.0508
184,16024,1,B,2,-99.8123,-26.7446,86.4407
184,16312,2,N,2,-99.8123,-26.7446,89.8305
184,16600,1,B,2,-99.8123,-26.7446,93.2203
184,16888,2,N,2,-99.8123,-26.7446,96.6102
184,17176,1,B,1,-99.8123,-26.7446,100.0
185,185,1,B,1,-97.1016,-35.3421,-100.0
185,473,2,N,2,-97.1016,-35.3421,-96.6102
185,761,1,B,2,-97.1016,-35.3421,-93.2203
185,1049,2,N,2,-97.1016,-35.3421,-89.8305
185,1337,1,B,2,-97.1016,-35.3421,-86.4407
185,1625,2,N,2,-97.1016,-35.3421,-83.0508
185,1913,1,B,2,-97.1016,-35.3421,-79.661
185,2201,2,N,2,-97.1016,-35.3421,-76.2712
185,2489,1,B,2,-97.1016,-35.3421,-72.8814
185,2777,2,N,2,-97.1016,-35.3421,-69.4915
185,3065,1,B,2,-97.1016,-35.3421,-66.1017
185,3353,2,N,2,-97.1016,-35.3421,-62.7119
185,3641,1,B,2,-97.1016,-35.3421,-59.322
185,3929,2,N,2,-97.1016,-35.3421,-55.9322
185,4217,1,B,2,-97.1016,-35.3421,-52.5424
185,4505,2,N,2,-97.1016,-35.3421,-49.1525
185,4793,1,B,2,-97.1016,-35.3421,-45.7627
185,5081,2,N,2,-97.1016,-35.3421,-42.3729
185,5369,1,B,2,-97.1016,-35.3421,-38.9831
185,5657,2,N,2,-97.1016,-35.3421,-35.5932
185,5945,1,B,2,-97.1016,-35.3421,-32.2034
185,6233,2,N,2,-97.1016,-35.3421,-28.8136
185,6521,1,B,2,-97.1016,-35.3421,-25.4237
185,6809,2,N,2,-97.1016,-35.3421,-22.0339
185,7097,1,B,2,-97.1016,-35.3421,-18.6441
185,7385,2,N,2,-97.1016,-35.3421,-15.2542
185,7673,1,B,2,-97.1016,-35.3421,-11.8644
185,7961,2,N,2,-97.1016,-35.3421,-8.47458
185,8249,1,B,2,-97.1016,-35.3421,-5.08475
185,8537,2,N,2,-97.1016,-35.3421,-1.69491
185,8825,1,B,2,-97.1016,-35.3421,1.69491
185,9113,2,N,2,-97.1016,-35.3421,5.08475
185,9401,1,B,2,-97.1016,-35.3421,8.47458
185,9689,2,N,2,-97.1016,-35.3421,11.8644
185,9977,1,B,2,-97.1016,-35.3421,15.2542
185,10265,2,N,2,-97.1016,-35.3421,18.6441
185,10553,1,B,2,-97.1016,-35.3421,22.0339
185,10841,2,N,2,-97.1016,-35.3421,25.4237
185,11129,1,B,2,-97.1016,-35.3421,28.8136
185,11417,2,N,2,-97.1016,-35.3421,32.2034
185,11705,1,B,2,-97.1016,-35.3421,35.5932
185,11993,2,N,2,-97.1016,-35.3421,38.9831
185,12281,1,B,2,-97.1016,-35.3421,42.3729
185,12569,2,N,2,-97.1016,-35.3421,45.7627
185,12857,1,B,2,-97.1016,-35.3421,49.1525
185,13145,2,N,2,-97.1016,-35.3421,52.5424
185,13433,1,B,2,-97.1016,-35.3421,55.9322
185,13721,2,N,2,-97.1016,-35.3421,59.322
185,14009,1,B,2,-97.1016,-35.3421,62.7119
185,14297,2,N,2,-97.1016,-35.3421,66.1017
185,14585,1,B,2,-97.1016,-35.3421,69.4915
185,14873,2,N,2,-97.1016,-35.3421,72.8814
185,15161,1,B,2,-97.1016,-35.3421,76.2712
185,15449,2,N,2,-97.1016,-35.3421,79.661
185,15737,1,B,2,-97.1016,-35.3421,83.0508
185,16025,2,N,2,-97.1016,-35.3421,86.4407
185,16313,1,B,2,-97.1016,-35.3421,89.8305
185,16601,2,N,2,-97.1016,-35.3421,93.2203
185,16889,1,B,2,-97.1016,-35.3421,96.6102
185,17177,2,N,1,-97.1016,-35.3421,100.0
186,186,2,N,1,-93.6518,-43.6706,-100.0
186,474,1,B,2,-93.6518,-43.6706,-96.6102
186,762,2,N,2,-93.6518,-43.6706,-93.2203
186,1050,1,B,2,-93.6518,-43.6706,-89.8305
186,1338,2,N,2,-93.6518,-43.6706,-86.4407
186,1626,1,B,2,-93.6518,-43.6706,-83.0508
186,1914,2,N,2,-93.6518,-43.6706,-79.661
186,2202,1,B,2,-93.6518,-43.6706,-76.2712
186,2490,2,N,2,-93.6518,-43.6706,-72.8814
186,2778,1,B,2,-93.6518,-43.6706,-69.4915
186,3066,2,N,2,-93.6518,-43.6706,-66.1017
186,3354,1,B,2,-93.6518,-43.6706,-62.7119
186,3642,2,N,2,-93.6518,-43.6706,-59.322
186,3930,1,B,2,-93.6518,-43.6706,-55.9322
186,4218,2,N,2,-93.6518,-43.6706,-52.5424
186,4506,1,B,2,-93.6518,-43.6706,-49.1525
186,4794,2,N,2,-93.6518,-43.6706,-45.7627
186,5082,1,B,2,-93.6518,-43.6706,-42.3729
186,5370,2,N,2,-93.6518,-43.6706,-38.9831
186,5658,1,B,2,-93.6518,-43.6706,-35.5932
186,5946,2,N,2,-93.6518,-43.6706,-32.2034
186,6234,1,B,2,-93.6518,-43.6706,-28.8136
186,6522,2,N,2,-93.6518,-43.6706,-25.4237
186,6810,1,B,2,-93.6518,-43.6706,-22.0339
186,7098,2,N,2,-93.6518,-43.6706,-18.6441
186,7386,1,B,2,-93.6518,-43.6706,-15.2542
186,7674,2,N,2,-93.6518,-43.6706,-11.8644
186,7962,1,B,2,-93.6518,-43.6706,-8.47458
186,8250,2,N,2,-93.6518,-43.6706,-5.08475
186,8538,1,B,2,-93.6518,-43.6706,-1.69491
186,8826,2,N,2,-93.6518,-43.6706,1.69491
186,9114,1,B,2,-93.6518,-43.6706,5.08475
186,9402,2,N,2,-93.6518,-43.6706,8.47458
186,9690,1,B,2,-93.6518,-43.6706,11.8644
186,9978,2,N,2,-93.6518,-43.6706,15.2542
186,10266,1,B,2,-93.6518,-43.6706,18.6441
186,10554,2,N,2,-93.6518,-43.6706,22.0339
186,10842,1,B,2,-93.6518,-43.6706,25.4237
186,11130,2,N,2,-93.6518,-43.6706,28.8136
186,11418,1,B,2,-93.6518,-43.6706,32.2034
186,11706,2,N,2,-93.6518,-43.6706,35.5932
186,11994,1,B,2,-93.6518,-43.6706,38.9831
186,12282,2,N,2,-93.6518,-43.6706,42.3729
186,12570,1,B,2,-93.6518,-43.6706,45.7627
186,12858,2,N,2,-93.6518,-43.6706,49.1525
186,13146,1,B,2,-93.6518,-43.6706,52.5424
186,13434,2,N,2,-93.6518,-43.6706,55.9322
186,13722,1,B,2,-93.6518,-43.6706,59.322
186,14010,2,N,2,-93.6518,-43.6706,62.7119
186,14298,1,B,2,-93.6518,-43.6706,66.1017
186,14586,2,N,2,-93.6518,-43.6706,69.4915
186,14874,1,B,2,-93.6518,-43.6706,72.8814
186,15162,2,N,2,-93.6518,-43.6706,76.2712
186,15450,1,B,2,-93.6518,-43.6706,79.661
186,15738,2,N,2,-93.6518,-43.6706,83.0508
186,16026,1,B,2,-93.6518,-43.6706,86.4407
186,16314,2,N,2,-93.6518,-43.6706,89.8305
186,16602,1,B,2,-93.6518,-43.6706,93.2203
186,16890,2,N,2,-93.6518,-43.6706,96.6102
186,17178,1,B,1,-93.6518,-43.6706,100.0
187,187,1,B,1,-89.4893,-51.6667,-100.0
187,475,2,N,2,-89.4893,-51.6667,-96.6102
187,763,1,B,2,-89.4893,-51.6667,-93.2203
187,1051,2,N,2,-89.4893,-51.6667,-89.8305
187,1339,1,B,2,-89.4893,-51.6667,-86.4407
187,1627,2,N,2,-89.4893,-51.6667,-83.0508
187,1915,1,B,2,-89.4893,-51.6667,-79.661
187,2203,2,N,2,-89.4893,-51.6667,-76.2712
187,2491,1,B,2,-89.4893,-51.6667,-72.8814
187,2779,2,N,2,-89.4893,-51.6667,-69.4915
187,3067,1,B,2,-89.4893,-51.6667,-66.1017
187,3355,2,N,2,-89.4893,-51.6667,-62.7119
187,3643,1,B,2,-89.4893,-51.6667,-59.322
187,3931,2,N,2,-89.4893,-51.6667,-55.9322
187,4219,1,B,2,-89.4893,-51.6667,-52.5424
187,4507,2,N,2,-89.4893,-51.6667,-49.1525
187,4795,1,B,2,-89.4893,-51.6667,-45.7627
187,5083,2,N,2,-89.4893,-51.6667,-42.3729
187,5371,1,B,2,-89.4893,-51.6667,-38.9831
187,5659,2,N,2,-89.4893,-51.6667,-35.5932
187,5947,1,B,2,-89.4893,-51.6667,-32.2034
187,6235,2,N,2,-89.4893,-51.6667,-28.8136
187,6523,1,B,2,-89.4893,-51.6667,-25.4237
187,6811,2,N,2,-89.4893,-51.6667,-22.0339
187,7099,1,B,2,-89.4893,-51.6667,-18.6441
187,7387,2,N,2,-89.4893,-51.6667,-15.2542
187,7675,1,B,2,-89.4893,-51.6667,-11.8644
187,7963,2,N,2,-89.4893,-51.6667,-8.47458
187,8251,1,B,2,-89.4893,-51.6667,-5.08475
187,8539,2,N,2,-89.4893,-51.6667,-1.69491
187,8827,1,B,2,-89.4893,-51.6667,1.69491
187,9115,2,N,2,-89.4893,-51.6667,5.08475
187,9403,1,B,2,-89.4893,-51.6667,8.47458
187,9691,2,N,2,-89.4893,-51.6667,11.8644
187,9979,1,B,2,-89.4893,-51.6667,15.2542
187,10267,2,N,2,-89.4893,-51.6667,18.6441
187,10555,1,B,2,-89.4893,-51.6667,22.0339
187,10843,2,N,2,-89.4893,-51.6667,25.4237
187,11131,1,B,2,-89.4893,-51.6667,28.8136
187,11419,2,N,2,-89.4893,-51.6667,32.2034
187,11707,1,B,2,-89.4893,-51.6667,35.5932
187,11995,2,N,2,-89.4893,-51.6667,38.9831
187,12283,1,B,2,-89.4893,-51.6667,42.3729
187,12571,2,N,2,-89.4893,-51.6667,45.7627
187,12859,1,B,2,-89.4893,-51.6667,49.1525
187,13147,2,N,2,-89.4893,-51.6667,52.5424
187,13435,1,B,2,-89.4893,-51.6667,55.9322
187,13723,2,N,2,-89.4893,-51.6667,59.322
187,14011,1,B,2,-89.4893,-51.6667,62.7119
187,14299,2,N,2,-89.4893,-51.6667,66.1017
187,14587,1,B,2,-89.4893,-51.6667,69.4915
187,14875,2,N,2,-89.4893,-51.6667,72.8814
187,15163,1,B,2,-89.4893,-51.6667,76.2712
187,15451,2,N,2,-89.4893,-51.6667,79.661
187,15739,1,B,2,-89.4893,-51.6667,83.0508
187,16027,2,N,2,-89.4893,-51.6667,86.4407
187,16315,1,B,2,-89.4893,-51.6667,89.8305
187,16603,2,N,2,-89.4893,-51.6667,93.2203
187,16891,1,B,2,-89.4893,-51.6667,96.6102
187,17179,2,N,1,-89.4893,-51.6667,100.0
188,188,2,N,1,-84.6457,-59.2696,-100.0
188,476,1,B,2,-84.6457,-59.2696,-96.6102
188,764,2,N,2,-84.6457,-59.2696,-93.2203
188,1052,1,B,2,-84.6457,-59.2696,-89.8305
188,1340,2,N,2,-84.6457,-59.2696,-86.4407
188,1628,1,B,2,-84.6457,-59.2696,-83.0508
188,1916,2,N,2,-84.6457,-59.2696,-79.661
188,2204,1,B,2,-84.6457,-59.2696,-76.2712
188,2492,2,N,2,-84.6457,-59.2696,-72.8814
188,2780,1,B,2,-84.6457,-59.2696,-69.4915
188,3068,2,N,2,-84.6457,-59.2696,-66.1017
188,3356,1,B,2,-84.6457,-59.2696,-62.7119
188,3644,2,N,2,-84.6457,-59.2696,-59.322
188,3932,1,B,2,-84.6457,-59.2696,-55.9322
188,4220,2,N,2,-84.6457,-59.2696,-52.5424
188,4508,1,B,2,-84.6457,-59.2696,-49.1525
188,4796,2,N,2,-84.6457,-59.2696,-45.7627
188,5084,1,B,2,-84.6457,-59.2696,-42.3729
188,5372,2,N,2,-84.6457,-59.2696,-38.9831
188,5660,1,B,2,-84.6457,-59.2696,-35.5932
188,5948,2,N,2,-84.6457,-59.2696,-32.2034
188,6236,1,B,2,-84.6457,-59.2696,-28.8136
188,6524,2,N,2,-84.6457,-59.2696,-25.4237
188,6812,1,B,2,-84.6457,-59.2696,-22.0339
188,7100,2,N,2,-84.6457,-59.2696,-18.6441
188,7388,1,B,2,-84.6457,-59.2696,-15.2542
188,7676,2,N,2,-84.6457,-59.2696,-11.8644
188,7964,1,B,2,-84.6457,-59.2696,-8.47458
188,8252,2,N,2,-84.6457,-59.2696,-5.08475
188,8540,1,B,2,-84.6457,-59.2696,-1.69491
188,8828,2,N,2,-84.6457,-59.2696,1.69491
